"n","p1","a","rho","s","F_true","avg_F_dir","avg_F_dirSD","avg_F_hat","bias_dir","bias_dirSD","bias_hat","mse_dir","mse_dirSD","mse_hat","var_dir","var_dirSD","var_hat","estimator","bias","mse","var"
100,0.25,3,0,3.7,0.999892,0.99992,1,0.993216,2.8e-05,0.000108,-0.006676,1e-06,0,4.6e-05,1e-06,0,1e-06,"hat",-0.006676,4.6e-05,1e-06
100,0.25,3,0,3.8,0.999928,0.99994,1,0.993267,1.2e-05,7.2e-05,-0.00666,1e-06,0,4.5e-05,1e-06,0,0,"hat",-0.00666,4.5e-05,0
100,0.25,3,0,3.9,0.999952,0.99996,1,0.993285,8e-06,4.8e-05,-0.006667,0,0,4.5e-05,0,0,0,"hat",-0.006667,4.5e-05,0
100,0.25,3,0,4,0.999968,0.99996,1,0.993297,-8e-06,3.2e-05,-0.006671,0,0,4.5e-05,0,0,0,"hat",-0.006671,4.5e-05,0
100,0.25,3,0.5,-4,3.2e-05,4e-05,0.099546,5.1e-05,8e-06,0.099514,2e-05,0,0.009955,1e-06,0,5.2e-05,1e-06,"hat",2e-05,1e-06,1e-06
100,0.25,3,0.5,-3.9,4.8e-05,6e-05,0.099566,7.7e-05,1.2e-05,0.099517,2.9e-05,1e-06,0.009957,2e-06,1e-06,5.3e-05,2e-06,"hat",2.9e-05,2e-06,2e-06
100,0.25,3,0.5,-3.8,7.2e-05,6e-05,0.099566,0.000128,-1.2e-05,0.099493,5.5e-05,1e-06,0.009952,3e-06,1e-06,5.3e-05,3e-06,"hat",5.5e-05,3e-06,3e-06
100,0.25,3,0.5,-3.7,0.000108,1e-04,0.099606,0.000222,-8e-06,0.099498,0.000114,1e-06,0.009953,5e-06,1e-06,5.4e-05,5e-06,"hat",0.000114,5e-06,5e-06
100,0.25,3,0.5,-3.6,0.000159,0.00012,0.099626,0.000386,-3.9e-05,0.099466,0.000227,1e-06,0.009948,8e-06,1e-06,5.4e-05,8e-06,"hat",0.000227,8e-06,8e-06
100,0.25,3,0.5,-3.5,0.000233,0.00014,0.099646,0.000609,-9.3e-05,0.099413,0.000376,1e-06,0.009938,1.4e-05,1e-06,5.5e-05,1.4e-05,"hat",0.000376,1.4e-05,1.4e-05
100,0.25,3,0.5,-3.4,0.000337,0.00026,0.099766,0.000922,-7.7e-05,0.099429,0.000585,3e-06,0.009943,2.3e-05,3e-06,5.7e-05,2.3e-05,"hat",0.000585,2.3e-05,2.3e-05
100,0.25,3,0.5,-3.3,0.000483,0.00044,0.099946,0.001349,-4.3e-05,0.099462,0.000866,4e-06,0.009952,3.5e-05,4e-06,6e-05,3.4e-05,"hat",0.000866,3.5e-05,3.4e-05
100,0.25,3,0.5,-3.2,0.000687,0.00064,0.100146,0.001947,-4.7e-05,0.099458,0.00126,6e-06,0.009956,5.4e-05,6e-06,6.4e-05,5.3e-05,"hat",0.00126,5.4e-05,5.3e-05
100,0.25,3,0.5,-3.1,0.000968,0.00094,0.100446,0.002605,-2.8e-05,0.099478,0.001637,1e-05,0.009967,7.7e-05,1e-05,7.1e-05,7.5e-05,"hat",0.001637,7.7e-05,7.5e-05
100,0.25,3,0.5,-3,0.00135,0.00134,0.100846,0.003446,-1e-05,0.099496,0.002096,1.4e-05,0.009978,0.000107,1.4e-05,7.8e-05,0.000103,"hat",0.002096,0.000107,0.000103
100,0.25,3,0.5,-2.9,0.001866,0.002,0.101506,0.004363,0.000134,0.09964,0.002497,2.1e-05,0.010019,0.000141,2.1e-05,9.1e-05,0.000135,"hat",0.002497,0.000141,0.000135
100,0.25,3,0.5,-2.8,0.002555,0.00272,0.102226,0.005486,0.000165,0.09967,0.002931,2.9e-05,0.010038,0.000178,2.9e-05,0.000104,0.00017,"hat",0.002931,0.000178,0.00017
100,0.25,3,0.5,-2.7,0.003467,0.0038,0.103306,0.006824,0.000333,0.099839,0.003357,4e-05,0.010089,0.000219,4e-05,0.000121,0.000208,"hat",0.003357,0.000219,0.000208
100,0.25,3,0.5,-2.6,0.004661,0.00508,0.104586,0.008715,0.000419,0.099924,0.004054,5.1e-05,0.010123,0.000275,5.1e-05,0.000138,0.000259,"hat",0.004054,0.000275,0.000259
100,0.25,3,0.5,-2.5,0.00621,0.00662,0.106126,0.010936,0.00041,0.099916,0.004726,6.4e-05,0.010145,0.000341,6.4e-05,0.000162,0.00032,"hat",0.004726,0.000341,0.00032
100,0.25,3,0.5,-2.4,0.008198,0.0086,0.108106,0.013913,0.000402,0.099908,0.005715,7.9e-05,0.010163,0.000441,7.9e-05,0.000182,0.000409,"hat",0.005715,0.000441,0.000409
100,0.25,3,0.5,-2.3,0.010724,0.01112,0.110626,0.017494,0.000396,0.099901,0.00677,0.000105,0.010197,0.000582,0.000105,0.000217,0.000537,"hat",0.00677,0.000582,0.000537
100,0.25,3,0.5,-2.2,0.013903,0.01446,0.113966,0.021981,0.000557,0.100062,0.008078,0.000145,0.010288,0.000763,0.000145,0.000276,0.000699,"hat",0.008078,0.000763,0.000699
100,0.25,3,0.5,-2.1,0.017864,0.01804,0.117546,0.027504,0.000176,0.099681,0.00964,0.000172,0.010249,0.000993,0.000173,0.000314,0.000902,"hat",0.00964,0.000993,0.000902
100,0.25,3,0.5,-2,0.02275,0.02296,0.122466,0.034372,0.00021,0.099715,0.011622,0.000217,0.010312,0.00127,0.000218,0.00037,0.001137,"hat",0.011622,0.00127,0.001137
100,0.25,3,0.5,-1.9,0.028717,0.02902,0.128526,0.042471,0.000303,0.099809,0.013754,0.000274,0.010407,0.001603,0.000275,0.000446,0.001417,"hat",0.013754,0.001603,0.001417
100,0.25,3,0.5,-1.8,0.03593,0.0369,0.136406,0.051849,0.00097,0.100475,0.015919,0.000332,0.010614,0.001985,0.000331,0.00052,0.001735,"hat",0.015919,0.001985,0.001735
100,0.25,3,0.5,-1.7,0.044565,0.04578,0.145286,0.062617,0.001215,0.10072,0.018052,0.000403,0.010746,0.002426,0.000402,0.000603,0.002104,"hat",0.018052,0.002426,0.002104
100,0.25,3,0.5,-1.6,0.054799,0.05608,0.155586,0.074946,0.001281,0.100786,0.020147,0.000502,0.010887,0.002924,0.000502,0.000731,0.002523,"hat",0.020147,0.002924,0.002523
100,0.25,3,0.5,-1.5,0.066807,0.0687,0.168206,0.088348,0.001893,0.101398,0.021541,0.000641,0.011173,0.003421,0.000639,0.000893,0.002963,"hat",0.021541,0.003421,0.002963
100,0.25,3,0.5,-1.4,0.080757,0.08256,0.182066,0.103286,0.001803,0.101309,0.022529,0.000807,0.01135,0.003931,0.000805,0.001089,0.00343,"hat",0.022529,0.003931,0.00343
100,0.25,3,0.5,-1.3,0.0968,0.098,0.197506,0.119418,0.0012,0.100705,0.022617,0.00091,0.011337,0.004454,0.00091,0.001198,0.003951,"hat",0.022617,0.004454,0.003951
100,0.25,3,0.5,-1.2,0.11507,0.11612,0.215626,0.137327,0.00105,0.100556,0.022258,0.001071,0.01149,0.004973,0.001072,0.001381,0.004487,"hat",0.022258,0.004973,0.004487
100,0.25,3,0.5,-1.1,0.135666,0.13628,0.235786,0.157191,0.000614,0.100119,0.021525,0.001199,0.011533,0.005618,0.001201,0.001512,0.005165,"hat",0.021525,0.005618,0.005165
100,0.25,3,0.5,-1,0.158655,0.15868,0.258186,0.179323,2.5e-05,0.09953,0.020667,0.001384,0.011597,0.006233,0.001387,0.001694,0.005818,"hat",0.020667,0.006233,0.005818
100,0.25,3,0.5,-0.9,0.18406,0.18522,0.284726,0.203938,0.00116,0.100665,0.019878,0.001609,0.012047,0.006833,0.001611,0.001918,0.006451,"hat",0.019878,0.006833,0.006451
100,0.25,3,0.5,-0.8,0.211855,0.21468,0.314186,0.230146,0.002825,0.10233,0.01829,0.001774,0.012529,0.007352,0.00177,0.002062,0.007032,"hat",0.01829,0.007352,0.007032
100,0.25,3,0.5,-0.7,0.241964,0.24484,0.344346,0.258381,0.002876,0.102382,0.016417,0.00197,0.012735,0.007707,0.001965,0.002257,0.007453,"hat",0.016417,0.007707,0.007453
100,0.25,3,0.5,-0.6,0.274253,0.2778,0.377306,0.288707,0.003547,0.103052,0.014454,0.002122,0.013014,0.008009,0.002113,0.002399,0.007816,"hat",0.014454,0.008009,0.007816
100,0.25,3,0.5,-0.5,0.308538,0.31232,0.411826,0.320236,0.003782,0.103288,0.011699,0.002194,0.013094,0.008228,0.002184,0.00243,0.008107,"hat",0.011699,0.008228,0.008107
100,0.25,3,0.5,-0.4,0.344578,0.34922,0.448726,0.35327,0.004642,0.104147,0.008692,0.002378,0.013406,0.008461,0.002361,0.002565,0.008402,"hat",0.008692,0.008461,0.008402
100,0.25,3,0.5,-0.3,0.382089,0.38786,0.487366,0.387254,0.005771,0.105277,0.005165,0.002385,0.013593,0.008751,0.002356,0.002515,0.008742,"hat",0.005165,0.008751,0.008742
100,0.25,3,0.5,-0.2,0.42074,0.42706,0.526566,0.421973,0.00632,0.105825,0.001233,0.00239,0.013658,0.00902,0.002355,0.002464,0.009036,"hat",0.001233,0.00902,0.009036
100,0.25,3,0.5,-0.0999999999999996,0.460172,0.4668,0.566306,0.456729,0.006628,0.106133,-0.003443,0.002472,0.013761,0.009236,0.002433,0.002502,0.009243,"hat",-0.003443,0.009236,0.009243
100,0.25,3,0.5,0,0.5,0.5053,0.604806,0.49177,0.0053,0.104806,-0.00823,0.002475,0.013444,0.009356,0.002451,0.002464,0.009307,"hat",-0.00823,0.009356,0.009307
100,0.25,3,0.5,0.100000000000001,0.539828,0.54628,0.645786,0.526534,0.006452,0.105958,-0.013293,0.002513,0.013676,0.00937,0.002477,0.002454,0.009212,"hat",-0.013293,0.00937,0.009212
100,0.25,3,0.5,0.2,0.57926,0.58446,0.683966,0.560987,0.0052,0.104706,-0.018273,0.002525,0.013397,0.009364,0.002503,0.002439,0.009048,"hat",-0.018273,0.009364,0.009048
100,0.25,3,0.5,0.3,0.617911,0.62266,0.722166,0.595138,0.004749,0.104254,-0.022773,0.002476,0.013219,0.009237,0.002459,0.002355,0.008736,"hat",-0.022773,0.009237,0.008736
100,0.25,3,0.5,0.4,0.655422,0.6601,0.759606,0.628589,0.004678,0.104184,-0.026832,0.002316,0.013033,0.009013,0.002298,0.002183,0.00831,"hat",-0.026832,0.009013,0.00831
100,0.25,3,0.5,0.5,0.691462,0.69488,0.794386,0.661414,0.003418,0.102923,-0.030048,0.002248,0.012683,0.008656,0.002241,0.002094,0.007768,"hat",-0.030048,0.008656,0.007768
100,0.25,3,0.5,0.600000000000001,0.725747,0.7289,0.828406,0.6932,0.003153,0.102659,-0.032546,0.00213,0.012489,0.008365,0.002124,0.001954,0.007321,"hat",-0.032546,0.008365,0.007321
100,0.25,3,0.5,0.7,0.758036,0.76056,0.860066,0.723071,0.002524,0.102029,-0.034965,0.00182,0.012056,0.008029,0.001818,0.001649,0.00682,"hat",-0.034965,0.008029,0.00682
100,0.25,3,0.5,0.800000000000001,0.788145,0.79018,0.889686,0.751757,0.002035,0.101541,-0.036387,0.001603,0.01172,0.007598,0.001602,0.001412,0.006286,"hat",-0.036387,0.007598,0.006286
100,0.25,3,0.5,0.9,0.81594,0.81786,0.917334,0.778678,0.00192,0.101394,-0.037262,0.001414,0.01149,0.007206,0.001413,0.001212,0.005829,"hat",-0.037262,0.007206,0.005829
100,0.25,3,0.5,1,0.841345,0.8434,0.942573,0.803587,0.002055,0.101229,-0.037757,0.00122,0.011229,0.006805,0.001218,0.000984,0.00539,"hat",-0.037757,0.006805,0.00539
100,0.25,3,0.5,1.1,0.864334,0.86648,0.964021,0.826837,0.002146,0.099687,-0.037496,0.001113,0.010665,0.00634,0.00111,0.000729,0.004944,"hat",-0.037496,0.00634,0.004944
100,0.25,3,0.5,1.2,0.88493,0.88678,0.980533,0.848119,0.00185,0.095603,-0.036812,0.001005,0.009594,0.005837,0.001003,0.000455,0.00449,"hat",-0.036812,0.005837,0.00449
100,0.25,3,0.5,1.3,0.9032,0.90472,0.991109,0.86727,0.00152,0.087909,-0.03593,0.000899,0.007935,0.005357,0.000899,0.000207,0.004074,"hat",-0.03593,0.005357,0.004074
100,0.25,3,0.5,1.4,0.919243,0.9213,0.997352,0.884242,0.002057,0.078109,-0.035001,0.000733,0.006159,0.004825,0.00073,5.9e-05,0.003607,"hat",-0.035001,0.004825,0.003607
100,0.25,3,0.5,1.5,0.933193,0.93426,0.999233,0.899588,0.001067,0.066041,-0.033605,0.000605,0.004378,0.004243,0.000605,1.7e-05,0.00312,"hat",-0.033605,0.004243,0.00312
100,0.25,3,0.5,1.6,0.945201,0.9473,0.999825,0.913231,0.002099,0.054624,-0.03197,0.000509,0.002987,0.003667,0.000505,3e-06,0.00265,"hat",-0.03197,0.003667,0.00265
100,0.25,3,0.5,1.7,0.955435,0.95748,0.999967,0.925364,0.002045,0.044533,-0.03007,0.000399,0.001984,0.00312,0.000395,0,0.00222,"hat",-0.03007,0.00312,0.00222
100,0.25,3,0.5,1.8,0.96407,0.96616,0.99997,0.936357,0.00209,0.035901,-0.027713,0.000331,0.001289,0.002588,0.000328,0,0.001824,"hat",-0.027713,0.002588,0.001824
100,0.25,3,0.5,1.9,0.971283,0.9731,1,0.946114,0.001817,0.028717,-0.02517,0.000284,0.000825,0.00211,0.000282,0,0.00148,"hat",-0.02517,0.00211,0.00148
100,0.25,3,0.5,2,0.97725,0.97846,1,0.95485,0.00121,0.02275,-0.022399,0.00022,0.000518,0.00168,0.000219,0,0.001181,"hat",-0.022399,0.00168,0.001181
100,0.25,3,0.5,2.1,0.982136,0.98322,1,0.962119,0.001084,0.017864,-0.020016,0.000173,0.000319,0.001355,0.000172,0,0.000957,"hat",-0.020016,0.001355,0.000957
100,0.25,3,0.5,2.2,0.986097,0.98716,1,0.96834,0.001063,0.013903,-0.017756,0.000137,0.000193,0.001083,0.000137,0,0.000769,"hat",-0.017756,0.001083,0.000769
100,0.25,3,0.5,2.3,0.989276,0.99034,1,0.973275,0.001064,0.010724,-0.016001,9.6e-05,0.000115,0.000874,9.5e-05,0,0.000619,"hat",-0.016001,0.000874,0.000619
100,0.25,3,0.5,2.4,0.991802,0.9926,1,0.977491,0.000798,0.008198,-0.014312,7.3e-05,6.7e-05,0.000691,7.3e-05,0,0.000487,"hat",-0.014312,0.000691,0.000487
100,0.25,3,0.5,2.5,0.99379,0.9944,1,0.980893,0.00061,0.00621,-0.012897,5.7e-05,3.9e-05,0.000541,5.6e-05,0,0.000375,"hat",-0.012897,0.000541,0.000375
100,0.25,3,0.5,2.6,0.995339,0.99564,1,0.983561,0.000301,0.004661,-0.011778,4.2e-05,2.2e-05,0.000436,4.2e-05,0,0.000298,"hat",-0.011778,0.000436,0.000298
100,0.25,3,0.5,2.7,0.996533,0.99698,1,0.985724,0.000447,0.003467,-0.010809,2.9e-05,1.2e-05,0.000351,2.9e-05,0,0.000235,"hat",-0.010809,0.000351,0.000235
100,0.25,3,0.5,2.8,0.997445,0.9979,1,0.987352,0.000455,0.002555,-0.010093,2e-05,7e-06,0.000288,2e-05,0,0.000186,"hat",-0.010093,0.000288,0.000186
100,0.25,3,0.5,2.9,0.998134,0.99842,1,0.988651,0.000286,0.001866,-0.009483,1.5e-05,3e-06,0.000233,1.5e-05,0,0.000144,"hat",-0.009483,0.000233,0.000144
100,0.25,3,0.5,3,0.99865,0.99888,1,0.989702,0.00023,0.00135,-0.008948,1.2e-05,2e-06,0.000189,1.2e-05,0,0.000109,"hat",-0.008948,0.000189,0.000109
100,0.25,3,0.5,3.1,0.999032,0.99916,1,0.990497,0.000128,0.000968,-0.008535,9e-06,1e-06,0.000156,9e-06,0,8.4e-05,"hat",-0.008535,0.000156,8.4e-05
100,0.25,3,0.5,3.2,0.999313,0.99932,1,0.991165,7e-06,0.000687,-0.008148,7e-06,0,0.00013,7e-06,0,6.4e-05,"hat",-0.008148,0.00013,6.4e-05
100,0.25,3,0.5,3.3,0.999517,0.99948,1,0.991639,-3.7e-05,0.000483,-0.007878,5e-06,0,0.000111,5e-06,0,4.9e-05,"hat",-0.007878,0.000111,4.9e-05
100,0.25,3,0.5,3.4,0.999663,0.99966,1,0.992039,-3e-06,0.000337,-0.007624,4e-06,0,9.6e-05,4e-06,0,3.8e-05,"hat",-0.007624,9.6e-05,3.8e-05
100,0.25,3,0.5,3.5,0.999767,0.99978,1,0.992338,1.3e-05,0.000233,-0.007429,2e-06,0,8.3e-05,2e-06,0,2.8e-05,"hat",-0.007429,8.3e-05,2.8e-05
100,0.25,3,0.5,3.6,0.999841,0.99986,1,0.992592,1.9e-05,0.000159,-0.007249,1e-06,0,7.3e-05,1e-06,0,2.1e-05,"hat",-0.007249,7.3e-05,2.1e-05
100,0.25,3,0.5,3.7,0.999892,0.99988,1,0.992771,-1.2e-05,0.000108,-0.007121,1e-06,0,6.6e-05,1e-06,0,1.6e-05,"hat",-0.007121,6.6e-05,1.6e-05
100,0.25,3,0.5,3.8,0.999928,0.99994,1,0.992925,1.2e-05,7.2e-05,-0.007002,1e-06,0,6e-05,1e-06,0,1.1e-05,"hat",-0.007002,6e-05,1.1e-05
100,0.25,3,0.5,3.9,0.999952,0.99994,1,0.993051,-1.2e-05,4.8e-05,-0.006901,1e-06,0,5.4e-05,1e-06,0,7e-06,"hat",-0.006901,5.4e-05,7e-06
100,0.25,3,0.5,4,0.999968,0.99994,1,0.993116,-2.8e-05,3.2e-05,-0.006852,1e-06,0,5.2e-05,1e-06,0,5e-06,"hat",-0.006852,5.2e-05,5e-06
100,0.25,0.5,-0.5,-4,3.2e-05,1e-04,0.099902,6.8e-05,6.8e-05,0.09987,3.7e-05,1e-06,0.010026,1e-06,1e-06,5.2e-05,1e-06,"hat",3.7e-05,1e-06,1e-06
100,0.25,0.5,-0.5,-3.9,4.8e-05,0.00012,0.099922,9.2e-05,7.2e-05,0.099874,4.3e-05,1e-06,0.010027,1e-06,1e-06,5.2e-05,1e-06,"hat",4.3e-05,1e-06,1e-06
100,0.25,0.5,-0.5,-3.8,7.2e-05,0.00014,0.099942,0.000122,6.8e-05,0.099869,4.9e-05,1e-06,0.010026,2e-06,1e-06,5.2e-05,2e-06,"hat",4.9e-05,2e-06,2e-06
100,0.25,0.5,-0.5,-3.7,0.000108,0.00018,0.099982,0.000146,7.2e-05,0.099874,3.8e-05,2e-06,0.010028,3e-06,2e-06,5.3e-05,3e-06,"hat",3.8e-05,3e-06,3e-06
100,0.25,0.5,-0.5,-3.6,0.000159,2e-04,0.100002,0.000168,4.1e-05,0.099842,9e-06,2e-06,0.010022,4e-06,2e-06,5.4e-05,4e-06,"hat",9e-06,4e-06,4e-06
100,0.25,0.5,-0.5,-3.5,0.000233,0.00032,0.100122,0.000214,8.7e-05,0.099889,-1.9e-05,3e-06,0.010035,6e-06,3e-06,5.7e-05,6e-06,"hat",-1.9e-05,6e-06,6e-06
100,0.25,0.5,-0.5,-3.4,0.000337,0.00042,0.100222,0.000263,8.3e-05,0.099885,-7.4e-05,4e-06,0.010037,8e-06,4e-06,6e-05,8e-06,"hat",-7.4e-05,8e-06,8e-06
100,0.25,0.5,-0.5,-3.3,0.000483,6e-04,0.100402,0.000312,0.000117,0.099918,-0.000171,6e-06,0.010046,9e-06,6e-06,6.3e-05,9e-06,"hat",-0.000171,9e-06,9e-06
100,0.25,0.5,-0.5,-3.2,0.000687,0.00078,0.100582,0.000357,9.3e-05,0.099894,-0.00033,7e-06,0.010045,1e-05,7e-06,6.6e-05,1e-05,"hat",-0.00033,1e-05,1e-05
100,0.25,0.5,-0.5,-3.1,0.000968,0.00112,0.100922,0.000446,0.000152,0.099954,-0.000522,1e-05,0.010063,1.1e-05,1e-05,7.2e-05,1.1e-05,"hat",-0.000522,1.1e-05,1.1e-05
100,0.25,0.5,-0.5,-3,0.00135,0.00144,0.101242,0.000578,9e-05,0.099892,-0.000772,1.5e-05,0.010056,1.4e-05,1.5e-05,7.8e-05,1.3e-05,"hat",-0.000772,1.4e-05,1.3e-05
100,0.25,0.5,-0.5,-2.9,0.001866,0.00182,0.101622,0.000727,-4.6e-05,0.099756,-0.001139,1.9e-05,0.010035,1.8e-05,1.9e-05,8.4e-05,1.6e-05,"hat",-0.001139,1.8e-05,1.6e-05
100,0.25,0.5,-0.5,-2.8,0.002555,0.00244,0.102242,0.000935,-0.000115,0.099686,-0.00162,2.6e-05,0.010033,2.4e-05,2.6e-05,9.6e-05,2.1e-05,"hat",-0.00162,2.4e-05,2.1e-05
100,0.25,0.5,-0.5,-2.7,0.003467,0.00344,0.103242,0.001325,-2.7e-05,0.099775,-0.002142,3.8e-05,0.01007,3.3e-05,3.8e-05,0.000115,2.8e-05,"hat",-0.002142,3.3e-05,2.8e-05
100,0.25,0.5,-0.5,-2.6,0.004661,0.00474,0.104542,0.001875,7.9e-05,0.09988,-0.002786,5.3e-05,0.010114,4.8e-05,5.3e-05,0.000139,4e-05,"hat",-0.002786,4.8e-05,4e-05
100,0.25,0.5,-0.5,-2.5,0.00621,0.00646,0.106262,0.002791,0.00025,0.100052,-0.003418,7e-05,0.010178,7.5e-05,7e-05,0.000168,6.4e-05,"hat",-0.003418,7.5e-05,6.4e-05
100,0.25,0.5,-0.5,-2.4,0.008198,0.00806,0.107862,0.003896,-0.000138,0.099664,-0.004301,8.9e-05,0.01013,0.000111,8.9e-05,0.000198,9.3e-05,"hat",-0.004301,0.000111,9.3e-05
100,0.25,0.5,-0.5,-2.3,0.010724,0.01036,0.110162,0.005453,-0.000364,0.099437,-0.005271,0.000112,0.010117,0.000157,0.000112,0.00023,0.000129,"hat",-0.005271,0.000157,0.000129
100,0.25,0.5,-0.5,-2.2,0.013903,0.014,0.113802,0.007682,9.7e-05,0.099898,-0.006222,0.000146,0.010257,0.000221,0.000147,0.000278,0.000183,"hat",-0.006222,0.000221,0.000183
100,0.25,0.5,-0.5,-2.1,0.017864,0.0183,0.118102,0.010455,0.000436,0.100237,-0.00741,0.000196,0.010394,0.00031,0.000197,0.000348,0.000255,"hat",-0.00741,0.00031,0.000255
100,0.25,0.5,-0.5,-2,0.02275,0.02332,0.123122,0.014193,0.00057,0.100371,-0.008557,0.000266,0.010514,0.000433,0.000266,0.00044,0.000361,"hat",-0.008557,0.000433,0.000361
100,0.25,0.5,-0.5,-1.9,0.028717,0.02934,0.129142,0.019177,0.000623,0.100425,-0.00954,0.000319,0.010594,0.000598,0.000319,0.00051,0.000508,"hat",-0.00954,0.000598,0.000508
100,0.25,0.5,-0.5,-1.8,0.03593,0.03686,0.136662,0.02534,0.00093,0.100731,-0.010591,0.000402,0.010766,0.000796,0.000402,0.000621,0.000685,"hat",-0.010591,0.000796,0.000685
100,0.25,0.5,-0.5,-1.7,0.044565,0.0452,0.145002,0.032922,0.000635,0.100436,-0.011644,0.000472,0.010795,0.001048,0.000473,0.000709,0.000914,"hat",-0.011644,0.001048,0.000914
100,0.25,0.5,-0.5,-1.6,0.054799,0.05602,0.155822,0.042075,0.001221,0.101022,-0.012724,0.000572,0.011032,0.00134,0.000572,0.000828,0.00118,"hat",-0.012724,0.00134,0.00118
100,0.25,0.5,-0.5,-1.5,0.066807,0.06676,0.166562,0.053089,-4.7e-05,0.099754,-0.013718,0.000723,0.010955,0.001667,0.000725,0.001006,0.001482,"hat",-0.013718,0.001667,0.001482
100,0.25,0.5,-0.5,-1.4,0.080757,0.08,0.179802,0.066478,-0.000757,0.099045,-0.014279,0.000867,0.010973,0.002051,0.000869,0.001166,0.001851,"hat",-0.014279,0.002051,0.001851
100,0.25,0.5,-0.5,-1.3,0.0968,0.0964,0.196202,0.082424,-4e-04,0.099401,-0.014376,0.001004,0.011185,0.002449,0.001006,0.001307,0.002247,"hat",-0.014376,0.002449,0.002247
100,0.25,0.5,-0.5,-1.2,0.11507,0.11396,0.213762,0.100249,-0.00111,0.098692,-0.014821,0.001125,0.011174,0.002883,0.001126,0.001436,0.002668,"hat",-0.014821,0.002883,0.002668
100,0.25,0.5,-0.5,-1.1,0.135666,0.13362,0.233422,0.12063,-0.002046,0.097756,-0.015036,0.00131,0.011182,0.003368,0.001308,0.001629,0.003148,"hat",-0.015036,0.003368,0.003148
100,0.25,0.5,-0.5,-1,0.158655,0.15608,0.255882,0.14339,-0.002575,0.097226,-0.015265,0.001507,0.011278,0.003973,0.001504,0.001828,0.003747,"hat",-0.015265,0.003973,0.003747
100,0.25,0.5,-0.5,-0.9,0.18406,0.18212,0.281922,0.167943,-0.00194,0.097861,-0.016117,0.001647,0.011541,0.004595,0.001646,0.001968,0.004343,"hat",-0.016117,0.004595,0.004343
100,0.25,0.5,-0.5,-0.8,0.211855,0.21064,0.310442,0.195821,-0.001215,0.098586,-0.016035,0.001795,0.011845,0.005212,0.001797,0.00213,0.004965,"hat",-0.016035,0.005212,0.004965
100,0.25,0.5,-0.5,-0.7,0.241964,0.24188,0.341682,0.225414,-8.4e-05,0.099718,-0.01655,0.00193,0.012175,0.005713,0.001934,0.002236,0.00545,"hat",-0.01655,0.005713,0.00545
100,0.25,0.5,-0.5,-0.6,0.274253,0.27492,0.374722,0.258574,0.000667,0.100468,-0.015679,0.002129,0.012519,0.00621,0.002133,0.00243,0.005977,"hat",-0.015679,0.00621,0.005977
100,0.25,0.5,-0.5,-0.5,0.308538,0.31004,0.409842,0.293624,0.001502,0.101304,-0.014914,0.002245,0.012756,0.006654,0.002247,0.002498,0.006444,"hat",-0.014914,0.006654,0.006444
100,0.25,0.5,-0.5,-0.4,0.344578,0.34578,0.445582,0.330579,0.001202,0.101003,-0.013999,0.002385,0.012818,0.00702,0.002389,0.002621,0.006837,"hat",-0.013999,0.00702,0.006837
100,0.25,0.5,-0.5,-0.3,0.382089,0.38384,0.483642,0.368924,0.001751,0.101553,-0.013165,0.002485,0.013001,0.007175,0.002487,0.002694,0.007016,"hat",-0.013165,0.007175,0.007016
100,0.25,0.5,-0.5,-0.2,0.42074,0.42172,0.521522,0.408298,0.00098,0.100781,-0.012443,0.002523,0.012879,0.007324,0.002527,0.002728,0.007184,"hat",-0.012443,0.007324,0.007184
100,0.25,0.5,-0.5,-0.0999999999999996,0.460172,0.45964,0.559442,0.449159,-0.000532,0.099269,-0.011014,0.002446,0.01248,0.007393,0.002451,0.002631,0.007286,"hat",-0.011014,0.007393,0.007286
100,0.25,0.5,-0.5,0,0.5,0.49908,0.598882,0.48995,-0.00092,0.098882,-0.01005,0.002466,0.012384,0.007432,0.00247,0.002612,0.007346,"hat",-0.01005,0.007432,0.007346
100,0.25,0.5,-0.5,0.100000000000001,0.539828,0.53902,0.638822,0.53174,-0.000808,0.098994,-0.008088,0.002436,0.012347,0.007312,0.002441,0.002552,0.007261,"hat",-0.008088,0.007312,0.007261
100,0.25,0.5,-0.5,0.2,0.57926,0.57774,0.677542,0.572144,-0.00152,0.098282,-0.007116,0.002282,0.012002,0.007091,0.002284,0.002347,0.007054,"hat",-0.007116,0.007091,0.007054
100,0.25,0.5,-0.5,0.3,0.617911,0.6171,0.716902,0.611972,-0.000811,0.09899,-0.005939,0.002121,0.011942,0.006818,0.002124,0.002147,0.006796,"hat",-0.005939,0.006818,0.006796
100,0.25,0.5,-0.5,0.4,0.655422,0.65458,0.754382,0.651577,-0.000842,0.09896,-0.003845,0.002125,0.01188,0.006498,0.002128,0.002091,0.006496,"hat",-0.003845,0.006498,0.006496
100,0.25,0.5,-0.5,0.5,0.691462,0.69096,0.790762,0.689645,-0.000502,0.099299,-0.001817,0.002047,0.011862,0.006056,0.00205,0.002006,0.006065,"hat",-0.001817,0.006056,0.006065
100,0.25,0.5,-0.5,0.600000000000001,0.725747,0.72584,0.825642,0.725079,9.3e-05,0.099895,-0.000668,0.001979,0.011897,0.005655,0.001983,0.001922,0.005666,"hat",-0.000668,0.005655,0.005666
