"n","p1","ratec","rho","s","F_true","avg_F_dir","avg_F_dirSD","avg_F_hat","bias_dir","bias_dirSD","bias_hat","mse_dir","mse_dirSD","mse_hat","var_dir","var_dirSD","var_hat","estimator","bias","mse","var"
100,0.25,8,-0.5,1.4,0.530546,0.52944,0.615845,0.518068,-0.001106,0.085299,-0.012478,0.002381,0.009532,0.008108,0.002384,0.002261,0.007968,"dir",-0.001106,0.002381,0.002384
100,0.25,8,-0.5,1.5,0.57681,0.57656,0.662965,0.568349,-0.00025,0.086155,-0.008461,0.002229,0.009516,0.007908,0.002233,0.002098,0.007853,"dir",-0.00025,0.002229,0.002233
100,0.25,8,-0.5,1.6,0.620096,0.61982,0.706225,0.614916,-0.000276,0.086129,-0.00518,0.002281,0.009554,0.007605,0.002285,0.00214,0.007593,"dir",-0.000276,0.002281,0.002285
100,0.25,8,-0.5,1.7,0.66026,0.65908,0.745485,0.657881,-0.00118,0.085225,-0.002379,0.002147,0.009239,0.007256,0.00215,0.00198,0.007264,"dir",-0.00118,0.002147,0.00215
100,0.25,8,-0.5,1.8,0.697253,0.69536,0.781765,0.697408,-0.001893,0.084512,0.000155,0.001938,0.00888,0.006881,0.001939,0.001741,0.006895,"dir",-0.001893,0.001938,0.001939
100,0.25,8,-0.5,1.9,0.731103,0.7291,0.815505,0.732586,-0.002003,0.084402,0.001483,0.001819,0.008723,0.006619,0.001819,0.001603,0.00663,"dir",-0.002003,0.001819,0.001819
100,0.25,8,-0.5,2,0.761897,0.76026,0.846665,0.763699,-0.001637,0.084768,0.001802,0.001568,0.008516,0.006189,0.001568,0.001333,0.006198,"dir",-0.001637,0.001568,0.001568
100,0.25,8,-0.5,2.1,0.789762,0.7877,0.874105,0.791406,-0.002062,0.084343,0.001644,0.001443,0.008319,0.005625,0.001442,0.001207,0.005634,"dir",-0.002062,0.001443,0.001442
100,0.25,8,-0.5,2.2,0.814858,0.81218,0.898585,0.816268,-0.002678,0.083727,0.00141,0.001381,0.008125,0.005153,0.001377,0.001117,0.005161,"dir",-0.002678,0.001381,0.001377
100,0.25,8,-0.5,2.3,0.837361,0.83458,0.920929,0.837867,-0.002781,0.083568,0.000506,0.001293,0.007995,0.00471,0.001287,0.001014,0.00472,"dir",-0.002781,0.001293,0.001287
100,0.25,8,-0.5,2.4,0.857461,0.85536,0.941529,0.857575,-0.002101,0.084068,0.000114,0.001134,0.007908,0.004179,0.001132,0.000843,0.004188,"dir",-0.002101,0.001134,0.001132
100,0.25,8,-0.5,2.5,0.875348,0.87378,0.959274,0.875079,-0.001568,0.083926,-0.000269,0.00105,0.007748,0.003715,0.00105,0.000706,0.003723,"dir",-0.001568,0.00105,0.00105
100,0.25,8,-0.5,2.6,0.891213,0.89002,0.974138,0.891227,-0.001193,0.082925,1.3e-05,0.000917,0.007393,0.003254,0.000918,0.000517,0.003261,"dir",-0.001193,0.000917,0.000918
100,0.25,8,-0.5,2.7,0.905242,0.9042,0.985267,0.905878,-0.001042,0.080025,0.000636,0.000803,0.006719,0.002793,0.000804,0.000316,0.002798,"dir",-0.001042,0.000803,0.000804
100,0.25,8,-0.5,2.8,0.917612,0.91736,0.993316,0.918646,-0.000252,0.075705,0.001034,0.000672,0.005882,0.002479,0.000674,0.000151,0.002482,"dir",-0.000252,0.000672,0.000674
100,0.25,8,-0.5,2.9,0.928489,0.9283,0.996999,0.929253,-0.000189,0.06851,0.000764,0.000612,0.004755,0.002181,0.000613,6.1e-05,0.002185,"dir",-0.000189,0.000612,0.000613
100,0.25,8,-0.5,3,0.938031,0.93728,0.998879,0.93836,-0.000751,0.060848,0.000329,0.000518,0.003726,0.001872,0.000519,2.4e-05,0.001876,"dir",-0.000751,0.000518,0.000519
100,0.25,8,-0.5,3.1,0.946382,0.94588,0.999583,0.946294,-0.000502,0.053201,-8.8e-05,0.000464,0.002839,0.001585,0.000465,9e-06,0.001588,"dir",-0.000502,0.000464,0.000465
100,0.25,8,-0.5,3.2,0.953676,0.95344,0.999889,0.953182,-0.000236,0.046214,-0.000494,0.00042,0.002137,0.001325,0.000421,1e-06,0.001328,"dir",-0.000236,0.00042,0.000421
100,0.25,8,-0.5,3.3,0.960032,0.95994,0.99998,0.958857,-9.2e-05,0.039947,-0.001175,0.000361,0.001596,0.001116,0.000361,0,0.001117,"dir",-9.2e-05,0.000361,0.000361
100,0.25,8,-0.5,3.4,0.965562,0.96514,1,0.963739,-0.000422,0.034438,-0.001823,0.000314,0.001186,0.00094,0.000315,0,0.000938,"dir",-0.000422,0.000314,0.000315
100,0.25,8,-0.5,3.5,0.970364,0.9698,1,0.968371,-0.000564,0.029636,-0.001993,0.000283,0.000878,0.00078,0.000284,0,0.000778,"dir",-0.000564,0.000283,0.000284
100,0.25,8,-0.5,3.6,0.974526,0.97438,1,0.972614,-0.000146,0.025474,-0.001913,0.000256,0.000649,0.000661,0.000256,0,0.000658,"dir",-0.000146,0.000256,0.000256
100,0.25,8,-0.5,3.7,0.978129,0.978,1,0.975995,-0.000129,0.021871,-0.002135,0.00022,0.000478,0.000574,0.000221,0,0.00057,"dir",-0.000129,0.00022,0.000221
100,0.25,8,-0.5,3.8,0.981243,0.9812,1,0.97881,-4.3e-05,0.018757,-0.002433,0.000189,0.000352,0.000492,0.000189,0,0.000487,"dir",-4.3e-05,0.000189,0.000189
100,0.25,8,-0.5,3.9,0.98393,0.98406,1,0.981051,0.00013,0.01607,-0.00288,0.000158,0.000258,0.000424,0.000158,0,0.000416,"dir",0.00013,0.000158,0.000158
100,0.25,8,-0.5,4,0.986246,0.98648,1,0.9829,0.000234,0.013754,-0.003346,0.000134,0.000189,0.000371,0.000135,0,0.000361,"dir",0.000234,0.000134,0.000135
100,0.25,8,0,0,0,0,0.086034,0.003704,0,0.086034,0.003704,0,0.007478,5.9e-05,0,7.6e-05,4.5e-05,"dir",0,0,0
100,0.25,8,0,0.1,0.001148,0.0012,0.087234,0.00951,5.2e-05,0.086085,0.008361,1.3e-05,0.007498,0.000229,1.3e-05,8.8e-05,0.000159,"dir",5.2e-05,1.3e-05,1.3e-05
100,0.25,8,0,0.2,0.007926,0.00756,0.093594,0.020168,-0.000366,0.085667,0.012241,7.4e-05,0.007499,0.000549,7.4e-05,0.00016,4e-04,"dir",-0.000366,7.4e-05,7.4e-05
100,0.25,8,0,0.3,0.023115,0.02274,0.108774,0.037017,-0.000375,0.085658,0.013902,0.000236,0.007668,0.001021,0.000236,0.000331,0.00083,"dir",-0.000375,0.000236,0.000236
100,0.25,8,0,0.4,0.047423,0.04652,0.132554,0.060555,-0.000903,0.085131,0.013132,0.000451,0.007807,0.001616,0.000451,0.00056,0.001447,"dir",-0.000903,0.000451,0.000451
100,0.25,8,0,0.5,0.080301,0.07854,0.164574,0.091015,-0.001761,0.084272,0.010714,0.00073,0.00794,0.002332,0.000728,0.000839,0.002221,"dir",-0.001761,0.00073,0.000728
100,0.25,8,0,0.6,0.120513,0.11926,0.205294,0.127623,-0.001253,0.084781,0.00711,0.001052,0.008351,0.003255,0.001053,0.001166,0.003211,"dir",-0.001253,0.001052,0.001053
100,0.25,8,0,0.7,0.166502,0.1652,0.251234,0.168937,-0.001302,0.084731,0.002435,0.001494,0.008778,0.00424,0.001496,0.001602,0.004243,"dir",-0.001302,0.001494,0.001496
100,0.25,8,0,0.8,0.216642,0.2146,0.300634,0.214545,-0.002042,0.083992,-0.002097,0.001818,0.008955,0.005294,0.001818,0.001904,0.0053,"dir",-0.002042,0.001818,0.001818
100,0.25,8,0,0.9,0.269379,0.26746,0.353494,0.262715,-0.001919,0.084115,-0.006664,0.001996,0.009134,0.00625,0.001996,0.002063,0.006218,"dir",-0.001919,0.001996,0.001996
100,0.25,8,0,1,0.323324,0.32194,0.407974,0.312523,-0.001384,0.08465,-0.0108,0.002369,0.009555,0.006996,0.002372,0.002394,0.006893,"dir",-0.001384,0.002369,0.002372
100,0.25,8,0,1.1,0.377286,0.37608,0.462114,0.363195,-0.001206,0.084827,-0.014092,0.002438,0.009629,0.007696,0.002441,0.002438,0.007513,"dir",-0.001206,0.002438,0.002441
100,0.25,8,0,1.2,0.430291,0.42864,0.514674,0.414596,-0.001651,0.084382,-0.015695,0.002443,0.009501,0.008189,0.002445,0.002386,0.007959,"dir",-0.001651,0.002443,0.002445
100,0.25,8,0,1.3,0.48157,0.48036,0.566394,0.464733,-0.00121,0.084823,-0.016837,0.002573,0.009704,0.008464,0.002577,0.002514,0.008196,"dir",-0.00121,0.002573,0.002577
100,0.25,8,0,1.4,0.530546,0.52926,0.615294,0.513059,-0.001286,0.084747,-0.017487,0.002555,0.00965,0.008614,0.002559,0.002473,0.008325,"dir",-0.001286,0.002555,0.002559
100,0.25,8,0,1.5,0.57681,0.57494,0.660974,0.55802,-0.00187,0.084164,-0.018789,0.002522,0.009463,0.008763,0.002524,0.002384,0.008427,"dir",-0.00187,0.002522,0.002524
100,0.25,8,0,1.6,0.620096,0.61912,0.705154,0.600628,-0.000976,0.085057,-0.019468,0.002362,0.009408,0.008773,0.002366,0.002178,0.008411,"dir",-0.000976,0.002362,0.002366
100,0.25,8,0,1.7,0.66026,0.66038,0.746414,0.641691,0.00012,0.086153,-0.018569,0.002396,0.009594,0.008604,0.002401,0.002176,0.008276,"dir",0.00012,0.002396,0.002401
100,0.25,8,0,1.8,0.697253,0.6978,0.783834,0.679524,0.000547,0.08658,-0.01773,0.002183,0.009429,0.008291,0.002188,0.001936,0.007993,"dir",0.000547,0.002183,0.002188
100,0.25,8,0,1.9,0.731103,0.73186,0.817894,0.71466,0.000757,0.08679,-0.016444,0.002156,0.009402,0.007877,0.00216,0.001873,0.007622,"dir",0.000757,0.002156,0.00216
100,0.25,8,0,2,0.761897,0.76406,0.850094,0.747022,0.002163,0.088197,-0.014875,0.00203,0.009526,0.007415,0.002029,0.001751,0.007209,"dir",0.002163,0.00203,0.002029
100,0.25,8,0,2.1,0.789762,0.7914,0.877434,0.775774,0.001638,0.087672,-0.013988,0.001937,0.00932,0.006964,0.001938,0.001637,0.006782,"dir",0.001638,0.001937,0.001938
100,0.25,8,0,2.2,0.814858,0.81622,0.902238,0.801097,0.001362,0.08738,-0.013761,0.001663,0.008999,0.00645,0.001664,0.001367,0.006273,"dir",0.001362,0.001663,0.001664
100,0.25,8,0,2.3,0.837361,0.83702,0.923028,0.823167,-0.000341,0.085667,-0.014194,0.001445,0.008493,0.005839,0.001448,0.001156,0.005649,"dir",-0.000341,0.001445,0.001448
100,0.25,8,0,2.4,0.857461,0.85676,0.942677,0.843402,-0.000701,0.085217,-0.014059,0.001288,0.008248,0.005182,0.00129,0.000988,0.004994,"dir",-0.000701,0.001288,0.00129
100,0.25,8,0,2.5,0.875348,0.87468,0.959998,0.86172,-0.000668,0.08465,-0.013628,0.001185,0.007978,0.004644,0.001187,0.000814,0.004467,"dir",-0.000668,0.001185,0.001187
100,0.25,8,0,2.6,0.891213,0.88966,0.973678,0.877984,-0.001553,0.082464,-0.01323,0.001004,0.007372,0.00414,0.001004,0.000573,0.003973,"dir",-0.001553,0.001004,0.001004
100,0.25,8,0,2.7,0.905242,0.90318,0.984136,0.892422,-0.002062,0.078894,-0.01282,0.000944,0.006629,0.003671,0.000942,0.000405,0.003514,"dir",-0.002062,0.000944,0.000942
100,0.25,8,0,2.8,0.917612,0.91588,0.991787,0.905523,-0.001732,0.074175,-0.012089,0.000812,0.005712,0.003224,0.000811,0.00021,0.003084,"dir",-0.001732,0.000812,0.000811
100,0.25,8,0,2.9,0.928489,0.92698,0.995994,0.917199,-0.001509,0.067505,-0.01129,0.000744,0.004645,0.002858,0.000743,8.8e-05,0.002736,"dir",-0.001509,0.000744,0.000743
100,0.25,8,0,3,0.938031,0.93646,0.998402,0.92741,-0.001571,0.060371,-0.010621,0.000666,0.003677,0.002528,0.000665,3.3e-05,0.00242,"dir",-0.001571,0.000666,0.000665
100,0.25,8,0,3.1,0.946382,0.94546,0.999464,0.936258,-0.000922,0.053081,-0.010125,0.000574,0.002826,0.002205,0.000574,8e-06,0.002107,"dir",-0.000922,0.000574,0.000574
100,0.25,8,0,3.2,0.953676,0.953,0.999838,0.943903,-0.000676,0.046162,-0.009773,0.000485,0.002133,0.001937,0.000486,2e-06,0.001845,"dir",-0.000676,0.000485,0.000486
100,0.25,8,0,3.3,0.960032,0.95954,0.999986,0.95053,-0.000492,0.039953,-0.009502,0.000409,0.001596,0.001697,0.00041,0,0.00161,"dir",-0.000492,0.000409,0.00041
100,0.25,8,0,3.4,0.965562,0.96562,1,0.956445,5.8e-05,0.034438,-0.009117,0.000355,0.001186,0.001483,0.000356,0,0.001402,"dir",5.8e-05,0.000355,0.000356
100,0.25,8,0,3.5,0.970364,0.97004,1,0.961608,-0.000324,0.029636,-0.008755,0.000303,0.000878,0.001278,0.000303,0,0.001204,"dir",-0.000324,0.000303,0.000303
100,0.25,8,0,3.6,0.974526,0.97438,1,0.966335,-0.000146,0.025474,-0.008192,0.000262,0.000649,0.001088,0.000263,0,0.001023,"dir",-0.000146,0.000262,0.000263
100,0.25,8,0,3.7,0.978129,0.97816,1,0.970306,3.1e-05,0.021871,-0.007823,0.000217,0.000478,0.000928,0.000217,0,0.000868,"dir",3.1e-05,0.000217,0.000217
100,0.25,8,0,3.8,0.981243,0.98182,1,0.973855,0.000577,0.018757,-0.007388,0.000188,0.000352,0.000798,0.000188,0,0.000745,"dir",0.000577,0.000188,0.000188
100,0.25,8,0,3.9,0.98393,0.98438,1,0.977073,0.00045,0.01607,-0.006858,0.000156,0.000258,0.000676,0.000156,0,0.00063,"dir",0.00045,0.000156,0.000156
100,0.25,8,0,4,0.986246,0.98672,1,0.979848,0.000474,0.013754,-0.006398,0.000136,0.000189,0.000579,0.000136,0,0.000539,"dir",0.000474,0.000136,0.000136
100,0.25,8,0.5,0,0,0,0.086844,0.009682,0,0.086844,0.009682,0,0.007618,0.000254,0,7.6e-05,0.00016,"dir",0,0,0
100,0.25,8,0.5,0.1,0.001148,0.00102,0.087864,0.020499,-0.000128,0.086716,0.019351,1e-05,0.00761,0.000803,1e-05,9e-05,0.00043,"dir",-0.000128,1e-05,1e-05
100,0.25,8,0.5,0.2,0.007926,0.00716,0.094004,0.037113,-0.000766,0.086078,0.029186,7.5e-05,0.007562,0.001728,7.5e-05,0.000153,0.000878,"dir",-0.000766,7.5e-05,7.5e-05
100,0.25,8,0.5,0.3,0.023115,0.0221,0.108944,0.060284,-0.001015,0.085829,0.037169,0.000217,0.007683,0.002885,0.000216,0.000317,0.001506,"dir",-0.001015,0.000217,0.000216
100,0.25,8,0.5,0.4,0.047423,0.0472,0.134044,0.090099,-0.000223,0.086622,0.042676,0.000401,0.008021,0.004142,0.000402,0.000518,0.002326,"dir",-0.000223,0.000401,0.000402
100,0.25,8,0.5,0.5,0.080301,0.08102,0.167864,0.125098,0.000719,0.087563,0.044796,0.000698,0.008499,0.005246,0.000699,0.000834,0.003246,"dir",0.000719,0.000698,0.000699
100,0.25,8,0.5,0.6,0.120513,0.12138,0.208224,0.163914,0.000867,0.087711,0.043401,0.001099,0.00896,0.00597,0.0011,0.00127,0.004094,"dir",0.000867,0.001099,0.0011
100,0.25,8,0.5,0.7,0.166502,0.16648,0.253324,0.205874,-2.2e-05,0.086822,0.039372,0.00139,0.009092,0.006524,0.001392,0.001557,0.004984,"dir",-2.2e-05,0.00139,0.001392
100,0.25,8,0.5,0.8,0.216642,0.21784,0.304684,0.250204,0.001198,0.088043,0.033563,0.001728,0.009626,0.006995,0.00173,0.001878,0.005881,"dir",0.001198,0.001728,0.00173
100,0.25,8,0.5,0.9,0.269379,0.26892,0.355764,0.296307,-0.000459,0.086385,0.026928,0.001911,0.009503,0.007481,0.001915,0.002045,0.006769,"dir",-0.000459,0.001911,0.001915
100,0.25,8,0.5,1,0.323324,0.32202,0.408864,0.343015,-0.001304,0.085541,0.019691,0.002139,0.009539,0.007839,0.002142,0.002226,0.007466,"dir",-0.001304,0.002139,0.002142
100,0.25,8,0.5,1.1,0.377286,0.37492,0.461764,0.389087,-0.002366,0.084478,0.011801,0.002459,0.009671,0.008073,0.002458,0.00254,0.00795,"dir",-0.002366,0.002459,0.002458
100,0.25,8,0.5,1.2,0.430291,0.42706,0.513904,0.434306,-0.003231,0.083613,0.004015,0.002468,0.009495,0.008209,0.002463,0.002508,0.00821,"dir",-0.003231,0.002468,0.002463
100,0.25,8,0.5,1.3,0.48157,0.47776,0.564604,0.479046,-0.00381,0.083034,-0.002525,0.00242,0.009285,0.008335,0.00241,0.002395,0.008346,"dir",-0.00381,0.00242,0.00241
100,0.25,8,0.5,1.4,0.530546,0.5269,0.613744,0.521848,-0.003646,0.083198,-0.008698,0.002524,0.009367,0.008533,0.002516,0.00245,0.008474,"dir",-0.003646,0.002524,0.002516
100,0.25,8,0.5,1.5,0.57681,0.57184,0.658684,0.562392,-0.00497,0.081874,-0.014418,0.002551,0.009123,0.008515,0.002531,0.002424,0.008324,"dir",-0.00497,0.002551,0.002531
100,0.25,8,0.5,1.6,0.620096,0.61402,0.700864,0.601065,-0.006076,0.080768,-0.019031,0.002575,0.008914,0.008311,0.002544,0.002395,0.007964,"dir",-0.006076,0.002575,0.002544
100,0.25,8,0.5,1.7,0.66026,0.65482,0.741664,0.638022,-0.00544,0.081404,-0.022238,0.002378,0.008797,0.008013,0.002353,0.002174,0.007534,"dir",-0.00544,0.002378,0.002353
100,0.25,8,0.5,1.8,0.697253,0.6936,0.780444,0.672908,-0.003653,0.083191,-0.024346,0.002154,0.008834,0.007781,0.002145,0.001917,0.007202,"dir",-0.003653,0.002154,0.002145
100,0.25,8,0.5,1.9,0.731103,0.72696,0.813804,0.705425,-0.004143,0.082701,-0.025679,0.001971,0.00853,0.007542,0.001957,0.001694,0.006897,"dir",-0.004143,0.001971,0.001957
100,0.25,8,0.5,2,0.761897,0.75934,0.846184,0.735366,-0.002557,0.084287,-0.026531,0.001784,0.008608,0.007139,0.001781,0.001506,0.006448,"dir",-0.002557,0.001784,0.001781
100,0.25,8,0.5,2.1,0.789762,0.7873,0.874144,0.762528,-0.002462,0.084382,-0.027235,0.00167,0.008508,0.006737,0.001667,0.00139,0.006007,"dir",-0.002462,0.00167,0.001667
100,0.25,8,0.5,2.2,0.814858,0.81152,0.898364,0.787446,-0.003338,0.083506,-0.027412,0.001535,0.008201,0.006371,0.001527,0.00123,0.005631,"dir",-0.003338,0.001535,0.001527
100,0.25,8,0.5,2.3,0.837361,0.83368,0.920469,0.810018,-0.003681,0.083108,-0.027344,0.00144,0.008012,0.00599,0.001429,0.001108,0.005253,"dir",-0.003681,0.00144,0.001429
100,0.25,8,0.5,2.4,0.857461,0.85404,0.940629,0.830594,-0.003421,0.083168,-0.026866,0.001284,0.00784,0.005612,0.001275,0.000925,0.0049,"dir",-0.003421,0.001284,0.001275
100,0.25,8,0.5,2.5,0.875348,0.8718,0.957861,0.848822,-0.003548,0.082513,-0.026526,0.001132,0.00755,0.005142,0.001121,0.000743,0.004447,"dir",-0.003548,0.001132,0.001121
100,0.25,8,0.5,2.6,0.891213,0.88798,0.972704,0.865768,-0.003233,0.081491,-0.025446,0.001017,0.007191,0.004596,0.001009,0.000552,0.003956,"dir",-0.003233,0.001017,0.001009
100,0.25,8,0.5,2.7,0.905242,0.90306,0.984417,0.881078,-0.002182,0.079175,-0.024164,0.000898,0.006608,0.004138,0.000895,0.00034,0.003561,"dir",-0.002182,0.000898,0.000895
100,0.25,8,0.5,2.8,0.917612,0.91612,0.992153,0.894537,-0.001492,0.074542,-0.023074,0.000785,0.005728,0.003774,0.000784,0.000172,0.003248,"dir",-0.001492,0.000785,0.000784
100,0.25,8,0.5,2.9,0.928489,0.9272,0.996408,0.906117,-0.001289,0.067919,-0.022373,0.000687,0.004685,0.003484,0.000687,7.2e-05,0.00299,"dir",-0.001289,0.000687,0.000687
100,0.25,8,0.5,3,0.938031,0.9369,0.998854,0.916233,-0.001131,0.060823,-0.021798,0.000598,0.003719,0.00317,0.000598,2e-05,0.002701,"dir",-0.001131,0.000598,0.000598
100,0.25,8,0.5,3.1,0.946382,0.9451,0.999713,0.925338,-0.001282,0.05333,-0.021044,0.000523,0.002848,0.002871,0.000522,4e-06,0.002433,"dir",-0.001282,0.000523,0.000522
100,0.25,8,0.5,3.2,0.953676,0.9523,0.999906,0.933611,-0.001376,0.046231,-0.020065,0.000456,0.002138,0.002541,0.000455,1e-06,0.002143,"dir",-0.001376,0.000456,0.000455
100,0.25,8,0.5,3.3,0.960032,0.95864,0.999942,0.940913,-0.001392,0.03991,-0.019119,0.000424,0.001593,0.002247,0.000423,0,0.001885,"dir",-0.001392,0.000424,0.000423
100,0.25,8,0.5,3.4,0.965562,0.9639,0.999999,0.947307,-0.001662,0.034437,-0.018255,0.000372,0.001186,0.00199,0.00037,0,0.00166,"dir",-0.001662,0.000372,0.00037
100,0.25,8,0.5,3.5,0.970364,0.96892,0.999999,0.953049,-0.001444,0.029636,-0.017315,0.000311,0.000878,0.001731,0.000309,0,0.001434,"dir",-0.001444,0.000311,0.000309
100,0.25,8,0.5,3.6,0.974526,0.97382,1,0.958107,-0.000706,0.025474,-0.01642,0.000272,0.000649,0.001514,0.000272,0,0.001247,"dir",-0.000706,0.000272,0.000272
100,0.25,8,0.5,3.7,0.978129,0.97748,1,0.962628,-0.000649,0.021871,-0.015501,0.000234,0.000478,0.00132,0.000234,0,0.001082,"dir",-0.000649,0.000234,0.000234
100,0.25,8,0.5,3.8,0.981243,0.98042,1,0.966566,-0.000823,0.018757,-0.014678,0.00019,0.000352,0.001153,0.00019,0,0.00094,"dir",-0.000823,0.00019,0.00019
100,0.25,8,0.5,3.9,0.98393,0.98342,1,0.970104,-0.00051,0.01607,-0.013826,0.000156,0.000258,0.000989,0.000156,0,0.000799,"dir",-0.00051,0.000156,0.000156
100,0.25,8,0.5,4,0.986246,0.98576,1,0.973093,-0.000486,0.013754,-0.013153,0.000133,0.000189,0.000861,0.000133,0,0.00069,"dir",-0.000486,0.000133,0.000133
100,0.25,4,-0.5,0,0,0,0.086504,0.013627,0,0.086504,0.013627,0,0.00756,0.000328,0,7.7e-05,0.000143,"dir",0,0,0
100,0.25,4,-0.5,0.1,0.001148,0.00124,0.087744,0.021213,9.2e-05,0.086595,0.020065,1.3e-05,0.00759,0.000632,1.3e-05,9.2e-05,0.00023,"dir",9.2e-05,1.3e-05,1.3e-05
100,0.25,4,-0.5,0.2,0.007926,0.00814,0.094644,0.031757,0.000214,0.086717,0.023831,7.7e-05,0.007687,0.000943,7.7e-05,0.000167,0.000376,"dir",0.000214,7.7e-05,7.7e-05
100,0.25,4,-0.5,0.3,0.023115,0.02304,0.109544,0.045325,-7.5e-05,0.086428,0.022209,0.000224,0.007799,0.001077,0.000224,0.00033,0.000585,"dir",-7.5e-05,0.000224,0.000224
100,0.25,4,-0.5,0.4,0.047423,0.04706,0.133564,0.062971,-0.000363,0.086141,0.015548,0.000459,0.008007,0.00113,0.00046,0.000588,0.00089,"dir",-0.000363,0.000459,0.00046
100,0.25,4,-0.5,0.5,0.080301,0.0792,0.165704,0.085624,-0.001101,0.085402,0.005323,0.000717,0.008121,0.001359,0.000717,0.000829,0.001333,"dir",-0.001101,0.000717,0.000717
100,0.25,4,-0.5,0.6,0.120513,0.11992,0.206424,0.113633,-0.000593,0.085911,-0.00688,0.001073,0.008552,0.001938,0.001075,0.001174,0.001895,"dir",-0.000593,0.001073,0.001075
100,0.25,4,-0.5,0.7,0.166502,0.16514,0.251644,0.147465,-0.001362,0.085142,-0.019037,0.001528,0.008902,0.002944,0.001529,0.001656,0.002587,"dir",-0.001362,0.001528,0.001529
100,0.25,4,-0.5,0.8,0.216642,0.216,0.302504,0.186821,-0.000642,0.085862,-0.029821,0.001884,0.009379,0.00424,0.001887,0.002011,0.003358,"dir",-0.000642,0.001884,0.001887
100,0.25,4,-0.5,0.9,0.269379,0.26888,0.355384,0.230802,-0.000499,0.086005,-0.038577,0.001998,0.009495,0.005687,0.002002,0.002103,0.004207,"dir",-0.000499,0.001998,0.002002
100,0.25,4,-0.5,1,0.323324,0.3241,0.410604,0.278969,0.000776,0.08728,-0.044354,0.002213,0.009898,0.007051,0.002217,0.002285,0.005093,"dir",0.000776,0.002213,0.002217
100,0.25,4,-0.5,1.1,0.377286,0.38004,0.466544,0.330887,0.002754,0.089258,-0.046399,0.002278,0.010257,0.00811,0.002275,0.002295,0.005969,"dir",0.002754,0.002278,0.002275
100,0.25,4,-0.5,1.2,0.430291,0.4323,0.518804,0.383738,0.002009,0.088513,-0.046554,0.002395,0.010235,0.008772,0.002396,0.002405,0.006618,"dir",0.002009,0.002395,0.002396
100,0.25,4,-0.5,1.3,0.48157,0.48292,0.569424,0.436895,0.00135,0.087853,-0.044676,0.002456,0.010134,0.009144,0.00246,0.002421,0.007163,"dir",0.00135,0.002456,0.00246
100,0.25,4,-0.5,1.4,0.530546,0.53088,0.617384,0.490116,0.000334,0.086837,-0.04043,0.002499,0.009961,0.00896,0.002504,0.002425,0.00734,"dir",0.000334,0.002499,0.002504
100,0.25,4,-0.5,1.5,0.57681,0.5769,0.663404,0.541397,9e-05,0.086594,-0.035413,0.002419,0.009808,0.008635,0.002424,0.002314,0.007396,"dir",9e-05,0.002419,0.002424
100,0.25,4,-0.5,1.6,0.620096,0.61982,0.706324,0.591008,-0.000276,0.086228,-0.029089,0.002175,0.009471,0.008137,0.002179,0.00204,0.007306,"dir",-0.000276,0.002175,0.002179
100,0.25,4,-0.5,1.7,0.66026,0.66006,0.746564,0.637765,-2e-04,0.086304,-0.022496,0.00208,0.009359,0.007499,0.002084,0.001914,0.007007,"dir",-2e-04,0.00208,0.002084
100,0.25,4,-0.5,1.8,0.697253,0.6974,0.783904,0.680583,0.000147,0.086651,-0.01667,0.002038,0.009351,0.006903,0.002042,0.001846,0.006638,"dir",0.000147,0.002038,0.002042
100,0.25,4,-0.5,1.9,0.731103,0.73232,0.818824,0.719898,0.001217,0.08772,-0.011205,0.002003,0.009456,0.006231,0.002006,0.001764,0.006118,"dir",0.001217,0.002003,0.002006
100,0.25,4,-0.5,2,0.761897,0.76214,0.848644,0.755279,0.000243,0.086747,-0.006617,0.001998,0.009241,0.005636,0.002002,0.001719,0.005603,"dir",0.000243,0.001998,0.002002
100,0.25,4,-0.5,2.1,0.789762,0.79026,0.876764,0.786972,0.000498,0.087002,-0.00279,0.001798,0.009069,0.005101,0.001801,0.001503,0.005104,"dir",0.000498,0.001798,0.001801
100,0.25,4,-0.5,2.2,0.814858,0.81478,0.901284,0.815101,-7.8e-05,0.086426,0.000244,0.001595,0.008757,0.004496,0.001598,0.001291,0.004505,"dir",-7.8e-05,0.001595,0.001598
100,0.25,4,-0.5,2.3,0.837361,0.83802,0.924469,0.840007,0.000659,0.087107,0.002646,0.001385,0.008657,0.003991,0.001387,0.001071,0.003992,"dir",0.000659,0.001385,0.001387
100,0.25,4,-0.5,2.4,0.857461,0.85802,0.944246,0.861876,0.000559,0.086785,0.004415,0.001243,0.008431,0.003492,0.001246,0.000902,0.00348,"dir",0.000559,0.001243,0.001246
100,0.25,4,-0.5,2.5,0.875348,0.87562,0.961287,0.881329,0.000272,0.085939,0.005981,0.001056,0.00807,0.003047,0.001058,0.000686,0.003017,"dir",0.000272,0.001056,0.001058
100,0.25,4,-0.5,2.6,0.891213,0.8913,0.975401,0.898188,8.7e-05,0.084188,0.006975,0.000955,0.007592,0.002659,0.000956,0.000505,0.002615,"dir",8.7e-05,0.000955,0.000956
100,0.25,4,-0.5,2.7,0.905242,0.90618,0.986503,0.912703,0.000938,0.081261,0.00746,0.00086,0.006907,0.002319,0.000861,0.000304,0.002268,"dir",0.000938,0.00086,0.000861
