"n","p1","ratec","rho","s","F_true","avg_F_dir","avg_F_dirSD","avg_F_hat","bias_dir","bias_dirSD","bias_hat","mse_dir","mse_dirSD","mse_hat","var_dir","var_dirSD","var_hat","estimator","bias","mse","var"
100,0.5,16,0.5,2.6,0.891213,0.89222,0.975767,0.872966,0.001007,0.084553,-0.018248,0.000894,0.007633,0.002147,0.000895,0.000484,0.001818,"dir",0.001007,0.000894,0.000895
100,0.5,16,0.5,2.7,0.905242,0.90612,0.986468,0.887197,0.000878,0.081226,-0.018045,0.000795,0.006898,0.001962,0.000796,0.000301,0.001639,"dir",0.000878,0.000795,0.000796
100,0.5,16,0.5,2.8,0.917612,0.91904,0.993613,0.899968,0.001428,0.076001,-0.017644,0.000733,0.005935,0.001775,0.000733,0.000159,0.001466,"dir",0.001428,0.000733,0.000733
100,0.5,16,0.5,2.9,0.928489,0.92972,0.997043,0.911035,0.001231,0.068554,-0.017454,0.000678,0.004776,0.001621,0.000678,7.6e-05,0.001319,"dir",0.001231,0.000678,0.000678
100,0.5,16,0.5,3,0.938031,0.93884,0.998834,0.920751,0.000809,0.060803,-0.01728,0.000601,0.003722,0.001483,0.000601,2.5e-05,0.001187,"dir",0.000809,0.000601,0.000601
100,0.5,16,0.5,3.1,0.946382,0.94726,0.999652,0.929532,0.000878,0.05327,-0.01685,0.000526,0.002844,0.001357,0.000526,7e-06,0.001075,"dir",0.000878,0.000526,0.000526
100,0.5,16,0.5,3.2,0.953676,0.95394,0.999919,0.937032,0.000264,0.046243,-0.016644,0.000448,0.00214,0.001241,0.000449,1e-06,0.000966,"dir",0.000264,0.000448,0.000449
100,0.5,16,0.5,3.3,0.960032,0.95986,1,0.943741,-0.000172,0.039968,-0.016292,0.000374,0.001597,0.001111,0.000375,0,0.000847,"dir",-0.000172,0.000374,0.000375
100,0.5,16,0.5,3.4,0.965562,0.9658,1,0.949699,0.000238,0.034438,-0.015863,0.000323,0.001186,0.000968,0.000323,0,0.000718,"dir",0.000238,0.000323,0.000323
100,0.5,16,0.5,3.5,0.970364,0.97052,1,0.955229,0.000156,0.029636,-0.015134,0.000287,0.000878,0.000844,0.000287,0,0.000616,"dir",0.000156,0.000287,0.000287
100,0.5,16,0.5,3.6,0.974526,0.975,1,0.960325,0.000474,0.025474,-0.014201,0.00024,0.000649,0.000741,0.00024,0,0.000541,"dir",0.000474,0.00024,0.00024
100,0.5,16,0.5,3.7,0.978129,0.9785,1,0.964646,0.000371,0.021871,-0.013484,0.00021,0.000478,0.00065,0.00021,0,0.000469,"dir",0.000371,0.00021,0.00021
100,0.5,16,0.5,3.8,0.981243,0.98148,1,0.968149,0.000237,0.018757,-0.013094,2e-04,0.000352,0.00058,0.000201,0,0.000409,"dir",0.000237,2e-04,0.000201
100,0.5,16,0.5,3.9,0.98393,0.98368,1,0.971313,-0.00025,0.01607,-0.012617,0.000175,0.000258,0.00051,0.000175,0,0.000351,"dir",-0.00025,0.000175,0.000175
100,0.5,16,0.5,4,0.986246,0.98618,1,0.973815,-6.6e-05,0.013754,-0.012431,0.000143,0.000189,0.000462,0.000143,0,0.000308,"dir",-6.6e-05,0.000143,0.000143
100,0.5,8,-0.5,0,0,0,0.085535,0.000143,0,0.085535,0.000143,0,0.007389,1e-06,0,7.3e-05,1e-06,"dir",0,0,0
100,0.5,8,-0.5,0.1,0.001148,0.00114,0.086675,0.000876,-8e-06,0.085526,-0.000272,1.2e-05,0.007401,7e-06,1.2e-05,8.6e-05,7e-06,"dir",-8e-06,1.2e-05,1.2e-05
100,0.5,8,-0.5,0.2,0.007926,0.00778,0.093315,0.004071,-0.000146,0.085389,-0.003855,7.8e-05,0.00745,5.2e-05,7.8e-05,0.00016,3.7e-05,"dir",-0.000146,7.8e-05,7.8e-05
100,0.5,8,-0.5,0.3,0.023115,0.02254,0.108075,0.012359,-0.000575,0.08496,-0.010756,0.000211,0.007545,0.000242,0.000211,0.000327,0.000127,"dir",-0.000575,0.000211,0.000211
100,0.5,8,-0.5,0.4,0.047423,0.0463,0.131835,0.028091,-0.001123,0.084412,-0.019332,0.00043,0.007678,0.000677,0.000429,0.000554,0.000304,"dir",-0.001123,0.00043,0.000429
100,0.5,8,-0.5,0.5,0.080301,0.07796,0.163495,0.052064,-0.002341,0.083194,-0.028238,0.000781,0.007824,0.001394,0.000777,0.000905,0.000598,"dir",-0.002341,0.000781,0.000777
100,0.5,8,-0.5,0.6,0.120513,0.1181,0.203635,0.084863,-0.002413,0.083122,-0.03565,0.001089,0.008148,0.002305,0.001086,0.001241,0.001036,"dir",-0.002413,0.001089,0.001086
100,0.5,8,-0.5,0.7,0.166502,0.16456,0.250095,0.126566,-0.001942,0.083593,-0.039936,0.001395,0.008545,0.003181,0.001394,0.00156,0.001589,"dir",-0.001942,0.001395,0.001394
100,0.5,8,-0.5,0.8,0.216642,0.21398,0.299515,0.175099,-0.002662,0.082873,-0.041542,0.001651,0.008641,0.003886,0.001648,0.001776,0.002164,"dir",-0.002662,0.001651,0.001648
100,0.5,8,-0.5,0.9,0.269379,0.26688,0.352415,0.229328,-0.002499,0.083036,-0.04005,0.001776,0.008771,0.004367,0.001773,0.001879,0.002768,"dir",-0.002499,0.001776,0.001773
100,0.5,8,-0.5,1,0.323324,0.32044,0.405975,0.286388,-0.002884,0.082651,-0.036936,0.001998,0.008886,0.004713,0.001993,0.002059,0.003355,"dir",-0.002884,0.001998,0.001993
100,0.5,8,-0.5,1.1,0.377286,0.37512,0.460655,0.345282,-0.002166,0.083369,-0.032004,0.001994,0.008966,0.004835,0.001993,0.002019,0.003818,"dir",-0.002166,0.001994,0.001993
100,0.5,8,-0.5,1.2,0.430291,0.42952,0.515055,0.403634,-0.000771,0.084764,-0.026657,0.002398,0.00958,0.004817,0.002402,0.002399,0.004114,"dir",-0.000771,0.002398,0.002402
100,0.5,8,-0.5,1.3,0.48157,0.48128,0.566815,0.460218,-0.00029,0.085245,-0.021353,0.002404,0.009618,0.004837,0.002409,0.002357,0.00439,"dir",-0.00029,0.002404,0.002409
100,0.5,8,-0.5,1.4,0.530546,0.53098,0.616515,0.514446,0.000434,0.085969,-0.0161,0.002421,0.009716,0.004794,0.002426,0.00233,0.004544,"dir",0.000434,0.002421,0.002426
100,0.5,8,-0.5,1.5,0.57681,0.57718,0.662715,0.565495,0.00037,0.085905,-0.011315,0.00237,0.009598,0.004597,0.002375,0.002223,0.004477,"dir",0.00037,0.00237,0.002375
100,0.5,8,-0.5,1.6,0.620096,0.6201,0.705635,0.61302,4e-06,0.085539,-0.007076,0.0023,0.009445,0.004372,0.002304,0.002132,0.004331,"dir",4e-06,0.0023,0.002304
100,0.5,8,-0.5,1.7,0.66026,0.66408,0.749615,0.656995,0.00382,0.089355,-0.003265,0.002326,0.010096,0.004108,0.002316,0.002116,0.004105,"dir",0.00382,0.002326,0.002316
100,0.5,8,-0.5,1.8,0.697253,0.69968,0.785215,0.696253,0.002427,0.087962,-0.001,0.002028,0.00954,0.003719,0.002026,0.001806,0.003725,"dir",0.002427,0.002028,0.002026
100,0.5,8,-0.5,1.9,0.731103,0.73392,0.819455,0.731896,0.002817,0.088352,0.000793,0.001907,0.009479,0.003301,0.001903,0.001676,0.003307,"dir",0.002817,0.001907,0.001903
100,0.5,8,-0.5,2,0.761897,0.76324,0.848775,0.763888,0.001343,0.086878,0.001992,0.00171,0.009012,0.002916,0.001711,0.001467,0.002917,"dir",0.001343,0.00171,0.001711
100,0.5,8,-0.5,2.1,0.789762,0.79214,0.877675,0.792323,0.002378,0.087913,0.002561,0.001528,0.008998,0.002587,0.001525,0.001272,0.002586,"dir",0.002378,0.001528,0.001525
100,0.5,8,-0.5,2.2,0.814858,0.81748,0.903015,0.817221,0.002622,0.088157,0.002363,0.001363,0.008871,0.002284,0.001359,0.001101,0.002283,"dir",0.002622,0.001363,0.001359
100,0.5,8,-0.5,2.3,0.837361,0.83856,0.924095,0.839364,0.001199,0.086734,0.002002,0.001244,0.008505,0.002023,0.001245,0.000984,0.002023,"dir",0.001199,0.001244,0.001245
100,0.5,8,-0.5,2.4,0.857461,0.8586,0.944031,0.859408,0.001139,0.08657,0.001948,0.001121,0.008326,0.001788,0.001122,0.000833,0.001788,"dir",0.001139,0.001121,0.001122
100,0.5,8,-0.5,2.5,0.875348,0.87694,0.961763,0.877029,0.001592,0.086415,0.001681,0.001011,0.008137,0.001592,0.00101,0.000671,0.001593,"dir",0.001592,0.001011,0.00101
100,0.5,8,-0.5,2.6,0.891213,0.89268,0.975789,0.892368,0.001467,0.084576,0.001155,0.000905,0.007623,0.001402,0.000905,0.000471,0.001404,"dir",0.001467,0.000905,0.000905
100,0.5,8,-0.5,2.7,0.905242,0.90788,0.987433,0.906167,0.002638,0.082191,0.000925,0.000771,0.007005,0.001243,0.000765,0.00025,0.001244,"dir",0.002638,0.000771,0.000765
100,0.5,8,-0.5,2.8,0.917612,0.91966,0.993803,0.917964,0.002048,0.076191,0.000353,0.000695,0.005924,0.001118,0.000692,0.000119,0.00112,"dir",0.002048,0.000695,0.000692
100,0.5,8,-0.5,2.9,0.928489,0.9295,0.997005,0.927974,0.001011,0.068516,-0.000515,0.000647,0.004755,0.000998,0.000647,6e-05,0.001,"dir",0.001011,0.000647,0.000647
100,0.5,8,-0.5,3,0.938031,0.93914,0.998857,0.936583,0.001109,0.060826,-0.001449,0.000591,0.003719,0.000886,0.000591,1.9e-05,0.000885,"dir",0.001109,0.000591,0.000591
100,0.5,8,-0.5,3.1,0.946382,0.94714,0.999712,0.943997,0.000758,0.053329,-0.002386,0.000516,0.002848,0.000773,0.000516,4e-06,0.000768,"dir",0.000758,0.000516,0.000516
100,0.5,8,-0.5,3.2,0.953676,0.95386,0.999934,0.950493,0.000184,0.046258,-0.003183,0.000439,0.002141,0.000658,0.00044,1e-06,0.000649,"dir",0.000184,0.000439,0.00044
100,0.5,8,-0.5,3.3,0.960032,0.96018,1,0.956142,0.000148,0.039968,-0.003891,0.000379,0.001597,0.000578,0.000379,0,0.000564,"dir",0.000148,0.000379,0.000379
100,0.5,8,-0.5,3.4,0.965562,0.96618,1,0.961015,0.000618,0.034438,-0.004547,0.000332,0.001186,0.00051,0.000332,0,0.00049,"dir",0.000618,0.000332,0.000332
100,0.5,8,-0.5,3.5,0.970364,0.97092,1,0.965175,0.000556,0.029636,-0.005189,0.000284,0.000878,0.000459,0.000284,0,0.000433,"dir",0.000556,0.000284,0.000284
100,0.5,8,-0.5,3.6,0.974526,0.9746,1,0.968745,7.4e-05,0.025474,-0.005782,0.000256,0.000649,0.000408,0.000257,0,0.000375,"dir",7.4e-05,0.000256,0.000257
100,0.5,8,-0.5,3.7,0.978129,0.9782,1,0.972019,7.1e-05,0.021871,-0.006111,0.000212,0.000478,0.000356,0.000212,0,0.000319,"dir",7.1e-05,0.000212,0.000212
100,0.5,8,-0.5,3.8,0.981243,0.98166,1,0.975,0.000417,0.018757,-0.006243,0.000183,0.000352,0.000316,0.000183,0,0.000278,"dir",0.000417,0.000183,0.000183
100,0.5,8,-0.5,3.9,0.98393,0.9843,1,0.977376,0.00037,0.01607,-0.006554,0.000163,0.000258,0.000284,0.000163,0,0.000241,"dir",0.00037,0.000163,0.000163
100,0.5,8,-0.5,4,0.986246,0.98656,1,0.979385,0.000314,0.013754,-0.006861,0.000143,0.000189,0.000251,0.000144,0,0.000204,"dir",0.000314,0.000143,0.000144
100,0.5,8,0,0,0,0,0.086842,0.002507,0,0.086842,0.002507,0,0.007611,2.8e-05,0,7e-05,2.2e-05,"dir",0,0,0
100,0.5,8,0,0.1,0.001148,0.00148,0.088322,0.008298,0.000332,0.087173,0.00715,1.5e-05,0.007688,0.000146,1.5e-05,8.9e-05,9.5e-05,"dir",0.000332,1.5e-05,1.5e-05
100,0.5,8,0,0.2,0.007926,0.00794,0.094782,0.019548,1.4e-05,0.086855,0.011622,8.6e-05,0.007712,0.000387,8.7e-05,0.000168,0.000253,"dir",1.4e-05,8.6e-05,8.7e-05
100,0.5,8,0,0.3,0.023115,0.02234,0.109182,0.037138,-0.000775,0.086066,0.014023,0.000212,0.007705,0.000701,0.000212,0.000298,0.000506,"dir",-0.000775,0.000212,0.000212
100,0.5,8,0,0.4,0.047423,0.04632,0.133162,0.061792,-0.001103,0.085739,0.014369,0.000487,0.00795,0.001076,0.000487,6e-04,0.000871,"dir",-0.001103,0.000487,0.000487
100,0.5,8,0,0.5,0.080301,0.08052,0.167362,0.093337,0.000219,0.08706,0.013036,0.000781,0.008492,0.001469,0.000783,0.000915,0.001302,"dir",0.000219,0.000781,0.000783
100,0.5,8,0,0.6,0.120513,0.12212,0.208962,0.130763,0.001607,0.088449,0.01025,0.001044,0.009003,0.001898,0.001044,0.001182,0.001797,"dir",0.001607,0.001044,0.001044
100,0.5,8,0,0.7,0.166502,0.16746,0.254302,0.173066,0.000958,0.087799,0.006564,0.001349,0.009187,0.00235,0.00135,0.001481,0.002311,"dir",0.000958,0.001349,0.00135
100,0.5,8,0,0.8,0.216642,0.21704,0.303882,0.218934,0.000398,0.08724,0.002293,0.001562,0.00929,0.002795,0.001565,0.001682,0.002795,"dir",0.000398,0.001562,0.001565
100,0.5,8,0,0.9,0.269379,0.26892,0.355762,0.267636,-0.000459,0.086383,-0.001743,0.001848,0.009412,0.003215,0.001852,0.001954,0.003218,"dir",-0.000459,0.001848,0.001852
100,0.5,8,0,1,0.323324,0.32196,0.408802,0.317605,-0.001364,0.085478,-0.005719,0.002078,0.009482,0.003728,0.00208,0.00218,0.003703,"dir",-0.001364,0.002078,0.00208
100,0.5,8,0,1.1,0.377286,0.37802,0.464862,0.368065,0.000734,0.087575,-0.009221,0.002269,0.010005,0.004172,0.002273,0.00234,0.004095,"dir",0.000734,0.002269,0.002273
100,0.5,8,0,1.2,0.430291,0.4292,0.516042,0.418132,-0.001091,0.08575,-0.01216,0.002518,0.009866,0.004439,0.002522,0.002518,0.004299,"dir",-0.001091,0.002518,0.002522
100,0.5,8,0,1.3,0.48157,0.4807,0.567542,0.466739,-0.00087,0.085971,-0.014832,0.002518,0.009882,0.004592,0.002523,0.002496,0.004381,"dir",-0.00087,0.002518,0.002523
100,0.5,8,0,1.4,0.530546,0.5291,0.615942,0.513315,-0.001446,0.085395,-0.017232,0.002504,0.009726,0.004676,0.002507,0.002438,0.004388,"dir",-0.001446,0.002504,0.002507
100,0.5,8,0,1.5,0.57681,0.57498,0.661822,0.557741,-0.00183,0.085012,-0.019069,0.002427,0.009557,0.004731,0.002429,0.002335,0.004376,"dir",-0.00183,0.002427,0.002429
100,0.5,8,0,1.6,0.620096,0.61762,0.704462,0.599747,-0.002476,0.084365,-0.020349,0.002462,0.009444,0.004659,0.002461,0.002331,0.004254,"dir",-0.002476,0.002462,0.002461
100,0.5,8,0,1.7,0.66026,0.65724,0.744082,0.639889,-0.00302,0.083822,-0.020371,0.002332,0.009194,0.004459,0.002327,0.002172,0.004052,"dir",-0.00302,0.002332,0.002327
100,0.5,8,0,1.8,0.697253,0.69412,0.780962,0.676607,-0.003133,0.083709,-0.020646,0.002176,0.00897,0.004275,0.002171,0.001967,0.003857,"dir",-0.003133,0.002176,0.002171
100,0.5,8,0,1.9,0.731103,0.72816,0.815002,0.71063,-0.002943,0.083898,-0.020473,0.001854,0.00865,0.003983,0.001849,0.001614,0.003571,"dir",-0.002943,0.001854,0.001849
100,0.5,8,0,2,0.761897,0.75862,0.845462,0.741357,-0.003277,0.083565,-0.020539,0.001716,0.008436,0.003676,0.001709,0.001456,0.003261,"dir",-0.003277,0.001716,0.001709
100,0.5,8,0,2.1,0.789762,0.78608,0.872922,0.769536,-0.003682,0.08316,-0.020226,0.001557,0.008196,0.003405,0.001547,0.001283,0.003002,"dir",-0.003682,0.001557,0.001547
100,0.5,8,0,2.2,0.814858,0.81106,0.897894,0.795062,-0.003798,0.083036,-0.019795,0.001487,0.008088,0.003147,0.001475,0.001195,0.002761,"dir",-0.003798,0.001487,0.001475
100,0.5,8,0,2.3,0.837361,0.83386,0.920633,0.817994,-0.003501,0.083272,-0.019367,0.00136,0.007988,0.002881,0.001351,0.001056,0.002511,"dir",-0.003501,0.00136,0.001351
100,0.5,8,0,2.4,0.857461,0.85426,0.940877,0.838478,-0.003201,0.083416,-0.018983,0.001259,0.007884,0.002645,0.001251,0.000927,0.002289,"dir",-0.003201,0.001259,0.001251
100,0.5,8,0,2.5,0.875348,0.87242,0.95858,0.856808,-0.002928,0.083232,-0.01854,0.001125,0.007685,0.00241,0.001118,0.000759,0.002071,"dir",-0.002928,0.001125,0.001118
100,0.5,8,0,2.6,0.891213,0.88854,0.973248,0.873307,-0.002673,0.082035,-0.017907,0.00101,0.007296,0.00215,0.001005,0.000567,0.001833,"dir",-0.002673,0.00101,0.001005
100,0.5,8,0,2.7,0.905242,0.90304,0.984537,0.888206,-0.002202,0.079295,-0.017036,0.000887,0.006623,0.001926,0.000884,0.000336,0.00164,"dir",-0.002202,0.000887,0.000884
100,0.5,8,0,2.8,0.917612,0.91554,0.991852,0.90117,-0.002072,0.07424,-0.016442,0.000817,0.005698,0.001739,0.000814,0.000187,0.001471,"dir",-0.002072,0.000817,0.000814
100,0.5,8,0,2.9,0.928489,0.92646,0.996349,0.912514,-0.002029,0.06786,-0.015975,0.000685,0.004682,0.001543,0.000682,7.7e-05,0.00129,"dir",-0.002029,0.000685,0.000682
100,0.5,8,0,3,0.938031,0.93596,0.998389,0.922614,-0.002071,0.060357,-0.015417,0.000616,0.003678,0.001351,0.000613,3.5e-05,0.001115,"dir",-0.002071,0.000616,0.000613
100,0.5,8,0,3.1,0.946382,0.9439,0.999324,0.931443,-0.002482,0.052941,-0.01494,0.000558,0.002817,0.001216,0.000552,1.5e-05,0.000995,"dir",-0.002482,0.000558,0.000552
100,0.5,8,0,3.2,0.953676,0.95144,0.99987,0.939129,-0.002236,0.046194,-0.014546,0.000463,0.002135,0.001077,0.000459,1e-06,0.000867,"dir",-0.002236,0.000463,0.000459
100,0.5,8,0,3.3,0.960032,0.95796,0.999981,0.945757,-0.002072,0.039949,-0.014276,0.000401,0.001596,0.000956,0.000397,0,0.000754,"dir",-0.002072,0.000401,0.000397
100,0.5,8,0,3.4,0.965562,0.9638,1,0.951683,-0.001762,0.034438,-0.013879,0.000352,0.001186,0.000838,0.000349,0,0.000647,"dir",-0.001762,0.000352,0.000349
100,0.5,8,0,3.5,0.970364,0.96862,1,0.956773,-0.001744,0.029636,-0.013591,3e-04,0.000878,0.000737,0.000297,0,0.000554,"dir",-0.001744,3e-04,0.000297
100,0.5,8,0,3.6,0.974526,0.97336,1,0.961176,-0.001166,0.025474,-0.01335,0.000255,0.000649,0.000662,0.000254,0,0.000485,"dir",-0.001166,0.000255,0.000254
100,0.5,8,0,3.7,0.978129,0.97718,1,0.964994,-0.000949,0.021871,-0.013136,0.000216,0.000478,0.000598,0.000215,0,0.000426,"dir",-0.000949,0.000216,0.000215
100,0.5,8,0,3.8,0.981243,0.98014,1,0.96839,-0.001103,0.018757,-0.012854,0.000168,0.000352,0.000538,0.000167,0,0.000374,"dir",-0.001103,0.000168,0.000167
100,0.5,8,0,3.9,0.98393,0.98342,1,0.971385,-0.00051,0.01607,-0.012545,0.000156,0.000258,0.00048,0.000156,0,0.000323,"dir",-0.00051,0.000156,0.000156
100,0.5,8,0,4,0.986246,0.98596,1,0.973993,-0.000286,0.013754,-0.012253,0.000129,0.000189,0.000425,0.00013,0,0.000276,"dir",-0.000286,0.000129,0.00013
100,0.5,8,0.5,0,0,0,0.086405,0.006954,0,0.086405,0.006954,0,0.00754,0.00012,0,7.4e-05,7.2e-05,"dir",0,0,0
100,0.5,8,0.5,0.1,0.001148,0.00142,0.087825,0.017551,0.000272,0.086676,0.016402,1.4e-05,0.007603,0.000479,1.4e-05,9e-05,0.00021,"dir",0.000272,1.4e-05,1.4e-05
100,0.5,8,0.5,0.2,0.007926,0.00844,0.094845,0.03414,0.000514,0.086918,0.026213,8.5e-05,0.007724,0.001123,8.5e-05,0.00017,0.000437,"dir",0.000514,8.5e-05,8.5e-05
100,0.5,8,0.5,0.3,0.023115,0.02368,0.110085,0.056891,0.000565,0.08697,0.033776,0.000223,0.007888,0.001894,0.000223,0.000325,0.000755,"dir",0.000565,0.000223,0.000223
100,0.5,8,0.5,0.4,0.047423,0.04716,0.133565,0.086017,-0.000263,0.086142,0.038594,0.000398,0.007938,0.002642,0.000398,0.000518,0.001155,"dir",-0.000263,0.000398,0.000398
100,0.5,8,0.5,0.5,0.080301,0.08026,0.166665,0.119605,-4.1e-05,0.086363,0.039304,0.000715,0.008304,0.003163,0.000716,0.000847,0.001621,"dir",-4.1e-05,0.000715,0.000716
100,0.5,8,0.5,0.6,0.120513,0.12096,0.207365,0.157411,0.000447,0.086852,0.036898,0.000994,0.008667,0.003464,0.000996,0.001126,0.002106,"dir",0.000447,0.000994,0.000996
100,0.5,8,0.5,0.7,0.166502,0.16512,0.251525,0.19807,-0.001382,0.085023,0.031568,0.001294,0.00864,0.003594,0.001295,0.001414,0.002603,"dir",-0.001382,0.001294,0.001295
100,0.5,8,0.5,0.8,0.216642,0.2153,0.301705,0.241462,-0.001342,0.085063,0.02482,0.001657,0.008992,0.003685,0.001658,0.00176,0.003076,"dir",-0.001342,0.001657,0.001658
100,0.5,8,0.5,0.9,0.269379,0.2663,0.352705,0.286526,-0.003079,0.083326,0.017147,0.0019,0.008933,0.003801,0.001894,0.001994,0.003514,"dir",-0.003079,0.0019,0.001894
100,0.5,8,0.5,1,0.323324,0.32002,0.406425,0.332415,-0.003304,0.083101,0.009092,0.00214,0.009101,0.00398,0.002134,0.0022,0.003905,"dir",-0.003304,0.00214,0.002134
100,0.5,8,0.5,1.1,0.377286,0.37392,0.460325,0.378197,-0.003366,0.083039,0.000911,0.002341,0.009248,0.004194,0.002334,0.002358,0.004201,"dir",-0.003366,0.002341,0.002334
100,0.5,8,0.5,1.2,0.430291,0.4271,0.513505,0.423887,-0.003191,0.083214,-0.006405,0.002516,0.009415,0.004402,0.002511,0.002496,0.00437,"dir",-0.003191,0.002516,0.002511
100,0.5,8,0.5,1.3,0.48157,0.47832,0.564725,0.468679,-0.00325,0.083154,-0.012892,0.002669,0.009528,0.004688,0.002663,0.002619,0.004531,"dir",-0.00325,0.002669,0.002663
100,0.5,8,0.5,1.4,0.530546,0.52748,0.613885,0.51252,-0.003066,0.083339,-0.018027,0.002601,0.009429,0.004865,0.002597,0.002488,0.004549,"dir",-0.003066,0.002601,0.002597
100,0.5,8,0.5,1.5,0.57681,0.57452,0.660925,0.554754,-0.00229,0.084115,-0.022056,0.002443,0.009365,0.00501,0.002443,0.002294,0.004532,"dir",-0.00229,0.002443,0.002443
100,0.5,8,0.5,1.6,0.620096,0.61908,0.705485,0.594452,-0.001016,0.085389,-0.025644,0.002283,0.009387,0.005095,0.002286,0.0021,0.004446,"dir",-0.001016,0.002283,0.002286
100,0.5,8,0.5,1.7,0.66026,0.65842,0.744825,0.631492,-0.00184,0.084565,-0.028768,0.002297,0.009242,0.005117,0.002298,0.002095,0.004298,"dir",-0.00184,0.002297,0.002298
100,0.5,8,0.5,1.8,0.697253,0.6964,0.782805,0.666384,-0.000853,0.085552,-0.030869,0.002189,0.009273,0.005045,0.002192,0.001958,0.004101,"dir",-0.000853,0.002189,0.002192
100,0.5,8,0.5,1.9,0.731103,0.73008,0.816485,0.698683,-0.001023,0.085381,-0.03242,0.001994,0.009029,0.004956,0.001997,0.001743,0.003913,"dir",-0.001023,0.001994,0.001997
100,0.5,8,0.5,2,0.761897,0.75996,0.846365,0.729222,-0.001937,0.084468,-0.032675,0.001797,0.008671,0.004777,0.001796,0.001539,0.003716,"dir",-0.001937,0.001797,0.001796
100,0.5,8,0.5,2.1,0.789762,0.78882,0.875225,0.757427,-0.000942,0.085463,-0.032335,0.001644,0.008693,0.004505,0.001647,0.001392,0.003467,"dir",-0.000942,0.001644,0.001647
100,0.5,8,0.5,2.2,0.814858,0.81322,0.899625,0.782296,-0.001638,0.084767,-0.032562,0.001456,0.008379,0.004272,0.001456,0.001196,0.003218,"dir",-0.001638,0.001456,0.001456
100,0.5,8,0.5,2.3,0.837361,0.83582,0.922209,0.804975,-0.001541,0.084848,-0.032387,0.001332,0.008247,0.003964,0.001332,0.00105,0.002921,"dir",-0.001541,0.001332,0.001332
100,0.5,8,0.5,2.4,0.857461,0.8556,0.941813,0.825828,-0.001861,0.084352,-0.031633,0.001209,0.008019,0.00366,0.001208,0.000905,0.002664,"dir",-0.001861,0.001209,0.001208
100,0.5,8,0.5,2.5,0.875348,0.874,0.959561,0.844498,-0.001348,0.084213,-0.03085,0.001097,0.007825,0.003352,0.001098,0.000734,0.002405,"dir",-0.001348,0.001097,0.001098
100,0.5,8,0.5,2.6,0.891213,0.89066,0.974341,0.86124,-0.000553,0.083128,-0.029973,0.001039,0.007456,0.00307,0.001041,0.000547,0.002176,"dir",-0.000553,0.001039,0.001041
100,0.5,8,0.5,2.7,0.905242,0.90494,0.985206,0.876315,-0.000302,0.079964,-0.028927,0.000911,0.006731,0.002758,0.000913,0.000338,0.001925,"dir",-0.000302,0.000911,0.000913
100,0.5,8,0.5,2.8,0.917612,0.91748,0.992339,0.889526,-0.000132,0.074727,-0.028086,0.000831,0.00577,0.002482,0.000833,0.000187,0.001697,"dir",-0.000132,0.000831,0.000833
100,0.5,8,0.5,2.9,0.928489,0.92818,0.996446,0.901195,-0.000309,0.067957,-0.027294,0.000714,0.0047,0.002244,0.000715,8.2e-05,0.001502,"dir",-0.000309,0.000714,0.000715
100,0.5,8,0.5,3,0.938031,0.938,0.998782,0.911655,-3.1e-05,0.060751,-0.026376,0.000596,0.003713,0.002015,0.000597,2.3e-05,0.001322,"dir",-3.1e-05,0.000596,0.000597
100,0.5,8,0.5,3.1,0.946382,0.946,0.999797,0.921067,-0.000382,0.053415,-0.025315,5e-04,0.002855,0.001818,0.000501,2e-06,0.00118,"dir",-0.000382,5e-04,0.000501
100,0.5,8,0.5,3.2,0.953676,0.9534,0.999962,0.929407,-0.000276,0.046286,-0.024269,0.000439,0.002143,0.00162,0.00044,0,0.001033,"dir",-0.000276,0.000439,0.00044
100,0.5,8,0.5,3.3,0.960032,0.95988,1,0.936821,-0.000152,0.039968,-0.023211,0.000381,0.001597,0.001454,0.000382,0,0.000917,"dir",-0.000152,0.000381,0.000382
100,0.5,8,0.5,3.4,0.965562,0.96572,1,0.943324,0.000158,0.034438,-0.022238,0.000338,0.001186,0.001308,0.000339,0,0.000816,"dir",0.000158,0.000338,0.000339
100,0.5,8,0.5,3.5,0.970364,0.97054,1,0.949053,0.000176,0.029636,-0.021311,0.000298,0.000878,0.001175,0.000298,0,0.000723,"dir",0.000176,0.000298,0.000298
100,0.5,8,0.5,3.6,0.974526,0.97458,1,0.954269,5.4e-05,0.025474,-0.020257,0.000257,0.000649,0.001041,0.000257,0,0.000632,"dir",5.4e-05,0.000257,0.000257
100,0.5,8,0.5,3.7,0.978129,0.97848,1,0.959003,0.000351,0.021871,-0.019126,0.000218,0.000478,0.000924,0.000218,0,0.00056,"dir",0.000351,0.000218,0.000218
100,0.5,8,0.5,3.8,0.981243,0.98156,1,0.963146,0.000317,0.018757,-0.018097,0.000178,0.000352,0.00082,0.000178,0,0.000493,"dir",0.000317,0.000178,0.000178
100,0.5,8,0.5,3.9,0.98393,0.984,1,0.966777,7e-05,0.01607,-0.017153,0.000155,0.000258,0.000729,0.000156,0,0.000436,"dir",7e-05,0.000155,0.000156
100,0.5,8,0.5,4,0.986246,0.98612,1,0.969772,-0.000126,0.013754,-0.016474,0.000132,0.000189,0.000654,0.000132,0,0.000384,"dir",-0.000126,0.000132,0.000132
