"n","p1","maxc","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
500,0.5,0.5,0,0.6,0.95904,0.955843,0.972003,0.872297,-0.003197,0.012963,-0.086743,6.9e-05,0.000201,0.007768,5.9e-05,3.3e-05,0.000244,"dir_sd",0.012963,0.000201,3.3e-05
500,0.5,0.5,0,0.65,0.977678,0.9752,0.985357,0.906007,-0.002478,0.007679,-0.071671,3.8e-05,7.6e-05,0.005314,3.2e-05,1.7e-05,0.000177,"dir_sd",0.007679,7.6e-05,1.7e-05
500,0.5,0.5,0,0.7,0.989065,0.987289,0.993172,0.932684,-0.001776,0.004107,-0.056381,1.9e-05,2.5e-05,0.003301,1.6e-05,8e-06,0.000122,"dir_sd",0.004107,2.5e-05,8e-06
500,0.5,0.5,0,0.75,0.995361,0.994216,0.997224,0.953154,-0.001146,0.001863,-0.042207,8e-06,6e-06,0.001862,7e-06,3e-06,8e-05,"dir_sd",0.001863,6e-06,3e-06
500,0.5,0.5,0,0.8,0.9984,0.997716,0.999048,0.968389,-0.000684,0.000648,-0.030011,3e-06,1e-06,0.00095,2e-06,1e-06,5e-05,"dir_sd",0.000648,1e-06,1e-06
500,0.5,0.5,0,0.85,0.999601,0.999245,0.999743,0.979371,-0.000356,0.000142,-0.02023,1e-06,0,0.000438,1e-06,0,2.9e-05,"dir_sd",0.000142,0,0
500,0.5,0.5,0,0.9,0.999945,0.999808,0.999954,0.987022,-0.000137,9e-06,-0.012923,0,0,0.000183,0,0,1.6e-05,"dir_sd",9e-06,0,0
500,0.5,0.5,0,0.95,0.999998,0.999969,0.999996,0.992157,-2.9e-05,-2e-06,-0.007841,0,0,7e-05,0,0,8e-06,"dir_sd",-2e-06,0,0
500,0.5,0.5,0,1,1,0.999997,1,0.995467,-3e-06,0,-0.004533,0,0,2.5e-05,0,0,4e-06,"dir_sd",0,0,0
500,0.5,0.5,0.5,0,0,0.010407,0.036979,0.190837,0.010407,0.036979,0.190837,0.000116,0.001407,0.03676,7e-06,4e-05,0.000342,"dir_sd",0.036979,0.001407,4e-05
500,0.5,0.5,0.5,0.05,0.032774,0.047604,0.105224,0.239572,0.01483,0.07245,0.206798,0.000266,0.005371,0.043199,4.6e-05,0.000122,0.000434,"dir_sd",0.07245,0.005371,0.000122
500,0.5,0.5,0.5,0.1,0.114265,0.123343,0.204876,0.293066,0.009078,0.090611,0.178801,0.000203,0.00843,0.032491,0.000121,0.00022,0.000522,"dir_sd",0.090611,0.00843,0.00022
500,0.5,0.5,0.5,0.15,0.223516,0.227557,0.320911,0.350203,0.004041,0.097395,0.126687,0.000229,0.009799,0.016645,0.000214,0.000313,0.000597,"dir_sd",0.097395,0.009799,0.000313
500,0.5,0.5,0.5,0.2,0.34464,0.345306,0.440682,0.409701,0.000666,0.096042,0.065061,0.000311,0.00959,0.004882,0.000311,0.000366,0.000651,"dir_sd",0.096042,0.00959,0.000366
500,0.5,0.5,0.5,0.25,0.466064,0.464583,0.554678,0.470263,-0.001482,0.088613,0.004199,0.000371,0.008211,0.000696,0.00037,0.000359,0.00068,"dir_sd",0.088613,0.008211,0.000359
500,0.5,0.5,0.5,0.3,0.579825,0.576599,0.657425,0.530662,-0.003226,0.0776,-0.049163,0.00038,0.006336,0.003098,0.00037,0.000315,0.000683,"dir_sd",0.0776,0.006336,0.000315
500,0.5,0.5,0.5,0.35,0.68092,0.676691,0.746232,0.589782,-0.004229,0.065312,-0.091138,0.000347,0.00452,0.008965,0.00033,0.000255,0.00066,"dir_sd",0.065312,0.00452,0.000255
500,0.5,0.5,0.5,0.4,0.76672,0.762399,0.819381,0.646614,-0.004321,0.052661,-0.120106,0.000293,0.002974,0.015039,0.000275,0.000201,0.000615,"dir_sd",0.052661,0.002974,0.000201
500,0.5,0.5,0.5,0.45,0.836433,0.832275,0.876749,0.700259,-0.004158,0.040316,-0.136173,0.000235,0.001771,0.019094,0.000218,0.000146,0.000552,"dir_sd",0.040316,0.001771,0.000146
500,0.5,0.5,0.5,0.5,0.890625,0.88654,0.919854,0.749953,-0.004085,0.029229,-0.140672,0.000173,0.000951,0.020265,0.000157,9.6e-05,0.000478,"dir_sd",0.029229,0.000951,9.6e-05
500,0.5,0.5,0.5,0.55,0.930802,0.927031,0.95107,0.795094,-0.003771,0.020268,-0.135708,0.000115,0.000469,0.018815,0.000101,5.9e-05,0.000399,"dir_sd",0.020268,0.000469,5.9e-05
500,0.5,0.5,0.5,0.6,0.95904,0.95607,0.972273,0.835268,-0.00297,0.013233,-0.123772,6.8e-05,0.000208,0.015641,6e-05,3.3e-05,0.000322,"dir_sd",0.013233,0.000208,3.3e-05
500,0.5,0.5,0.5,0.65,0.977678,0.97549,0.985579,0.870255,-0.002189,0.007901,-0.107423,3.7e-05,7.9e-05,0.011789,3.2e-05,1.7e-05,0.00025,"dir_sd",0.007901,7.9e-05,1.7e-05
500,0.5,0.5,0.5,0.7,0.989065,0.987492,0.993285,0.900034,-0.001573,0.00422,-0.089031,1.8e-05,2.5e-05,0.008113,1.5e-05,8e-06,0.000187,"dir_sd",0.00422,2.5e-05,8e-06
500,0.5,0.5,0.5,0.75,0.995361,0.994319,0.997288,0.924777,-0.001042,0.001927,-0.070585,8e-06,7e-06,0.005115,7e-06,3e-06,0.000133,"dir_sd",0.001927,7e-06,3e-06
500,0.5,0.5,0.5,0.8,0.9984,0.997778,0.999099,0.944823,-0.000622,0.000699,-0.053577,3e-06,1e-06,0.002961,2e-06,1e-06,9.1e-05,"dir_sd",0.000699,1e-06,1e-06
500,0.5,0.5,0.5,0.85,0.999601,0.999295,0.999776,0.96064,-0.000306,0.000174,-0.038962,1e-06,0,0.001578,1e-06,0,6e-05,"dir_sd",0.000174,0,0
500,0.5,0.5,0.5,0.9,0.999945,0.999837,0.999963,0.972769,-0.000108,1.8e-05,-0.027176,0,0,0.000776,0,0,3.8e-05,"dir_sd",1.8e-05,0,0
500,0.5,0.5,0.5,0.95,0.999998,0.999976,0.999997,0.981786,-2.2e-05,-2e-06,-0.018212,0,0,0.000354,0,0,2.3e-05,"dir_sd",-2e-06,0,0
500,0.5,0.5,0.5,1,1,0.999998,1,0.988267,-2e-06,0,-0.011733,0,0,0.000151,0,0,1.3e-05,"dir_sd",0,0,0
500,0.75,0.1,-0.5,0,0,0.01055,0.037418,0.00824,0.01055,0.037418,0.00824,0.000118,0.001436,7.4e-05,7e-06,3.6e-05,6e-06,"dir_sd",0.037418,0.001436,3.6e-05
500,0.75,0.1,-0.5,0.05,0.032774,0.047935,0.106027,0.036718,0.015162,0.073253,0.003945,0.000273,0.005482,5.6e-05,4.4e-05,0.000116,4e-05,"dir_sd",0.073253,0.005482,0.000116
500,0.75,0.1,-0.5,0.1,0.114265,0.123891,0.205699,0.102829,0.009626,0.091434,-0.011436,0.000215,0.008588,0.00027,0.000123,0.000228,0.000139,"dir_sd",0.091434,0.008588,0.000228
500,0.75,0.1,-0.5,0.15,0.223516,0.227881,0.320878,0.205676,0.004365,0.097363,-0.017839,0.00025,0.009814,0.000626,0.000231,0.000335,0.000308,"dir_sd",0.097363,0.009814,0.000335
500,0.75,0.1,-0.5,0.2,0.34464,0.344654,0.43983,0.328985,1.4e-05,0.09519,-0.015655,0.000339,0.009461,0.000718,0.00034,0.000401,0.000474,"dir_sd",0.09519,0.009461,0.000401
500,0.75,0.1,-0.5,0.25,0.466064,0.463271,0.553703,0.456342,-0.002794,0.087639,-0.009723,0.000419,0.008082,0.000646,0.000412,0.000403,0.000553,"dir_sd",0.087639,0.008082,0.000403
500,0.75,0.1,-0.5,0.3,0.579825,0.575241,0.65615,0.57632,-0.004584,0.076325,-0.003505,0.000435,0.00617,0.000548,0.000415,0.000345,0.000537,"dir_sd",0.076325,0.00617,0.000345
500,0.75,0.1,-0.5,0.35,0.68092,0.674987,0.744395,0.682261,-0.005934,0.063475,0.001341,0.000395,0.004305,0.00047,0.000361,0.000276,0.000469,"dir_sd",0.063475,0.004305,0.000276
500,0.75,0.1,-0.5,0.4,0.76672,0.760172,0.817128,0.771149,-0.006548,0.050408,0.004429,0.000336,0.002748,0.000398,0.000293,0.000207,0.000379,"dir_sd",0.050408,0.002748,0.000207
500,0.75,0.1,-0.5,0.45,0.836433,0.829787,0.874788,0.842224,-0.006646,0.038355,0.005791,0.000264,0.001616,0.000312,0.00022,0.000145,0.000279,"dir_sd",0.038355,0.001616,0.000145
500,0.75,0.1,-0.5,0.5,0.890625,0.884562,0.918627,0.896562,-0.006063,0.028002,0.005937,0.00019,0.000877,0.000217,0.000153,9.3e-05,0.000183,"dir_sd",0.028002,0.000877,9.3e-05
500,0.75,0.1,-0.5,0.55,0.930802,0.925812,0.950296,0.936123,-0.00499,0.019494,0.005321,0.00012,0.000436,0.000136,9.6e-05,5.6e-05,0.000108,"dir_sd",0.019494,0.000436,5.6e-05
500,0.75,0.1,-0.5,0.6,0.95904,0.955284,0.971776,0.963255,-0.003756,0.012736,0.004215,7.1e-05,0.000195,7.6e-05,5.7e-05,3.2e-05,5.9e-05,"dir_sd",0.012736,0.000195,3.2e-05
500,0.75,0.1,-0.5,0.65,0.977678,0.974993,0.985298,0.98064,-0.002685,0.00762,0.002962,3.8e-05,7.4e-05,3.8e-05,3.1e-05,1.6e-05,2.9e-05,"dir_sd",0.00762,7.4e-05,1.6e-05
500,0.75,0.1,-0.5,0.7,0.989065,0.987219,0.993153,0.990848,-0.001846,0.004088,0.001783,1.8e-05,2.4e-05,1.6e-05,1.5e-05,8e-06,1.3e-05,"dir_sd",0.004088,2.4e-05,8e-06
500,0.75,0.1,-0.5,0.75,0.995361,0.9942,0.997261,0.996228,-0.001162,0.0019,0.000867,8e-06,7e-06,6e-06,7e-06,3e-06,5e-06,"dir_sd",0.0019,7e-06,3e-06
500,0.75,0.1,-0.5,0.8,0.9984,0.997757,0.999099,0.998707,-0.000643,0.000699,0.000307,3e-06,1e-06,1e-06,3e-06,1e-06,1e-06,"dir_sd",0.000699,1e-06,1e-06
500,0.75,0.1,-0.5,0.85,0.999601,0.999295,0.999776,0.999652,-0.000306,0.000175,5.1e-05,1e-06,0,0,1e-06,0,0,"dir_sd",0.000175,0,0
500,0.75,0.1,-0.5,0.9,0.999945,0.999836,0.999962,0.999932,-0.000109,1.7e-05,-1.3e-05,0,0,0,0,0,0,"dir_sd",1.7e-05,0,0
500,0.75,0.1,-0.5,0.95,0.999998,0.999975,0.999996,0.999991,-2.4e-05,-2e-06,-7e-06,0,0,0,0,0,0,"dir_sd",-2e-06,0,0
500,0.75,0.1,-0.5,1,1,0.999998,1,0.999999,-2e-06,0,-1e-06,0,0,0,0,0,0,"dir_sd",0,0,0
500,0.75,0.1,0,0,0,0.010345,0.036876,0.021323,0.010345,0.036876,0.021323,0.000114,0.001399,0.000478,7e-06,4e-05,2.4e-05,"dir_sd",0.036876,0.001399,4e-05
500,0.75,0.1,0,0.05,0.032774,0.04743,0.105035,0.062159,0.014656,0.072261,0.029385,0.00026,0.00535,0.000946,4.5e-05,0.000128,8.2e-05,"dir_sd",0.072261,0.00535,0.000128
500,0.75,0.1,0,0.1,0.114265,0.123031,0.204291,0.134095,0.008766,0.090026,0.01983,0.000207,0.008359,0.000578,0.000131,0.000254,0.000185,"dir_sd",0.090026,0.008359,0.000254
500,0.75,0.1,0,0.15,0.223516,0.22675,0.319623,0.23209,0.003234,0.096107,0.008574,0.000265,0.009598,0.000388,0.000255,0.000362,0.000315,"dir_sd",0.096107,0.009598,0.000362
500,0.75,0.1,0,0.2,0.34464,0.343756,0.438941,0.344523,-0.000884,0.094301,-0.000117,0.00036,0.009293,0.000426,0.00036,0.000401,0.000427,"dir_sd",0.094301,0.009293,0.000401
500,0.75,0.1,0,0.25,0.466064,0.462785,0.553545,0.46031,-0.00328,0.087481,-0.005754,0.000412,0.008035,0.000522,0.000402,0.000383,0.00049,"dir_sd",0.087481,0.008035,0.000383
500,0.75,0.1,0,0.3,0.579825,0.575533,0.656711,0.570809,-0.004292,0.076886,-0.009016,0.000413,0.006246,0.000571,0.000395,0.000335,0.000491,"dir_sd",0.076886,0.006246,0.000335
500,0.75,0.1,0,0.35,0.68092,0.675858,0.745147,0.670033,-0.005062,0.064227,-0.010887,0.000378,0.00439,0.000565,0.000353,0.000265,0.000447,"dir_sd",0.064227,0.00439,0.000265
500,0.75,0.1,0,0.4,0.76672,0.761151,0.818052,0.754951,-0.005569,0.051332,-0.011769,0.000315,0.002836,0.000511,0.000285,0.000201,0.000373,"dir_sd",0.051332,0.002836,0.000201
500,0.75,0.1,0,0.45,0.836433,0.830899,0.875702,0.824739,-0.005533,0.039269,-0.011694,0.000249,0.001689,0.000428,0.000219,0.000147,0.000292,"dir_sd",0.039269,0.001689,0.000147
500,0.75,0.1,0,0.5,0.890625,0.885546,0.919245,0.879848,-0.005079,0.02862,-0.010777,0.000184,0.000919,0.000328,0.000159,1e-04,0.000212,"dir_sd",0.02862,0.000919,1e-04
500,0.75,0.1,0,0.55,0.930802,0.926456,0.950682,0.921555,-0.004346,0.01988,-0.009247,0.000124,0.000458,0.000226,0.000105,6.3e-05,0.000141,"dir_sd",0.01988,0.000458,6.3e-05
500,0.75,0.1,0,0.6,0.95904,0.955687,0.971983,0.951628,-0.003353,0.012943,-0.007412,7.5e-05,0.000205,0.00014,6.4e-05,3.7e-05,8.5e-05,"dir_sd",0.012943,0.000205,3.7e-05
500,0.75,0.1,0,0.65,0.977678,0.975206,0.985413,0.972094,-0.002472,0.007734,-0.005584,4.3e-05,7.9e-05,7.9e-05,3.7e-05,1.9e-05,4.8e-05,"dir_sd",0.007734,7.9e-05,1.9e-05
500,0.75,0.1,0,0.7,0.989065,0.987343,0.993234,0.985111,-0.001722,0.004169,-0.003954,2.1e-05,2.5e-05,4e-05,1.8e-05,8e-06,2.5e-05,"dir_sd",0.004169,2.5e-05,8e-06
500,0.75,0.1,0,0.75,0.995361,0.994273,0.997284,0.992788,-0.001089,0.001922,-0.002573,8e-06,7e-06,1.7e-05,7e-06,3e-06,1.1e-05,"dir_sd",0.001922,7e-06,3e-06
500,0.75,0.1,0,0.8,0.9984,0.997775,0.999111,0.99692,-0.000625,0.000711,-0.00148,3e-06,1e-06,6e-06,2e-06,1e-06,4e-06,"dir_sd",0.000711,1e-06,1e-06
500,0.75,0.1,0,0.85,0.999601,0.999306,0.999786,0.998882,-0.000295,0.000185,-0.000719,1e-06,0,2e-06,1e-06,0,1e-06,"dir_sd",0.000185,0,0
500,0.75,0.1,0,0.9,0.999945,0.999845,0.999967,0.999672,-1e-04,2.2e-05,-0.000273,0,0,0,0,0,0,"dir_sd",2.2e-05,0,0
500,0.75,0.1,0,0.95,0.999998,0.999978,0.999997,0.999928,-2e-05,-1e-06,-7e-05,0,0,0,0,0,0,"dir_sd",-1e-06,0,0
500,0.75,0.1,0,1,1,0.999998,1,0.999989,-2e-06,0,-1.1e-05,0,0,0,0,0,0,"dir_sd",0,0,0
500,0.75,0.1,0.5,0,0,0.010388,0.037162,0.03697,0.010388,0.037162,0.03697,0.000115,0.00142,0.001411,7e-06,3.9e-05,4.4e-05,"dir_sd",0.037162,0.00142,3.9e-05
500,0.75,0.1,0.5,0.05,0.032774,0.047767,0.105807,0.087322,0.014993,0.073033,0.054548,0.000271,0.005461,0.003093,4.6e-05,0.000127,0.000118,"dir_sd",0.073033,0.005461,0.000127
500,0.75,0.1,0.5,0.1,0.114265,0.123814,0.205264,0.162507,0.009549,0.090999,0.048242,0.000222,0.008522,0.002553,0.000131,0.000242,0.000226,"dir_sd",0.090999,0.008522,0.000242
500,0.75,0.1,0.5,0.15,0.223516,0.22761,0.320565,0.255914,0.004094,0.097049,0.032399,0.000257,0.009765,0.001401,0.000241,0.000347,0.000352,"dir_sd",0.097049,0.009765,0.000347
500,0.75,0.1,0.5,0.2,0.34464,0.344651,0.440012,0.359123,1.1e-05,0.095372,0.014483,0.000353,0.009516,0.00068,0.000354,0.000421,0.000471,"dir_sd",0.095372,0.009516,0.000421
500,0.75,0.1,0.5,0.25,0.466064,0.463703,0.554053,0.464617,-0.002362,0.087989,-0.001447,0.000436,0.008158,0.00055,0.000432,0.000417,0.000549,"dir_sd",0.087989,0.008158,0.000417
500,0.75,0.1,0.5,0.3,0.579825,0.57582,0.656768,0.5661,-0.004005,0.076943,-0.013725,0.000445,0.00628,0.00075,0.00043,0.00036,0.000562,"dir_sd",0.076943,0.00628,0.00036
500,0.75,0.1,0.5,0.35,0.68092,0.675805,0.745166,0.658772,-0.005115,0.064246,-0.022148,0.000404,0.004412,0.000998,0.000378,0.000285,0.000509,"dir_sd",0.064246,0.004412,0.000285
500,0.75,0.1,0.5,0.4,0.76672,0.76111,0.818066,0.73982,-0.00561,0.051346,-0.0269,0.000335,0.002846,0.001135,0.000304,0.00021,0.000412,"dir_sd",0.051346,0.002846,0.00021
500,0.75,0.1,0.5,0.45,0.836433,0.830843,0.875686,0.808108,-0.005589,0.039253,-0.028325,0.000257,0.001692,0.001115,0.000226,0.000152,0.000313,"dir_sd",0.039253,0.001692,0.000152
500,0.75,0.1,0.5,0.5,0.890625,0.885512,0.919323,0.863592,-0.005113,0.028698,-0.027033,0.000189,0.000927,0.000962,0.000163,0.000103,0.000231,"dir_sd",0.028698,0.000927,0.000103
500,0.75,0.1,0.5,0.55,0.930802,0.926522,0.950757,0.907009,-0.00428,0.019955,-0.023793,0.000127,0.000464,0.000728,0.000109,6.6e-05,0.000163,"dir_sd",0.019955,0.000464,6.6e-05
500,0.75,0.1,0.5,0.6,0.95904,0.955732,0.972031,0.93964,-0.003308,0.012991,-0.0194,7.8e-05,0.000206,0.000482,6.7e-05,3.7e-05,0.000106,"dir_sd",0.012991,0.000206,3.7e-05
500,0.75,0.1,0.5,0.65,0.977678,0.975242,0.985495,0.963015,-0.002437,0.007817,-0.014664,4.2e-05,7.9e-05,0.000279,3.6e-05,1.8e-05,6.4e-05,"dir_sd",0.007817,7.9e-05,1.8e-05
500,0.75,0.1,0.5,0.7,0.989065,0.987417,0.993278,0.978806,-0.001648,0.004213,-0.010259,1.9e-05,2.5e-05,0.000139,1.7e-05,8e-06,3.4e-05,"dir_sd",0.004213,2.5e-05,8e-06
500,0.75,0.1,0.5,0.75,0.995361,0.994299,0.997256,0.98879,-0.001063,0.001894,-0.006571,8e-06,6e-06,5.9e-05,7e-06,3e-06,1.6e-05,"dir_sd",0.001894,6e-06,3e-06
500,0.75,0.1,0.5,0.8,0.9984,0.997736,0.999058,0.994617,-0.000664,0.000658,-0.003783,3e-06,1e-06,2.1e-05,2e-06,1e-06,7e-06,"dir_sd",0.000658,1e-06,1e-06
500,0.75,0.1,0.5,0.85,0.999601,0.999257,0.999759,0.997702,-0.000344,0.000158,-0.001899,1e-06,0,6e-06,1e-06,0,2e-06,"dir_sd",0.000158,0,0
500,0.75,0.1,0.5,0.9,0.999945,0.999825,0.999961,0.999161,-0.00012,1.6e-05,-0.000784,0,0,1e-06,0,0,1e-06,"dir_sd",1.6e-05,0,0
500,0.75,0.1,0.5,0.95,0.999998,0.999975,0.999996,0.999753,-2.4e-05,-2e-06,-0.000246,0,0,0,0,0,0,"dir_sd",-2e-06,0,0
500,0.75,0.1,0.5,1,1,0.999998,1,0.999945,-2e-06,0,-5.5e-05,0,0,0,0,0,0,"dir_sd",0,0,0
500,0.75,0.25,-0.5,0,0,0.010247,0.036639,0.026068,0.010247,0.036639,0.026068,0.000112,0.00138,0.000713,7e-06,3.7e-05,3.3e-05,"dir_sd",0.036639,0.00138,3.7e-05
500,0.75,0.25,-0.5,0.05,0.032774,0.047347,0.10506,0.061756,0.014573,0.072286,0.028982,0.000256,0.00535,0.000941,4.4e-05,0.000125,0.000101,"dir_sd",0.072286,0.00535,0.000125
500,0.75,0.25,-0.5,0.1,0.114265,0.12347,0.205541,0.122449,0.009205,0.091276,0.008184,0.000214,0.00858,3e-04,0.00013,0.000249,0.000233,"dir_sd",0.091276,0.00858,0.000249
500,0.75,0.25,-0.5,0.15,0.223516,0.22856,0.32192,0.209275,0.005044,0.098404,-0.014241,0.000274,0.010037,0.00061,0.000249,0.000355,0.000408,"dir_sd",0.098404,0.010037,0.000355
500,0.75,0.25,-0.5,0.2,0.34464,0.346458,0.441334,0.317903,0.001818,0.096694,-0.026737,0.000354,0.009754,0.001277,0.000351,0.000405,0.000563,"dir_sd",0.096694,0.009754,0.000405
500,0.75,0.25,-0.5,0.25,0.466064,0.465425,0.555702,0.43926,-0.00064,0.089638,-0.026805,0.000406,0.008425,0.001354,0.000406,0.000391,0.000637,"dir_sd",0.089638,0.008425,0.000391
500,0.75,0.25,-0.5,0.3,0.579825,0.578003,0.659193,0.561012,-0.001822,0.079368,-0.018813,0.000404,0.006641,0.000965,0.000401,0.000342,0.000612,"dir_sd",0.079368,0.006641,0.000342
500,0.75,0.25,-0.5,0.35,0.68092,0.678668,0.747736,0.671922,-0.002252,0.066816,-0.008998,0.000367,0.004749,0.000598,0.000363,0.000285,0.000518,"dir_sd",0.066816,0.004749,0.000285
500,0.75,0.25,-0.5,0.4,0.76672,0.76389,0.820201,0.765695,-0.00283,0.053481,-0.001025,0.000316,0.00308,0.000394,0.000308,0.00022,0.000393,"dir_sd",0.053481,0.00308,0.00022
500,0.75,0.25,-0.5,0.45,0.836433,0.833106,0.877473,0.840392,-0.003326,0.041041,0.003959,0.000248,0.00184,0.000285,0.000238,0.000156,0.00027,"dir_sd",0.041041,0.00184,0.000156
500,0.75,0.25,-0.5,0.5,0.890625,0.887391,0.920808,0.896671,-0.003234,0.030183,0.006046,0.000177,0.001012,0.000205,0.000167,0.000102,0.000169,"dir_sd",0.030183,0.001012,0.000102
500,0.75,0.25,-0.5,0.55,0.930802,0.928035,0.95181,0.936796,-0.002767,0.021008,0.005994,0.000113,0.000501,0.000131,0.000105,6e-05,9.6e-05,"dir_sd",0.021008,0.000501,6e-05
500,0.75,0.25,-0.5,0.6,0.95904,0.956775,0.972668,0.963759,-0.002265,0.013628,0.004719,6.6e-05,0.000219,7.1e-05,6.1e-05,3.4e-05,4.9e-05,"dir_sd",0.013628,0.000219,3.4e-05
500,0.75,0.25,-0.5,0.65,0.977678,0.975854,0.985763,0.980716,-0.001824,0.008084,0.003038,3.6e-05,8.2e-05,3.2e-05,3.3e-05,1.7e-05,2.3e-05,"dir_sd",0.008084,8.2e-05,1.7e-05
500,0.75,0.25,-0.5,0.7,0.989065,0.987658,0.993367,0.99061,-0.001407,0.004302,0.001545,1.7e-05,2.6e-05,1.2e-05,1.5e-05,7e-06,9e-06,"dir_sd",0.004302,2.6e-05,7e-06
500,0.75,0.25,-0.5,0.75,0.995361,0.9944,0.997359,0.99589,-0.000961,0.001998,0.000528,7e-06,7e-06,4e-06,6e-06,3e-06,3e-06,"dir_sd",0.001998,7e-06,3e-06
500,0.75,0.25,-0.5,0.8,0.9984,0.997853,0.999156,0.998415,-0.000547,0.000756,1.5e-05,3e-06,1e-06,1e-06,2e-06,1e-06,1e-06,"dir_sd",0.000756,1e-06,1e-06
500,0.75,0.25,-0.5,0.85,0.999601,0.999348,0.999801,0.999474,-0.000253,2e-04,-0.000127,1e-06,0,0,1e-06,0,0,"dir_sd",2e-04,0,0
500,0.75,0.25,-0.5,0.9,0.999945,0.999857,0.999969,0.999854,-8.8e-05,2.4e-05,-9.1e-05,0,0,0,0,0,0,"dir_sd",2.4e-05,0,0
500,0.75,0.25,-0.5,0.95,0.999998,0.99998,0.999997,0.999966,-1.8e-05,-1e-06,-3.2e-05,0,0,0,0,0,0,"dir_sd",-1e-06,0,0
500,0.75,0.25,-0.5,1,1,0.999999,1,0.999993,-1e-06,0,-7e-06,0,0,0,0,0,0,"dir_sd",0,0,0
500,0.75,0.25,0,0,0,0.01044,0.037149,0.061323,0.01044,0.037149,0.061323,0.000116,0.001414,0.003847,7e-06,3.4e-05,8.7e-05,"dir_sd",0.037149,0.001414,3.4e-05
500,0.75,0.25,0,0.05,0.032774,0.047809,0.105972,0.109355,0.015035,0.073198,0.076581,0.000264,0.00547,0.006037,3.8e-05,0.000113,0.000173,"dir_sd",0.073198,0.00547,0.000113
500,0.75,0.25,0,0.1,0.114265,0.124206,0.206295,0.175753,0.009941,0.09203,0.061488,0.000215,0.008693,0.004066,0.000117,0.000224,0.000286,"dir_sd",0.09203,0.008693,0.000224
500,0.75,0.25,0,0.15,0.223516,0.228934,0.321985,0.25866,0.005418,0.098469,0.035144,0.000253,0.010021,0.001635,0.000224,0.000326,0.000401,"dir_sd",0.098469,0.010021,0.000326
500,0.75,0.25,0,0.2,0.34464,0.34609,0.440716,0.353461,0.00145,0.096076,0.008821,0.000332,0.009622,0.00057,0.00033,0.000392,0.000493,"dir_sd",0.096076,0.009622,0.000392
500,0.75,0.25,0,0.25,0.466064,0.464405,0.554554,0.453905,-0.001659,0.08849,-0.01216,0.000403,0.008221,0.000697,0.000401,0.000391,0.00055,"dir_sd",0.08849,0.008221,0.000391
500,0.75,0.25,0,0.3,0.579825,0.576478,0.657663,0.553385,-0.003347,0.077838,-0.02644,0.000414,0.006395,0.001266,0.000404,0.000337,0.000568,"dir_sd",0.077838,0.006395,0.000337
500,0.75,0.25,0,0.35,0.68092,0.676899,0.746436,0.646225,-0.004021,0.065516,-0.034696,0.000369,0.004569,0.001743,0.000354,0.000277,0.000541,"dir_sd",0.065516,0.004569,0.000277
500,0.75,0.25,0,0.4,0.76672,0.762509,0.819413,0.728566,-0.004211,0.052693,-0.038154,0.000319,0.002996,0.001924,0.000301,0.00022,0.000469,"dir_sd",0.052693,0.002996,0.00022
500,0.75,0.25,0,0.45,0.836433,0.832249,0.876858,0.798472,-0.004184,0.040426,-0.03796,0.000253,0.001785,0.001811,0.000236,0.000151,0.000371,"dir_sd",0.040426,0.001785,0.000151
500,0.75,0.25,0,0.5,0.890625,0.886654,0.920033,0.855502,-0.003971,0.029408,-0.035123,0.000177,0.000965,0.001502,0.000161,1e-04,0.000269,"dir_sd",0.029408,0.000965,1e-04
500,0.75,0.25,0,0.55,0.930802,0.92716,0.951041,0.900244,-0.003641,0.020239,-0.030558,0.000119,0.000473,0.001114,0.000106,6.4e-05,0.00018,"dir_sd",0.020239,0.000473,6.4e-05
500,0.75,0.25,0,0.6,0.95904,0.955993,0.972164,0.933938,-0.003047,0.013124,-0.025102,7.4e-05,0.000208,0.000742,6.5e-05,3.6e-05,0.000112,"dir_sd",0.013124,0.000208,3.6e-05
500,0.75,0.25,0,0.65,0.977678,0.975377,0.985534,0.958212,-0.002301,0.007856,-0.019466,4.1e-05,8e-05,0.000444,3.6e-05,1.9e-05,6.5e-05,"dir_sd",0.007856,8e-05,1.9e-05
500,0.75,0.25,0,0.7,0.989065,0.987448,0.993275,0.974882,-0.001617,0.00421,-0.014183,2e-05,2.6e-05,0.000237,1.7e-05,8e-06,3.6e-05,"dir_sd",0.00421,2.6e-05,8e-06
500,0.75,0.25,0,0.75,0.995361,0.994303,0.997286,0.985752,-0.001058,0.001925,-0.00961,8e-06,7e-06,0.000111,7e-06,3e-06,1.8e-05,"dir_sd",0.001925,7e-06,3e-06
500,0.75,0.25,0,0.8,0.9984,0.997772,0.999105,0.992432,-0.000628,0.000705,-0.005968,3e-06,1e-06,4.4e-05,3e-06,1e-06,9e-06,"dir_sd",0.000705,1e-06,1e-06
500,0.75,0.25,0,0.85,0.999601,0.999301,0.999788,0.996271,-3e-04,0.000186,-0.00333,1e-06,0,1.5e-05,1e-06,0,4e-06,"dir_sd",0.000186,0,0
