"n","p1","a","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.75,20,-0.5,3.6,0.999841,0.999611,0.999726,0.999705,-0.00023,-0.000115,-0.000136,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"hat",-0.000136,1e-06,1e-06
100,0.75,20,-0.5,3.7,0.999892,0.999721,0.999804,0.999792,-0.000171,-8.8e-05,-1e-04,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"hat",-1e-04,1e-06,1e-06
100,0.75,20,-0.5,3.8,0.999928,0.999801,0.999861,0.999854,-0.000127,-6.7e-05,-7.4e-05,1e-06,0,1e-06,1e-06,0,1e-06,"hat",-7.4e-05,1e-06,1e-06
100,0.75,20,-0.5,3.9,0.999952,0.999858,0.999901,0.999897,-9.4e-05,-5.1e-05,-5.5e-05,0,0,0,0,0,0,"hat",-5.5e-05,0,0
100,0.75,20,-0.5,4,0.999968,0.999899,0.99993,0.999928,-6.9e-05,-3.8e-05,-4e-05,0,0,0,0,0,0,"hat",-4e-05,0,0
100,0.75,20,0,-4,3.2e-05,0.000102,0.000157,0.000136,7.1e-05,0.000125,0.000105,0,0,0,0,0,0,"hat",0.000105,0,0
100,0.75,20,0,-3.9,4.8e-05,0.000153,0.00023,0.000193,0.000105,0.000182,0.000145,0,1e-06,1e-06,0,1e-06,1e-06,"hat",0.000145,1e-06,1e-06
100,0.75,20,0,-3.8,7.2e-05,0.000224,0.00033,0.00027,0.000152,0.000258,0.000198,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"hat",0.000198,1e-06,1e-06
100,0.75,20,0,-3.7,0.000108,0.000323,0.000467,0.000376,0.000215,0.000359,0.000268,1e-06,2e-06,1e-06,1e-06,1e-06,1e-06,"hat",0.000268,1e-06,1e-06
100,0.75,20,0,-3.6,0.000159,0.000458,0.000651,0.000519,0.000298,0.000492,0.00036,1e-06,2e-06,2e-06,1e-06,2e-06,2e-06,"hat",0.00036,2e-06,2e-06
100,0.75,20,0,-3.5,0.000233,0.00064,0.000899,0.000711,0.000407,0.000667,0.000478,2e-06,4e-06,3e-06,2e-06,3e-06,3e-06,"hat",0.000478,3e-06,3e-06
100,0.75,20,0,-3.4,0.000337,0.000884,0.001229,0.000967,0.000547,0.000893,0.00063,3e-06,5e-06,4e-06,3e-06,5e-06,4e-06,"hat",0.00063,4e-06,4e-06
100,0.75,20,0,-3.3,0.000483,0.00121,0.001666,0.001307,0.000727,0.001183,0.000824,5e-06,8e-06,6e-06,4e-06,7e-06,5e-06,"hat",0.000824,6e-06,5e-06
100,0.75,20,0,-3.2,0.000687,0.001642,0.002238,0.001755,0.000955,0.001551,0.001068,7e-06,1.2e-05,9e-06,6e-06,1e-05,8e-06,"hat",0.001068,9e-06,8e-06
100,0.75,20,0,-3.1,0.000968,0.002209,0.002979,0.002341,0.001241,0.002011,0.001373,1.1e-05,1.7e-05,1.3e-05,9e-06,1.3e-05,1.1e-05,"hat",0.001373,1.3e-05,1.1e-05
100,0.75,20,0,-3,0.00135,0.002944,0.003927,0.003101,0.001594,0.002578,0.001751,1.5e-05,2.5e-05,1.8e-05,1.3e-05,1.9e-05,1.5e-05,"hat",0.001751,1.8e-05,1.5e-05
100,0.75,20,0,-2.9,0.001866,0.003886,0.00513,0.00408,0.00202,0.003264,0.002214,2.2e-05,3.7e-05,2.6e-05,1.8e-05,2.6e-05,2.1e-05,"hat",0.002214,2.6e-05,2.1e-05
100,0.75,20,0,-2.8,0.002555,0.005082,0.006642,0.005329,0.002527,0.004087,0.002774,3.1e-05,5.2e-05,3.7e-05,2.5e-05,3.5e-05,3e-05,"hat",0.002774,3.7e-05,3e-05
100,0.75,20,0,-2.7,0.003467,0.006587,0.008528,0.006909,0.00312,0.005061,0.003442,4.4e-05,7.3e-05,5.3e-05,3.4e-05,4.8e-05,4.1e-05,"hat",0.003442,5.3e-05,4.1e-05
100,0.75,20,0,-2.6,0.004661,0.008466,0.010866,0.00889,0.003805,0.006205,0.004229,6e-05,0.000102,7.4e-05,4.6e-05,6.4e-05,5.6e-05,"hat",0.004229,7.4e-05,5.6e-05
100,0.75,20,0,-2.5,0.00621,0.010797,0.013743,0.01135,0.004588,0.007533,0.00514,8.2e-05,0.00014,0.000102,6.1e-05,8.3e-05,7.5e-05,"hat",0.00514,0.000102,7.5e-05
100,0.75,20,0,-2.4,0.008198,0.013668,0.017257,0.014376,0.00547,0.00906,0.006178,0.000109,0.000189,0.000138,7.9e-05,0.000107,1e-04,"hat",0.006178,0.000138,1e-04
100,0.75,20,0,-2.3,0.010724,0.017175,0.021519,0.018062,0.006451,0.010795,0.007337,0.000144,0.000253,0.000185,0.000102,0.000137,0.000131,"hat",0.007337,0.000185,0.000131
100,0.75,20,0,-2.2,0.013903,0.02143,0.026645,0.022511,0.007526,0.012742,0.008607,0.000187,0.000335,0.000244,0.000131,0.000173,0.00017,"hat",0.008607,0.000244,0.00017
100,0.75,20,0,-2.1,0.017864,0.026549,0.032762,0.027834,0.008685,0.014898,0.009969,0.00024,0.00044,0.000316,0.000165,0.000218,0.000217,"hat",0.009969,0.000316,0.000217
100,0.75,20,0,-2,0.02275,0.03266,0.040001,0.034151,0.00991,0.017251,0.011401,0.000305,0.00057,0.000404,0.000207,0.000273,0.000274,"hat",0.011401,0.000404,0.000274
100,0.75,20,0,-1.9,0.028717,0.039893,0.048496,0.041594,0.011177,0.01978,0.012877,0.000383,0.000729,0.000508,0.000259,0.000338,0.000343,"hat",0.012877,0.000508,0.000343
100,0.75,20,0,-1.8,0.03593,0.048385,0.058385,0.050299,0.012455,0.022455,0.014369,0.000475,0.000919,0.000629,0.00032,0.000415,0.000423,"hat",0.014369,0.000629,0.000423
100,0.75,20,0,-1.7,0.044565,0.058274,0.069804,0.060403,0.013708,0.025238,0.015838,0.00058,0.00114,0.000768,0.000392,0.000504,0.000518,"hat",0.015838,0.000768,0.000518
100,0.75,20,0,-1.6,0.054799,0.069696,0.082882,0.072033,0.014897,0.028083,0.017234,0.000696,0.00139,0.000922,0.000475,0.000603,0.000626,"hat",0.017234,0.000922,0.000626
100,0.75,20,0,-1.5,0.066807,0.08278,0.097735,0.0853,0.015973,0.030928,0.018492,0.000822,0.001667,0.001088,0.000568,0.000712,0.000747,"hat",0.018492,0.001088,0.000747
100,0.75,20,0,-1.4,0.080757,0.097642,0.114457,0.1003,0.016885,0.0337,0.019543,0.000955,0.001966,0.001261,0.000672,0.000832,0.00088,"hat",0.019543,0.001261,0.00088
100,0.75,20,0,-1.3,0.0968,0.114374,0.13312,0.117116,0.017573,0.036319,0.020316,0.001092,0.002277,0.001433,0.000785,0.00096,0.001023,"hat",0.020316,0.001433,0.001023
100,0.75,20,0,-1.2,0.11507,0.133049,0.153773,0.135818,0.017979,0.038703,0.020749,0.001228,0.002589,0.0016,0.000906,0.001093,0.001172,"hat",0.020749,0.0016,0.001172
100,0.75,20,0,-1.1,0.135666,0.153718,0.176444,0.156462,0.018052,0.040778,0.020796,0.001358,0.00289,0.001755,0.001034,0.00123,0.001325,"hat",0.020796,0.001755,0.001325
100,0.75,20,0,-1,0.158655,0.176407,0.201137,0.179084,0.017752,0.042482,0.020428,0.001477,0.003166,0.001894,0.001165,0.001364,0.00148,"hat",0.020428,0.001894,0.00148
100,0.75,20,0,-0.9,0.18406,0.201121,0.22783,0.203695,0.01706,0.04377,0.019635,0.001583,0.003406,0.002015,0.001295,0.001493,0.001633,"hat",0.019635,0.002015,0.001633
100,0.75,20,0,-0.8,0.211855,0.227835,0.256472,0.230276,0.01598,0.044616,0.018421,0.001673,0.0036,0.002119,0.001421,0.001613,0.001783,"hat",0.018421,0.002119,0.001783
100,0.75,20,0,-0.7,0.241964,0.2565,0.286972,0.258769,0.014536,0.045008,0.016805,0.001747,0.003742,0.002206,0.001539,0.001719,0.001928,"hat",0.016805,0.002206,0.001928
100,0.75,20,0,-0.6,0.274253,0.287022,0.319189,0.289075,0.012769,0.044936,0.014821,0.001807,0.003824,0.002281,0.001647,0.001808,0.002065,"hat",0.014821,0.002281,0.002065
100,0.75,20,0,-0.5,0.308538,0.31926,0.352926,0.321046,0.010722,0.044388,0.012508,0.001851,0.003844,0.002343,0.00174,0.001877,0.002191,"hat",0.012508,0.002343,0.002191
100,0.75,20,0,-0.4,0.344578,0.353014,0.387932,0.354482,0.008436,0.043354,0.009904,0.001883,0.0038,0.002392,0.001815,0.001925,0.002298,"hat",0.009904,0.002392,0.002298
100,0.75,20,0,-0.3,0.382089,0.388035,0.423922,0.389134,0.005946,0.041834,0.007046,0.001904,0.003699,0.002427,0.001872,0.001952,0.002382,"hat",0.007046,0.002427,0.002382
100,0.75,20,0,-0.2,0.42074,0.424036,0.460587,0.424715,0.003295,0.039847,0.003975,0.001919,0.003544,0.00245,0.001912,0.00196,0.002439,"hat",0.003975,0.00245,0.002439
100,0.75,20,0,-0.0999999999999996,0.460172,0.460708,0.497606,0.460914,0.000535,0.037434,0.000742,0.00193,0.003344,0.002462,0.001934,0.001946,0.002467,"hat",0.000742,0.002462,0.002467
100,0.75,20,0,0,0.5,0.49773,0.534654,0.497416,-0.00227,0.034654,-0.002584,0.001935,0.003105,0.002465,0.001934,0.001908,0.002464,"hat",-0.002584,0.002465,0.002464
100,0.75,20,0,0.100000000000001,0.539828,0.534777,0.571407,0.533918,-0.005051,0.031579,-0.00591,0.001932,0.002839,0.002458,0.00191,0.001846,0.002428,"hat",-0.00591,0.002458,0.002428
100,0.75,20,0,0.2,0.57926,0.571525,0.607549,0.570135,-0.007735,0.028289,-0.009125,0.001918,0.002562,0.00244,0.001862,0.001765,0.002361,"hat",-0.009125,0.00244,0.002361
100,0.75,20,0,0.3,0.617911,0.607656,0.64278,0.605791,-0.010256,0.024868,-0.01212,0.001895,0.002288,0.002414,0.001794,0.001673,0.002272,"hat",-0.01212,0.002414,0.002272
100,0.75,20,0,0.4,0.655422,0.642871,0.676827,0.640613,-0.012551,0.021405,-0.014809,0.001866,0.002025,0.002382,0.001712,0.00157,0.002167,"hat",-0.014809,0.002382,0.002167
100,0.75,20,0,0.5,0.691462,0.676899,0.709451,0.674325,-0.014564,0.017989,-0.017138,0.001826,0.001778,0.002344,0.001617,0.001458,0.002054,"hat",-0.017138,0.002344,0.002054
100,0.75,20,0,0.600000000000001,0.725747,0.709502,0.74045,0.70667,-0.016245,0.014703,-0.019077,0.001771,0.001551,0.002294,0.00151,0.001338,0.001934,"hat",-0.019077,0.002294,0.001934
100,0.75,20,0,0.7,0.758036,0.74048,0.769658,0.737427,-0.017556,0.011622,-0.020609,0.001698,0.001348,0.002225,0.001392,0.001216,0.001804,"hat",-0.020609,0.002225,0.001804
100,0.75,20,0,0.800000000000001,0.788145,0.769667,0.796942,0.766425,-0.018477,0.008797,-0.02172,0.001609,0.001171,0.002135,0.001271,0.001096,0.001667,"hat",-0.02172,0.002135,0.001667
100,0.75,20,0,0.9,0.81594,0.796933,0.822204,0.793536,-0.019007,0.006264,-0.022403,0.001508,0.001018,0.002024,0.001149,0.000981,0.001525,"hat",-0.022403,0.002024,0.001525
100,0.75,20,0,1,0.841345,0.822179,0.845382,0.818679,-0.019166,0.004037,-0.022666,0.001397,0.000886,0.001894,0.001032,0.000871,0.001383,"hat",-0.022666,0.001894,0.001383
100,0.75,20,0,1.1,0.864334,0.845342,0.866451,0.841804,-0.018992,0.002117,-0.02253,0.001278,0.000769,0.001747,0.000919,0.000766,0.001242,"hat",-0.02253,0.001747,0.001242
100,0.75,20,0,1.2,0.88493,0.866399,0.88543,0.862892,-0.018531,0.000499,-0.022038,0.001151,0.000665,0.001588,0.000809,0.000666,0.001105,"hat",-0.022038,0.001588,0.001105
100,0.75,20,0,1.3,0.9032,0.885367,0.902374,0.881959,-0.017833,-0.000825,-0.021241,0.001021,0.000571,0.00142,0.000704,0.000571,0.000971,"hat",-0.021241,0.00142,0.000971
100,0.75,20,0,1.4,0.919243,0.902302,0.917377,0.89905,-0.016942,-0.001867,-0.020193,0.00089,0.000485,0.001248,0.000604,0.000483,0.000841,"hat",-0.020193,0.001248,0.000841
100,0.75,20,0,1.5,0.933193,0.917296,0.930553,0.914245,-0.015897,-0.00264,-0.018948,0.000762,0.000408,0.001076,0.000511,0.000402,0.000718,"hat",-0.018948,0.001076,0.000718
100,0.75,20,0,1.6,0.945201,0.930466,0.942037,0.927648,-0.014735,-0.003164,-0.017553,0.000641,0.000339,0.000911,0.000425,0.00033,0.000604,"hat",-0.017553,0.000911,0.000604
100,0.75,20,0,1.7,0.955435,0.941945,0.951968,0.93938,-0.013489,-0.003466,-0.016054,0.000529,0.000278,0.000757,0.000348,0.000267,5e-04,"hat",-0.016054,0.000757,5e-04
100,0.75,20,0,1.8,0.96407,0.951875,0.960492,0.949575,-0.012194,-0.003578,-0.014495,0.00043,0.000226,0.000618,0.000281,0.000214,0.000409,"hat",-0.014495,0.000618,0.000409
100,0.75,20,0,1.9,0.971283,0.960399,0.96775,0.958365,-0.010884,-0.003533,-0.012918,0.000343,0.000182,0.000497,0.000225,0.00017,0.000331,"hat",-0.012918,0.000497,0.000331
100,0.75,20,0,2,0.97725,0.967659,0.973879,0.965881,-0.00959,-0.00337,-0.011369,0.00027,0.000145,0.000394,0.000178,0.000134,0.000266,"hat",-0.011369,0.000394,0.000266
100,0.75,20,0,2.1,0.982136,0.973793,0.97901,0.97225,-0.008342,-0.003125,-0.009885,0.00021,0.000115,0.000309,0.00014,0.000105,0.000212,"hat",-0.009885,0.000309,0.000212
100,0.75,20,0,2.2,0.986097,0.97893,0.983265,0.977597,-0.007166,-0.002832,-0.008499,0.000161,9e-05,0.000239,0.00011,8.2e-05,0.000167,"hat",-0.008499,0.000239,0.000167
100,0.75,20,0,2.3,0.989276,0.983191,0.986756,0.982044,-0.006085,-0.00252,-0.007232,0.000122,7e-05,0.000183,8.6e-05,6.4e-05,0.000131,"hat",-0.007232,0.000183,0.000131
100,0.75,20,0,2.4,0.991802,0.98669,0.989594,0.985708,-0.005112,-0.002209,-0.006094,9.2e-05,5.4e-05,0.000139,6.6e-05,4.9e-05,0.000102,"hat",-0.006094,0.000139,0.000102
100,0.75,20,0,2.5,0.99379,0.989536,0.991879,0.988701,-0.004255,-0.001912,-0.005089,6.9e-05,4.1e-05,0.000104,5.1e-05,3.8e-05,7.8e-05,"hat",-0.005089,0.000104,7.8e-05
100,0.75,20,0,2.6,0.995339,0.991828,0.993705,0.991126,-0.00351,-0.001634,-0.004213,5.1e-05,3.1e-05,7.7e-05,3.9e-05,2.9e-05,5.9e-05,"hat",-0.004213,7.7e-05,5.9e-05
100,0.75,20,0,2.7,0.996533,0.993661,0.995152,0.993076,-0.002872,-0.001381,-0.003457,3.8e-05,2.3e-05,5.6e-05,2.9e-05,2.2e-05,4.5e-05,"hat",-0.003457,5.6e-05,4.5e-05
100,0.75,20,0,2.8,0.997445,0.995115,0.996292,0.99463,-0.002329,-0.001153,-0.002814,2.8e-05,1.7e-05,4.1e-05,2.2e-05,1.6e-05,3.3e-05,"hat",-0.002814,4.1e-05,3.3e-05
100,0.75,20,0,2.9,0.998134,0.99626,0.997181,0.995861,-0.001874,-0.000953,-0.002273,2e-05,1.3e-05,3e-05,1.7e-05,1.2e-05,2.5e-05,"hat",-0.002273,3e-05,2.5e-05
100,0.75,20,0,3,0.99865,0.997155,0.997872,0.996827,-0.001495,-0.000779,-0.001823,1.4e-05,9e-06,2.1e-05,1.2e-05,9e-06,1.8e-05,"hat",-0.001823,2.1e-05,1.8e-05
100,0.75,20,0,3.1,0.999032,0.997849,0.998404,0.997581,-0.001183,-0.000629,-0.001451,1e-05,7e-06,1.5e-05,9e-06,6e-06,1.3e-05,"hat",-0.001451,1.5e-05,1.3e-05
100,0.75,20,0,3.2,0.999313,0.998386,0.998812,0.998166,-0.000927,-0.000501,-0.001147,7e-06,5e-06,1.1e-05,6e-06,5e-06,1e-05,"hat",-0.001147,1.1e-05,1e-05
100,0.75,20,0,3.3,0.999517,0.998797,0.999122,0.998618,-0.000719,-0.000395,-0.000899,5e-06,3e-06,8e-06,5e-06,3e-06,7e-06,"hat",-0.000899,8e-06,7e-06
100,0.75,20,0,3.4,0.999663,0.99911,0.999355,0.998965,-0.000553,-0.000308,-0.000698,4e-06,2e-06,5e-06,3e-06,2e-06,5e-06,"hat",-0.000698,5e-06,5e-06
100,0.75,20,0,3.5,0.999767,0.999346,0.999528,0.999229,-0.000422,-0.000239,-0.000538,2e-06,2e-06,4e-06,2e-06,2e-06,3e-06,"hat",-0.000538,4e-06,3e-06
100,0.75,20,0,3.6,0.999841,0.999521,0.999656,0.999429,-0.00032,-0.000185,-0.000412,2e-06,1e-06,3e-06,2e-06,1e-06,3e-06,"hat",-0.000412,3e-06,3e-06
100,0.75,20,0,3.7,0.999892,0.99965,0.99975,0.999579,-0.000242,-0.000142,-0.000314,1e-06,1e-06,2e-06,1e-06,1e-06,2e-06,"hat",-0.000314,2e-06,2e-06
100,0.75,20,0,3.8,0.999928,0.999745,0.999818,0.999689,-0.000182,-0.00011,-0.000238,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"hat",-0.000238,1e-06,1e-06
100,0.75,20,0,3.9,0.999952,0.999815,0.999868,0.999771,-0.000137,-8.4e-05,-0.000181,1e-06,0,1e-06,1e-06,0,1e-06,"hat",-0.000181,1e-06,1e-06
100,0.75,20,0,4,0.999968,0.999865,0.999904,0.999831,-0.000103,-6.4e-05,-0.000137,0,0,1e-06,0,0,1e-06,"hat",-0.000137,1e-06,1e-06
100,0.75,20,0.5,-4,3.2e-05,9.6e-05,0.000146,0.000216,6.4e-05,0.000114,0.000184,0,0,1e-06,0,0,1e-06,"hat",0.000184,1e-06,1e-06
100,0.75,20,0.5,-3.9,4.8e-05,0.000143,0.000213,0.000307,9.5e-05,0.000165,0.000259,0,1e-06,1e-06,0,1e-06,1e-06,"hat",0.000259,1e-06,1e-06
100,0.75,20,0.5,-3.8,7.2e-05,0.00021,0.000307,0.000432,0.000138,0.000235,0.000359,1e-06,1e-06,2e-06,1e-06,1e-06,2e-06,"hat",0.000359,2e-06,2e-06
100,0.75,20,0.5,-3.7,0.000108,0.000304,0.000437,0.000598,0.000196,0.000329,0.00049,1e-06,1e-06,3e-06,1e-06,1e-06,2e-06,"hat",0.00049,3e-06,2e-06
100,0.75,20,0.5,-3.6,0.000159,0.000432,0.000614,0.000817,0.000273,0.000454,0.000658,1e-06,2e-06,4e-06,1e-06,2e-06,4e-06,"hat",0.000658,4e-06,4e-06
100,0.75,20,0.5,-3.5,0.000233,0.000607,0.000851,0.001104,0.000374,0.000618,0.000871,2e-06,3e-06,6e-06,2e-06,3e-06,5e-06,"hat",0.000871,6e-06,5e-06
100,0.75,20,0.5,-3.4,0.000337,0.000842,0.001167,0.001475,0.000505,0.00083,0.001138,3e-06,5e-06,8e-06,3e-06,4e-06,7e-06,"hat",0.001138,8e-06,7e-06
100,0.75,20,0.5,-3.3,0.000483,0.001155,0.001583,0.001951,0.000672,0.001099,0.001468,4e-06,7e-06,1.2e-05,4e-06,6e-06,1e-05,"hat",0.001468,1.2e-05,1e-05
100,0.75,20,0.5,-3.2,0.000687,0.001568,0.002125,0.002557,0.000881,0.001438,0.00187,6e-06,1e-05,1.7e-05,6e-06,8e-06,1.4e-05,"hat",0.00187,1.7e-05,1.4e-05
100,0.75,20,0.5,-3.1,0.000968,0.002107,0.002826,0.003324,0.001139,0.001858,0.002357,9e-06,1.5e-05,2.4e-05,8e-06,1.1e-05,1.8e-05,"hat",0.002357,2.4e-05,1.8e-05
100,0.75,20,0.5,-3,0.00135,0.002803,0.003724,0.00429,0.001453,0.002374,0.00294,1.3e-05,2.1e-05,3.3e-05,1.1e-05,1.5e-05,2.5e-05,"hat",0.00294,3.3e-05,2.5e-05
100,0.75,20,0.5,-2.9,0.001866,0.003697,0.004867,0.005497,0.001831,0.003001,0.003631,1.8e-05,3e-05,4.6e-05,1.5e-05,2.1e-05,3.3e-05,"hat",0.003631,4.6e-05,3.3e-05
100,0.75,20,0.5,-2.8,0.002555,0.004834,0.00631,0.006999,0.002279,0.003755,0.004444,2.6e-05,4.3e-05,6.4e-05,2e-05,2.8e-05,4.4e-05,"hat",0.004444,6.4e-05,4.4e-05
100,0.75,20,0.5,-2.7,0.003467,0.006272,0.008119,0.008855,0.002805,0.004652,0.005388,3.5e-05,6e-05,8.8e-05,2.8e-05,3.8e-05,5.9e-05,"hat",0.005388,8.8e-05,5.9e-05
100,0.75,20,0.5,-2.6,0.004661,0.008074,0.010368,0.011134,0.003413,0.005707,0.006473,4.9e-05,8.4e-05,0.000119,3.7e-05,5.2e-05,7.7e-05,"hat",0.006473,0.000119,7.7e-05
100,0.75,20,0.5,-2.5,0.00621,0.010316,0.013146,0.013915,0.004107,0.006936,0.007705,6.7e-05,0.000117,0.000159,5e-05,6.9e-05,1e-04,"hat",0.007705,0.000159,1e-04
100,0.75,20,0.5,-2.4,0.008198,0.013087,0.016552,0.017288,0.004889,0.008354,0.00909,9e-05,0.00016,0.000211,6.6e-05,9.1e-05,0.000129,"hat",0.00909,0.000211,0.000129
100,0.75,20,0.5,-2.3,0.010724,0.016487,0.020701,0.021351,0.005763,0.009977,0.010627,0.00012,0.000218,0.000276,8.7e-05,0.000118,0.000163,"hat",0.010627,0.000276,0.000163
100,0.75,20,0.5,-2.2,0.013903,0.02063,0.025719,0.026214,0.006727,0.011815,0.012311,0.000159,0.000291,0.000355,0.000114,0.000152,0.000204,"hat",0.012311,0.000355,0.000204
100,0.75,20,0.5,-2.1,0.017864,0.025644,0.03174,0.031991,0.007779,0.013876,0.014126,0.000206,0.000385,0.000452,0.000146,0.000193,0.000253,"hat",0.014126,0.000452,0.000253
100,0.75,20,0.5,-2,0.02275,0.031662,0.038906,0.038797,0.008912,0.016156,0.016047,0.000263,0.000502,0.000567,0.000184,0.000242,0.00031,"hat",0.016047,0.000567,0.00031
100,0.75,20,0.5,-1.9,0.028717,0.038828,0.04736,0.046753,0.010112,0.018644,0.018036,0.000332,0.000645,7e-04,0.00023,0.000298,0.000376,"hat",0.018036,7e-04,0.000376
100,0.75,20,0.5,-1.8,0.03593,0.047284,0.057245,0.055977,0.011354,0.021315,0.020046,0.000412,0.000817,0.000853,0.000283,0.000364,0.000452,"hat",0.020046,0.000853,0.000452
100,0.75,20,0.5,-1.7,0.044565,0.057173,0.068697,0.066587,0.012607,0.024131,0.022022,0.000503,0.001019,0.001023,0.000345,0.000438,0.000539,"hat",0.022022,0.001023,0.000539
100,0.75,20,0.5,-1.6,0.054799,0.068631,0.081845,0.078695,0.013832,0.027046,0.023896,0.000605,0.001251,0.001205,0.000414,0.000521,0.000636,"hat",0.023896,0.001205,0.000636
100,0.75,20,0.5,-1.5,0.066807,0.08179,0.096809,0.092399,0.014982,0.030002,0.025592,0.000716,0.001511,0.001395,0.000492,0.000613,0.000742,"hat",0.025592,0.001395,0.000742
100,0.75,20,0.5,-1.4,0.080757,0.096765,0.113688,0.107776,0.016009,0.032931,0.027019,0.000833,0.001795,0.001586,0.000578,0.000712,0.000857,"hat",0.027019,0.001586,0.000857
100,0.75,20,0.5,-1.3,0.0968,0.113659,0.132562,0.124887,0.016859,0.035762,0.028087,0.000954,0.002094,0.001769,0.000671,0.000817,0.000982,"hat",0.028087,0.001769,0.000982
100,0.75,20,0.5,-1.2,0.11507,0.13255,0.153482,0.143781,0.01748,0.038412,0.028711,0.001074,0.002401,0.001938,0.00077,0.000928,0.001116,"hat",0.028711,0.001938,0.001116
100,0.75,20,0.5,-1.1,0.135666,0.153488,0.176469,0.164498,0.017822,0.040803,0.028831,0.00119,0.002705,0.002086,0.000875,0.001043,0.001258,"hat",0.028831,0.002086,0.001258
100,0.75,20,0.5,-1,0.158655,0.176496,0.201519,0.187072,0.017841,0.042863,0.028417,0.0013,0.002994,0.002208,0.000984,0.001159,0.001404,"hat",0.028417,0.002208,0.001404
100,0.75,20,0.5,-0.9,0.18406,0.201568,0.228598,0.211524,0.017508,0.044538,0.027464,0.0014,0.003254,0.002301,0.001095,0.001273,0.001549,"hat",0.027464,0.002301,0.001549
100,0.75,20,0.5,-0.8,0.211855,0.228672,0.257644,0.237843,0.016817,0.045789,0.025988,0.001486,0.003473,0.002361,0.001205,0.001379,0.001689,"hat",0.025988,0.002361,0.001689
100,0.75,20,0.5,-0.7,0.241964,0.257745,0.288552,0.265975,0.015781,0.046588,0.024012,0.001556,0.003642,0.00239,0.00131,0.001474,0.001817,"hat",0.024012,0.00239,0.001817
100,0.75,20,0.5,-0.6,0.274253,0.28868,0.321167,0.295818,0.014427,0.046914,0.021565,0.001611,0.003753,0.002393,0.001406,0.001555,0.001931,"hat",0.021565,0.002393,0.001931
100,0.75,20,0.5,-0.5,0.308538,0.321323,0.355285,0.327215,0.012785,0.046747,0.018677,0.001651,0.003799,0.002375,0.00149,0.001617,0.002031,"hat",0.018677,0.002375,0.002031
100,0.75,20,0.5,-0.4,0.344578,0.355466,0.390657,0.35997,0.010888,0.046079,0.015392,0.001675,0.003779,0.002346,0.001559,0.001659,0.002113,"hat",0.015392,0.002346,0.002113
100,0.75,20,0.5,-0.3,0.382089,0.390861,0.427002,0.393856,0.008773,0.044913,0.011767,0.001684,0.003694,0.002311,0.001611,0.00168,0.002176,"hat",0.011767,0.002311,0.002176
100,0.75,20,0.5,-0.2,0.42074,0.427225,0.464011,0.42862,0.006484,0.043271,0.00788,0.001682,0.003549,0.002276,0.001643,0.00168,0.002219,"hat",0.00788,0.002276,0.002219
100,0.75,20,0.5,-0.0999999999999996,0.460172,0.464247,0.501355,0.463992,0.004075,0.041183,0.00382,0.001669,0.003353,0.002251,0.001656,0.00166,0.002241,"hat",0.00382,0.002251,0.002241
100,0.75,20,0.5,0,0.5,0.501599,0.538689,0.499678,0.001599,0.038689,-0.000322,0.001649,0.003116,0.002243,0.00165,0.001623,0.002247,"hat",-0.000322,0.002243,0.002247
100,0.75,20,0.5,0.100000000000001,0.539828,0.538933,0.575657,0.535363,-0.000895,0.035829,-0.004465,0.001625,0.002854,0.002256,0.001628,0.001573,0.002241,"hat",-0.004465,0.002256,0.002241
100,0.75,20,0.5,0.2,0.57926,0.575892,0.611903,0.570724,-0.003367,0.032643,-0.008536,0.001601,0.002579,0.00229,0.001593,0.001517,0.002222,"hat",-0.008536,0.00229,0.002222
100,0.75,20,0.5,0.3,0.617911,0.612123,0.647092,0.605444,-0.005788,0.029181,-0.012467,0.001579,0.002302,0.002338,0.001549,0.001454,0.002187,"hat",-0.012467,0.002338,0.002187
100,0.75,20,0.5,0.4,0.655422,0.647291,0.680933,0.639235,-0.00813,0.025512,-0.016187,0.001559,0.00203,0.002387,0.001496,0.001382,0.002129,"hat",-0.016187,0.002387,0.002129
100,0.75,20,0.5,0.5,0.691462,0.681107,0.713192,0.671848,-0.010356,0.02173,-0.019614,0.001537,0.001771,0.002428,0.001433,0.001301,0.002047,"hat",-0.019614,0.002428,0.002047
100,0.75,20,0.5,0.600000000000001,0.725747,0.713339,0.743701,0.703084,-0.012408,0.017954,-0.022663,0.001508,0.001531,0.002452,0.001356,0.001212,0.001942,"hat",-0.022663,0.002452,0.001942
100,0.75,20,0.5,0.7,0.758036,0.743819,0.772344,0.732786,-0.014217,0.014308,-0.02525,0.001469,0.001319,0.002454,0.001269,0.001116,0.00182,"hat",-0.02525,0.002454,0.00182
100,0.75,20,0.5,0.800000000000001,0.788145,0.772436,0.799051,0.760838,-0.015709,0.010907,-0.027307,0.001419,0.001134,0.002428,0.001174,0.001017,0.001686,"hat",-0.027307,0.002428,0.001686
