"n","pA","sdC1","sdC2","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
500,0.75,0.5,0.05,0.5,0.1,0.001148,0.001104,0.044272,0.063175,-4.4e-05,0.043124,0.062026,2e-06,0.001865,0.003914,2e-06,6e-06,6.7e-05,"hat",0.062026,0.003914,6.7e-05
500,0.75,0.5,0.05,0.5,0.2,0.007926,0.007876,0.051044,0.079056,-5e-05,0.043118,0.071129,1.5e-05,0.001877,0.005149,1.5e-05,1.8e-05,9e-05,"hat",0.071129,0.005149,9e-05
500,0.75,0.5,0.05,0.5,0.3,0.023115,0.02258,0.065748,0.099735,-0.000535,0.042633,0.07662,4.3e-05,0.001865,0.005995,4.2e-05,4.7e-05,0.000124,"hat",0.07662,0.005995,0.000124
500,0.75,0.5,0.05,0.5,0.4,0.047423,0.047288,0.090456,0.125385,-0.000135,0.043034,0.077963,8.8e-05,0.001945,0.006245,8.8e-05,9.4e-05,0.000167,"hat",0.077963,0.006245,0.000167
500,0.75,0.5,0.05,0.5,0.5,0.080301,0.079956,0.123124,0.155373,-0.000345,0.042823,0.075072,0.000149,0.001992,0.005836,0.000149,0.000158,0.000201,"hat",0.075072,0.005836,0.000201
500,0.75,0.5,0.05,0.5,0.6,0.120513,0.120048,0.163216,0.189224,-0.000465,0.042703,0.068711,0.000207,0.00204,0.004962,0.000207,0.000217,0.000241,"hat",0.068711,0.004962,0.000241
500,0.75,0.5,0.05,0.5,0.7,0.166502,0.166044,0.209212,0.226094,-0.000458,0.04271,0.059591,0.000289,0.002123,0.003858,0.000289,3e-04,0.000308,"hat",0.059591,0.003858,0.000308
500,0.75,0.5,0.05,0.5,0.8,0.216642,0.216368,0.259536,0.265919,-0.000274,0.042895,0.049278,0.000341,0.002189,0.002818,0.000342,0.00035,0.000391,"hat",0.049278,0.002818,0.000391
500,0.75,0.5,0.05,0.5,0.9,0.269379,0.270192,0.31336,0.307778,0.000813,0.043981,0.038399,0.000414,0.002354,0.001927,0.000414,0.00042,0.000453,"hat",0.038399,0.001927,0.000453
500,0.75,0.5,0.05,0.5,1,0.323324,0.323964,0.367132,0.34993,0.00064,0.043809,0.026607,0.000458,0.002381,0.001176,0.000459,0.000463,0.000469,"hat",0.026607,0.001176,0.000469
500,0.75,0.5,0.05,0.5,1.1,0.377286,0.377024,0.420192,0.391835,-0.000262,0.042906,0.014548,0.000482,0.002325,0.000705,0.000483,0.000485,0.000495,"hat",0.014548,0.000705,0.000495
500,0.75,0.5,0.05,0.5,1.2,0.430291,0.429696,0.472864,0.433431,-0.000595,0.042573,0.00314,0.000491,0.002302,0.00052,0.000491,0.00049,0.000511,"hat",0.00314,0.00052,0.000511
500,0.75,0.5,0.05,0.5,1.3,0.48157,0.480944,0.524112,0.47427,-0.000626,0.042542,-0.0073,0.000502,0.002306,0.000567,0.000503,0.000497,0.000515,"hat",-0.0073,0.000567,0.000515
500,0.75,0.5,0.05,0.5,1.4,0.530546,0.530216,0.573384,0.514053,-0.00033,0.042838,-0.016493,0.000459,0.002285,0.000772,0.00046,0.000451,0.000501,"hat",-0.016493,0.000772,0.000501
500,0.75,0.5,0.05,0.5,1.5,0.57681,0.576504,0.619672,0.552992,-0.000306,0.042862,-0.023818,0.000456,0.002282,0.00105,0.000456,0.000445,0.000483,"hat",-0.023818,0.00105,0.000483
500,0.75,0.5,0.05,0.5,1.6,0.620096,0.620208,0.663376,0.589929,0.000112,0.04328,-0.030167,0.000421,0.002279,0.001372,0.000422,0.000407,0.000463,"hat",-0.030167,0.001372,0.000463
500,0.75,0.5,0.05,0.5,1.7,0.66026,0.660256,0.703424,0.624868,-4e-06,0.043164,-0.035393,0.000406,0.002249,0.001673,0.000406,0.000386,0.000422,"hat",-0.035393,0.001673,0.000422
500,0.75,0.5,0.05,0.5,1.8,0.697253,0.69734,0.740508,0.657751,8.7e-05,0.043255,-0.039503,0.00038,0.00223,0.001957,0.00038,0.00036,0.000397,"hat",-0.039503,0.001957,0.000397
500,0.75,0.5,0.05,0.5,1.9,0.731103,0.731512,0.77468,0.688718,0.000409,0.043577,-0.042385,0.000368,0.002243,0.002178,0.000369,0.000344,0.000382,"hat",-0.042385,0.002178,0.000382
500,0.75,0.5,0.05,0.5,2,0.761897,0.76266,0.805828,0.717731,0.000763,0.043932,-0.044166,0.000345,0.002247,0.002324,0.000345,0.000318,0.000375,"hat",-0.044166,0.002324,0.000375
500,0.75,0.5,0.05,0.5,2.1,0.789762,0.790352,0.83352,0.744497,0.00059,0.043758,-0.045265,0.000325,0.002211,0.002409,0.000326,0.000297,0.000361,"hat",-0.045265,0.002409,0.000361
500,0.75,0.5,0.05,0.5,2.2,0.814858,0.815216,0.858384,0.768862,0.000358,0.043526,-0.045996,0.000288,0.002154,0.002445,0.000289,0.00026,0.00033,"hat",-0.045996,0.002445,0.00033
500,0.75,0.5,0.05,0.5,2.3,0.837361,0.837224,0.880392,0.790995,-0.000137,0.043031,-0.046366,0.000275,0.002097,0.002457,0.000276,0.000246,0.000307,"hat",-0.046366,0.002457,0.000307
500,0.75,0.5,0.05,0.5,2.4,0.857461,0.857388,0.900556,0.811168,-7.3e-05,0.043095,-0.046293,0.000254,0.002081,0.002429,0.000254,0.000224,0.000287,"hat",-0.046293,0.002429,0.000287
500,0.75,0.5,0.05,0.5,2.5,0.875348,0.87554,0.918708,0.83031,0.000192,0.04336,-0.045038,0.000214,0.002064,0.002287,0.000215,0.000184,0.000259,"hat",-0.045038,0.002287,0.000259
500,0.75,0.5,0.05,0.5,2.6,0.891213,0.89132,0.934488,0.847859,0.000107,0.043275,-0.043354,0.000196,0.002039,0.00211,0.000196,0.000167,0.000231,"hat",-0.043354,0.00211,0.000231
500,0.75,0.5,0.05,0.5,2.7,0.905242,0.905164,0.948332,0.863603,-7.8e-05,0.04309,-0.041639,0.000168,0.001996,0.001938,0.000168,0.00014,0.000204,"hat",-0.041639,0.001938,0.000204
500,0.75,0.5,0.05,0.5,2.8,0.917612,0.917844,0.961012,0.877776,0.000232,0.043401,-0.039835,0.000145,0.002001,0.001768,0.000145,0.000118,0.000182,"hat",-0.039835,0.001768,0.000182
500,0.75,0.5,0.05,0.5,2.9,0.928489,0.928768,0.971936,0.891063,0.000279,0.043447,-0.037426,0.000122,0.001984,0.00156,0.000123,9.6e-05,0.000159,"hat",-0.037426,0.00156,0.000159
500,0.75,0.5,0.05,0.5,3,0.938031,0.938612,0.981715,0.902984,0.000581,0.043684,-0.035047,0.000104,0.001985,0.001368,0.000104,7.7e-05,0.00014,"hat",-0.035047,0.001368,0.00014
500,0.75,0.5,0.05,0.5,3.1,0.946382,0.946808,0.989621,0.913508,0.000426,0.043239,-0.032875,8.8e-05,0.001924,0.001206,8.8e-05,5.5e-05,0.000125,"hat",-0.032875,0.001206,0.000125
500,0.75,0.5,0.05,0.5,3.2,0.953676,0.953924,0.995422,0.92285,0.000248,0.041746,-0.030826,7.9e-05,0.001774,0.001062,7.9e-05,3.1e-05,0.000112,"hat",-0.030826,0.001062,0.000112
500,0.75,0.5,0.05,0.5,3.3,0.960032,0.959996,0.998455,0.931173,-3.6e-05,0.038422,-0.02886,7e-05,0.001487,0.000933,7e-05,1.1e-05,1e-04,"hat",-0.02886,0.000933,1e-04
500,0.75,0.5,0.05,0.5,3.4,0.965562,0.965492,0.999615,0.938773,-7e-05,0.034053,-0.026789,6.4e-05,0.001162,0.000808,6.4e-05,2e-06,9e-05,"hat",-0.026789,0.000808,9e-05
500,0.75,0.5,0.05,0.5,3.5,0.970364,0.970432,0.99995,0.945692,6.8e-05,0.029586,-0.024672,5.6e-05,0.000876,0.000689,5.6e-05,0,8.1e-05,"hat",-0.024672,0.000689,8.1e-05
500,0.75,0.5,0.05,0.5,3.6,0.974526,0.974716,0.999993,0.951828,0.00019,0.025466,-0.022699,4.7e-05,0.000649,0.000585,4.7e-05,0,7e-05,"hat",-0.022699,0.000585,7e-05
500,0.75,0.5,0.05,0.5,3.7,0.978129,0.978316,1,0.957277,0.000187,0.021871,-0.020852,3.9e-05,0.000478,0.000496,4e-05,0,6.2e-05,"hat",-0.020852,0.000496,6.2e-05
500,0.75,0.5,0.05,0.5,3.8,0.981243,0.98144,1,0.96214,0.000197,0.018757,-0.019103,3.4e-05,0.000352,0.000418,3.4e-05,0,5.3e-05,"hat",-0.019103,0.000418,5.3e-05
500,0.75,0.5,0.05,0.5,3.9,0.98393,0.984148,1,0.966372,0.000218,0.01607,-0.017558,3e-05,0.000258,0.000356,3e-05,0,4.8e-05,"hat",-0.017558,0.000356,4.8e-05
500,0.75,0.5,0.05,0.5,4,0.986246,0.986512,1,0.97012,0.000266,0.013754,-0.016126,2.6e-05,0.000189,0.000303,2.6e-05,0,4.3e-05,"hat",-0.016126,0.000303,4.3e-05
500,0.75,0.5,0.25,-0.5,0,0,0,0.043482,0.017038,0,0.043482,0.017038,0,0.001895,0.000311,0,4e-06,2.1e-05,"hat",0.017038,0.000311,2.1e-05
500,0.75,0.5,0.25,-0.5,0.1,0.001148,0.00126,0.044742,0.02506,0.000112,0.043593,0.023912,2e-06,0.001907,0.000605,2e-06,6e-06,3.4e-05,"hat",0.023912,0.000605,3.4e-05
500,0.75,0.5,0.25,-0.5,0.2,0.007926,0.008044,0.051526,0.036009,0.000118,0.043599,0.028082,1.6e-05,0.001922,0.000842,1.6e-05,2.1e-05,5.4e-05,"hat",0.028082,0.000842,5.4e-05
500,0.75,0.5,0.25,-0.5,0.3,0.023115,0.023276,0.066758,0.050689,0.000161,0.043642,0.027574,4.4e-05,0.001955,0.000845,4.4e-05,5e-05,8.5e-05,"hat",0.027574,0.000845,8.5e-05
500,0.75,0.5,0.25,-0.5,0.4,0.047423,0.047588,0.09107,0.069908,0.000165,0.043647,0.022485,9.1e-05,0.002005,0.000635,9.1e-05,1e-04,0.000129,"hat",0.022485,0.000635,0.000129
500,0.75,0.5,0.25,-0.5,0.5,0.080301,0.079912,0.123394,0.09428,-0.000389,0.043092,0.013979,0.000146,0.002014,0.000382,0.000147,0.000158,0.000187,"hat",0.013979,0.000382,0.000187
500,0.75,0.5,0.25,-0.5,0.6,0.120513,0.120572,0.164054,0.124126,5.9e-05,0.043541,0.003613,0.00021,0.002119,0.000271,0.000211,0.000224,0.000258,"hat",0.003613,0.000271,0.000258
500,0.75,0.5,0.25,-0.5,0.7,0.166502,0.166124,0.209606,0.159459,-0.000378,0.043103,-0.007043,0.000265,0.002136,0.000391,0.000266,0.000279,0.000343,"hat",-0.007043,0.000391,0.000343
500,0.75,0.5,0.25,-0.5,0.8,0.216642,0.216296,0.259778,0.199864,-0.000346,0.043136,-0.016777,3e-04,0.002173,0.000713,3e-04,0.000313,0.000433,"hat",-0.016777,0.000713,0.000433
500,0.75,0.5,0.25,-0.5,0.9,0.269379,0.268844,0.312326,0.244661,-0.000535,0.042947,-0.024718,0.000333,0.002188,0.001135,0.000334,0.000344,0.000525,"hat",-0.024718,0.001135,0.000525
500,0.75,0.5,0.25,-0.5,1,0.323324,0.32308,0.366562,0.292757,-0.000244,0.043238,-0.030566,0.000387,0.002263,0.00154,0.000388,0.000395,0.000607,"hat",-0.030566,0.00154,0.000607
500,0.75,0.5,0.25,-0.5,1.1,0.377286,0.376908,0.42039,0.343042,-0.000378,0.043103,-0.034244,0.000418,0.002279,0.001848,0.000418,0.000422,0.000677,"hat",-0.034244,0.001848,0.000677
500,0.75,0.5,0.25,-0.5,1.2,0.430291,0.429572,0.473054,0.39442,-0.000719,0.042762,-0.035872,0.000456,0.002282,0.00201,0.000456,0.000454,0.000725,"hat",-0.035872,0.00201,0.000725
500,0.75,0.5,0.25,-0.5,1.3,0.48157,0.480284,0.523766,0.445867,-0.001286,0.042195,-0.035704,0.000447,0.002221,0.00203,0.000446,0.000441,0.000757,"hat",-0.035704,0.00203,0.000757
500,0.75,0.5,0.25,-0.5,1.4,0.530546,0.528672,0.572154,0.496375,-0.001874,0.041607,-0.034171,0.000486,0.002202,0.001929,0.000483,0.000472,0.000763,"hat",-0.034171,0.001929,0.000763
500,0.75,0.5,0.25,-0.5,1.5,0.57681,0.575364,0.618846,0.545171,-0.001446,0.042036,-0.031639,0.000468,0.002217,0.001747,0.000467,0.000451,0.000747,"hat",-0.031639,0.001747,0.000747
500,0.75,0.5,0.25,-0.5,1.6,0.620096,0.617948,0.66143,0.591674,-0.002148,0.041333,-0.028422,0.000471,0.002153,0.001527,0.000467,0.000446,0.00072,"hat",-0.028422,0.001527,0.00072
500,0.75,0.5,0.25,-0.5,1.7,0.66026,0.657616,0.701098,0.635418,-0.002644,0.040838,-0.024842,0.000437,0.002073,0.001298,0.000431,0.000406,0.000682,"hat",-0.024842,0.001298,0.000682
500,0.75,0.5,0.25,-0.5,1.8,0.697253,0.695376,0.738858,0.67609,-0.001877,0.041605,-0.021163,0.000397,0.002099,0.001084,0.000394,0.000369,0.000638,"hat",-0.021163,0.001084,0.000638
500,0.75,0.5,0.25,-0.5,1.9,0.731103,0.729116,0.772598,0.713572,-0.001987,0.041494,-0.017531,0.000385,0.002075,0.000892,0.000382,0.000354,0.000586,"hat",-0.017531,0.000892,0.000586
500,0.75,0.5,0.25,-0.5,2,0.761897,0.76006,0.803542,0.747837,-0.001837,0.041645,-0.014059,0.000345,0.002046,0.00073,0.000343,0.000313,0.000534,"hat",-0.014059,0.00073,0.000534
500,0.75,0.5,0.25,-0.5,2.1,0.789762,0.788612,0.832094,0.778951,-0.00115,0.042332,-0.010811,0.000311,0.00207,0.000595,0.00031,0.000278,0.000479,"hat",-0.010811,0.000595,0.000479
500,0.75,0.5,0.25,-0.5,2.2,0.814858,0.813532,0.857014,0.80698,-0.001326,0.042156,-0.007878,0.000291,0.002033,0.000486,0.00029,0.000256,0.000425,"hat",-0.007878,0.000486,0.000425
500,0.75,0.5,0.25,-0.5,2.3,0.837361,0.835712,0.879194,0.832106,-0.001649,0.041832,-0.005255,0.000271,0.001984,4e-04,0.000269,0.000234,0.000373,"hat",-0.005255,4e-04,0.000373
500,0.75,0.5,0.25,-0.5,2.4,0.857461,0.855908,0.89939,0.854432,-0.001553,0.041929,-0.003029,0.000256,0.001975,0.000332,0.000255,0.000218,0.000324,"hat",-0.003029,0.000332,0.000324
500,0.75,0.5,0.25,-0.5,2.5,0.875348,0.874028,0.91751,0.874133,-0.00132,0.042162,-0.001215,0.000227,0.001967,0.00028,0.000226,0.000189,0.000279,"hat",-0.001215,0.00028,0.000279
500,0.75,0.5,0.25,-0.5,2.6,0.891213,0.889992,0.933474,0.891443,-0.001221,0.04226,0.00023,0.000205,0.001954,0.000238,0.000204,0.000169,0.000239,"hat",0.00023,0.000238,0.000239
500,0.75,0.5,0.25,-0.5,2.7,0.905242,0.904436,0.947918,0.906559,-0.000806,0.042676,0.001316,0.00019,0.001975,0.000205,0.00019,0.000154,0.000204,"hat",0.001316,0.000205,0.000204
500,0.75,0.5,0.25,-0.5,2.8,0.917612,0.916584,0.960066,0.919709,-0.001028,0.042454,0.002097,0.000169,0.001937,0.000179,0.000168,0.000135,0.000175,"hat",0.002097,0.000179,0.000175
500,0.75,0.5,0.25,-0.5,2.9,0.928489,0.927648,0.97113,0.931114,-0.000841,0.042641,0.002625,0.000147,0.001934,0.000155,0.000146,0.000116,0.000149,"hat",0.002625,0.000155,0.000149
500,0.75,0.5,0.25,-0.5,3,0.938031,0.937172,0.980602,0.940911,-0.000859,0.042571,0.00288,0.000122,0.001903,0.000134,0.000121,9.1e-05,0.000126,"hat",0.00288,0.000134,0.000126
500,0.75,0.5,0.25,-0.5,3.1,0.946382,0.945496,0.988575,0.949367,-0.000886,0.042192,0.002985,0.000105,0.001847,0.000115,0.000104,6.7e-05,0.000106,"hat",0.002985,0.000115,0.000106
500,0.75,0.5,0.25,-0.5,3.2,0.953676,0.952808,0.994543,0.956604,-0.000868,0.040867,0.002928,9e-05,0.001706,9.8e-05,8.9e-05,3.6e-05,9e-05,"hat",0.002928,9.8e-05,9e-05
500,0.75,0.5,0.25,-0.5,3.3,0.960032,0.9592,0.998182,0.96278,-0.000832,0.03815,0.002748,7.8e-05,0.001467,8.2e-05,7.8e-05,1.2e-05,7.5e-05,"hat",0.002748,8.2e-05,7.5e-05
500,0.75,0.5,0.25,-0.5,3.4,0.965562,0.964696,0.999587,0.968091,-0.000866,0.034025,0.002529,6.8e-05,0.00116,6.9e-05,6.7e-05,2e-06,6.3e-05,"hat",0.002529,6.9e-05,6.3e-05
500,0.75,0.5,0.25,-0.5,3.5,0.970364,0.969388,0.999963,0.97262,-0.000976,0.029599,0.002256,5.9e-05,0.000876,5.7e-05,5.8e-05,0,5.2e-05,"hat",0.002256,5.7e-05,5.2e-05
500,0.75,0.5,0.25,-0.5,3.6,0.974526,0.973636,0.999999,0.976472,-0.00089,0.025473,0.001946,4.9e-05,0.000649,4.7e-05,4.9e-05,0,4.4e-05,"hat",0.001946,4.7e-05,4.4e-05
500,0.75,0.5,0.25,-0.5,3.7,0.978129,0.977372,1,0.979754,-0.000757,0.021871,0.001624,4.2e-05,0.000478,3.9e-05,4.2e-05,0,3.7e-05,"hat",0.001624,3.9e-05,3.7e-05
500,0.75,0.5,0.25,-0.5,3.8,0.981243,0.980808,1,0.982537,-0.000435,0.018757,0.001294,3.6e-05,0.000352,3.2e-05,3.6e-05,0,3e-05,"hat",0.001294,3.2e-05,3e-05
500,0.75,0.5,0.25,-0.5,3.9,0.98393,0.98364,1,0.984906,-0.00029,0.01607,0.000976,3.1e-05,0.000258,2.6e-05,3.1e-05,0,2.6e-05,"hat",0.000976,2.6e-05,2.6e-05
500,0.75,0.5,0.25,-0.5,4,0.986246,0.985784,1,0.986895,-0.000462,0.013754,0.000649,2.7e-05,0.000189,2.2e-05,2.7e-05,0,2.1e-05,"hat",0.000649,2.2e-05,2.1e-05
500,0.75,0.5,0.25,0,0,0,0,0.043253,0.042985,0,0.043253,0.042985,0,0.001875,0.001895,0,4e-06,4.7e-05,"hat",0.042985,0.001895,4.7e-05
500,0.75,0.5,0.25,0,0.1,0.001148,0.001028,0.044281,0.05674,-0.00012,0.043133,0.055592,2e-06,0.001866,0.003158,2e-06,6e-06,6.8e-05,"hat",0.055592,0.003158,6.8e-05
500,0.75,0.5,0.25,0,0.2,0.007926,0.007852,0.051105,0.073722,-7.4e-05,0.043179,0.065795,1.6e-05,0.001885,0.004424,1.6e-05,2.1e-05,9.5e-05,"hat",0.065795,0.004424,9.5e-05
500,0.75,0.5,0.25,0,0.3,0.023115,0.02296,0.066213,0.094358,-0.000155,0.043098,0.071243,4.7e-05,0.001911,0.005205,4.7e-05,5.4e-05,0.00013,"hat",0.071243,0.005205,0.00013
500,0.75,0.5,0.25,0,0.4,0.047423,0.0471,0.090353,0.118773,-0.000323,0.04293,0.07135,9.1e-05,0.001941,0.005261,9.1e-05,9.9e-05,0.000171,"hat",0.07135,0.005261,0.000171
500,0.75,0.5,0.25,0,0.5,0.080301,0.079948,0.123201,0.147068,-0.000353,0.0429,0.066767,0.000142,0.001989,0.004676,0.000142,0.000149,0.000218,"hat",0.066767,0.004676,0.000218
500,0.75,0.5,0.25,0,0.6,0.120513,0.119856,0.163109,0.178909,-0.000657,0.042596,0.058396,0.000218,0.002039,0.00368,0.000218,0.000225,0.00027,"hat",0.058396,0.00368,0.00027
500,0.75,0.5,0.25,0,0.7,0.166502,0.16574,0.208993,0.214047,-0.000762,0.042491,0.047544,0.000291,0.002102,0.002585,0.000291,0.000297,0.000325,"hat",0.047544,0.002585,0.000325
500,0.75,0.5,0.25,0,0.8,0.216642,0.21592,0.259173,0.252002,-0.000722,0.042532,0.035361,0.00036,0.002177,0.001628,0.000361,0.000369,0.000378,"hat",0.035361,0.001628,0.000378
500,0.75,0.5,0.25,0,0.9,0.269379,0.268208,0.311461,0.292146,-0.001171,0.042082,0.022767,0.000419,0.002193,0.000948,0.000419,0.000423,0.00043,"hat",0.022767,0.000948,0.00043
500,0.75,0.5,0.25,0,1,0.323324,0.321576,0.364829,0.333874,-0.001748,0.041505,0.01055,0.000459,0.002184,0.000587,0.000456,0.000462,0.000477,"hat",0.01055,0.000587,0.000477
500,0.75,0.5,0.25,0,1.1,0.377286,0.375612,0.418865,0.376524,-0.001674,0.041579,-0.000762,0.000479,0.002206,0.000515,0.000477,0.000479,0.000515,"hat",-0.000762,0.000515,0.000515
500,0.75,0.5,0.25,0,1.2,0.430291,0.429024,0.472277,0.419417,-0.001267,0.041986,-0.010874,0.000475,0.002237,0.000655,0.000474,0.000476,0.000538,"hat",-0.010874,0.000655,0.000538
500,0.75,0.5,0.25,0,1.3,0.48157,0.480348,0.523601,0.46197,-0.001222,0.042031,-0.0196,0.000467,0.002231,0.000932,0.000467,0.000466,0.000549,"hat",-0.0196,0.000932,0.000549
500,0.75,0.5,0.25,0,1.4,0.530546,0.529252,0.572505,0.50375,-0.001294,0.041959,-0.026796,0.000458,0.002213,0.001262,0.000457,0.000453,0.000545,"hat",-0.026796,0.001262,0.000545
500,0.75,0.5,0.25,0,1.5,0.57681,0.575396,0.618649,0.544268,-0.001414,0.041839,-0.032542,0.000453,0.002191,0.00159,0.000452,0.000442,0.000532,"hat",-0.032542,0.00159,0.000532
500,0.75,0.5,0.25,0,1.6,0.620096,0.618632,0.661885,0.583175,-0.001464,0.041789,-0.036921,0.000458,0.002186,0.001877,0.000457,0.00044,0.000515,"hat",-0.036921,0.001877,0.000515
500,0.75,0.5,0.25,0,1.7,0.66026,0.659296,0.702549,0.620292,-0.000964,0.042289,-0.039968,0.000427,0.002196,0.002091,0.000427,0.000409,0.000495,"hat",-0.039968,0.002091,0.000495
500,0.75,0.5,0.25,0,1.8,0.697253,0.695828,0.739081,0.655431,-0.001425,0.041828,-0.041822,0.000418,0.002143,0.00222,0.000417,0.000394,0.000472,"hat",-0.041822,0.00222,0.000472
500,0.75,0.5,0.25,0,1.9,0.731103,0.729432,0.772685,0.68853,-0.001671,0.041582,-0.042574,0.000395,0.002097,0.002261,0.000393,0.000368,0.000449,"hat",-0.042574,0.002261,0.000449
500,0.75,0.5,0.25,0,2,0.761897,0.760576,0.803829,0.719516,-0.001321,0.041932,-0.042381,0.000355,0.002084,0.002219,0.000354,0.000326,0.000424,"hat",-0.042381,0.002219,0.000424
500,0.75,0.5,0.25,0,2.1,0.789762,0.788372,0.831625,0.74822,-0.00139,0.041863,-0.041542,0.000333,0.002054,0.002121,0.000332,0.000302,0.000396,"hat",-0.041542,0.002121,0.000396
500,0.75,0.5,0.25,0,2.2,0.814858,0.81422,0.857473,0.774663,-0.000638,0.042615,-0.040195,0.000301,0.002084,0.00198,0.000301,0.000269,0.000366,"hat",-0.040195,0.00198,0.000366
500,0.75,0.5,0.25,0,2.3,0.837361,0.837008,0.880261,0.798954,-0.000353,0.0429,-0.038407,0.000262,0.00207,0.001808,0.000263,0.00023,0.000333,"hat",-0.038407,0.001808,0.000333
500,0.75,0.5,0.25,0,2.4,0.857461,0.856848,0.900101,0.821116,-0.000613,0.04264,-0.036345,0.000235,0.00202,0.00162,0.000235,0.000203,3e-04,"hat",-0.036345,0.00162,3e-04
500,0.75,0.5,0.25,0,2.5,0.875348,0.87452,0.917773,0.841185,-0.000828,0.042425,-0.034163,0.000211,0.001978,0.001435,0.000211,0.000178,0.000269,"hat",-0.034163,0.001435,0.000269
500,0.75,0.5,0.25,0,2.6,0.891213,0.890324,0.933577,0.859291,-0.000889,0.042364,-0.031923,0.000192,0.001953,0.001257,0.000191,0.000158,0.000239,"hat",-0.031923,0.001257,0.000239
500,0.75,0.5,0.25,0,2.7,0.905242,0.904472,0.947725,0.875585,-0.00077,0.042483,-0.029657,0.000172,0.001944,0.001092,0.000171,0.000139,0.000213,"hat",-0.029657,0.001092,0.000213
500,0.75,0.5,0.25,0,2.8,0.917612,0.917028,0.960281,0.89022,-0.000584,0.042669,-0.027391,0.000154,0.001943,0.000939,0.000154,0.000123,0.000189,"hat",-0.027391,0.000939,0.000189
500,0.75,0.5,0.25,0,2.9,0.928489,0.927992,0.971243,0.903299,-0.000497,0.042754,-0.025191,0.000142,0.001939,0.000803,0.000142,0.000111,0.000169,"hat",-0.025191,0.000803,0.000169
500,0.75,0.5,0.25,0,3,0.938031,0.937908,0.981063,0.91492,-0.000123,0.043032,-0.023111,0.000125,0.001943,0.000684,0.000125,9.1e-05,0.00015,"hat",-0.023111,0.000684,0.00015
500,0.75,0.5,0.25,0,3.1,0.946382,0.946456,0.98919,0.925262,7.4e-05,0.042807,-0.02112,0.000108,0.001898,0.00058,0.000108,6.6e-05,0.000134,"hat",-0.02112,0.00058,0.000134
500,0.75,0.5,0.25,0,3.2,0.953676,0.953736,0.994993,0.934442,6e-05,0.041317,-0.019234,9.8e-05,0.001745,0.000488,9.8e-05,3.8e-05,0.000119,"hat",-0.019234,0.000488,0.000119
500,0.75,0.5,0.25,0,3.3,0.960032,0.96004,0.998202,0.942564,8e-06,0.03817,-0.017468,8.5e-05,0.00147,0.00041,8.5e-05,1.3e-05,0.000105,"hat",-0.017468,0.00041,0.000105
500,0.75,0.5,0.25,0,3.4,0.965562,0.965576,0.999603,0.949732,1.4e-05,0.034041,-0.01583,7.3e-05,0.001161,0.000342,7.3e-05,2e-06,9.1e-05,"hat",-0.01583,0.000342,9.1e-05
500,0.75,0.5,0.25,0,3.5,0.970364,0.97018,0.99995,0.956029,-0.000184,0.029587,-0.014335,6.3e-05,0.000876,0.000285,6.3e-05,0,7.9e-05,"hat",-0.014335,0.000285,7.9e-05
500,0.75,0.5,0.25,0,3.6,0.974526,0.974404,0.999998,0.961525,-0.000122,0.025472,-0.013001,5.3e-05,0.000649,0.000237,5.3e-05,0,6.9e-05,"hat",-0.013001,0.000237,6.9e-05
500,0.75,0.5,0.25,0,3.7,0.978129,0.978212,1,0.966345,8.3e-05,0.021871,-0.011784,4.4e-05,0.000478,0.000197,4.4e-05,0,5.9e-05,"hat",-0.011784,0.000197,5.9e-05
500,0.75,0.5,0.25,0,3.8,0.981243,0.981292,1,0.970534,4.9e-05,0.018757,-0.010709,3.8e-05,0.000352,0.000165,3.8e-05,0,5e-05,"hat",-0.010709,0.000165,5e-05
500,0.75,0.5,0.25,0,3.9,0.98393,0.983896,1,0.974195,-3.4e-05,0.01607,-0.009735,3.5e-05,0.000258,0.000137,3.6e-05,0,4.3e-05,"hat",-0.009735,0.000137,4.3e-05
500,0.75,0.5,0.25,0,4,0.986246,0.986176,1,0.977386,-7e-05,0.013754,-0.008861,3.1e-05,0.000189,0.000115,3.1e-05,0,3.6e-05,"hat",-0.008861,0.000115,3.6e-05
500,0.75,0.5,0.25,0.5,0,0,0,0.043255,0.070958,0,0.043255,0.070958,0,0.001875,0.005114,0,4e-06,7.9e-05,"hat",0.070958,0.005114,7.9e-05
500,0.75,0.5,0.25,0.5,0.1,0.001148,0.001028,0.044283,0.08856,-0.00012,0.043135,0.087412,2e-06,0.001866,0.007743,2e-06,6e-06,0.000103,"hat",0.087412,0.007743,0.000103
500,0.75,0.5,0.25,0.5,0.2,0.007926,0.007796,0.051051,0.109029,-0.00013,0.043125,0.101103,1.4e-05,0.001877,0.01035,1.4e-05,1.8e-05,0.000129,"hat",0.101103,0.01035,0.000129
500,0.75,0.5,0.25,0.5,0.3,0.023115,0.023004,0.066259,0.132447,-0.000111,0.043144,0.109331,4.4e-05,0.001913,0.012111,4.4e-05,5.2e-05,0.000158,"hat",0.109331,0.012111,0.000158
500,0.75,0.5,0.25,0.5,0.4,0.047423,0.047192,0.090447,0.158754,-0.000231,0.043025,0.111331,8.4e-05,0.001943,0.012586,8.4e-05,9.2e-05,0.000191,"hat",0.111331,0.012586,0.000191
