"n","p1","maxc1","maxc2","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.5,0.1,0.5,-0.5,0.2,0.34464,0.34494,0.352875,0.33031,3e-04,0.008235,-0.01433,0.002085,0.002159,0.002541,0.00209,0.002095,0.00234,"hat",-0.01433,0.002541,0.00234
100,0.5,0.1,0.5,-0.5,0.25,0.466064,0.46596,0.473895,0.438877,-0.000104,0.007831,-0.027188,0.002196,0.002253,0.003406,0.0022,0.002196,0.002672,"hat",-0.027188,0.003406,0.002672
100,0.5,0.1,0.5,-0.5,0.3,0.579825,0.58108,0.589015,0.543763,0.001255,0.00919,-0.036062,0.002221,0.002291,0.003991,0.002224,0.002211,0.002696,"hat",-0.036062,0.003991,0.002696
100,0.5,0.1,0.5,-0.5,0.35,0.68092,0.68288,0.690815,0.641522,0.00196,0.009895,-0.039398,0.002235,0.002306,0.004025,0.002236,0.002213,0.002477,"hat",-0.039398,0.004025,0.002477
100,0.5,0.1,0.5,-0.5,0.4,0.76672,0.76954,0.777475,0.728022,0.00282,0.010755,-0.038698,0.001777,0.001858,0.003506,0.001772,0.001746,0.002013,"hat",-0.038698,0.003506,0.002013
100,0.5,0.1,0.5,-0.5,0.45,0.836433,0.83742,0.845355,0.800977,0.000987,0.008923,-0.035455,0.001443,0.001491,0.002718,0.001444,0.001414,0.001464,"hat",-0.035455,0.002718,0.001464
100,0.5,0.1,0.5,-0.5,0.5,0.890625,0.89152,0.899443,0.860467,0.000895,0.008818,-0.030158,0.001023,0.00107,0.001906,0.001024,0.000994,0.000998,"hat",-0.030158,0.001906,0.000998
100,0.5,0.1,0.5,-0.5,0.55,0.930802,0.93162,0.939529,0.906084,0.000818,0.008727,-0.024718,0.000648,0.000698,0.001207,0.000649,0.000623,0.000597,"hat",-0.024718,0.001207,0.000597
100,0.5,0.1,0.5,-0.5,0.6,0.95904,0.95986,0.967614,0.93837,0.00082,0.008574,-0.02067,0.000386,0.00043,0.000755,0.000387,0.000357,0.000328,"hat",-0.02067,0.000755,0.000328
100,0.5,0.1,0.5,-0.5,0.65,0.977678,0.97796,0.985027,0.960096,0.000282,0.007348,-0.017582,0.000219,0.000229,0.000474,0.000219,0.000176,0.000166,"hat",-0.017582,0.000474,0.000166
100,0.5,0.1,0.5,-0.5,0.7,0.989065,0.98948,0.994759,0.973643,0.000415,0.005694,-0.015422,0.000105,9e-05,0.000314,0.000105,5.7e-05,7.7e-05,"hat",-0.015422,0.000314,7.7e-05
100,0.5,0.1,0.5,-0.5,0.75,0.995361,0.99548,0.998404,0.981705,0.000119,0.003043,-0.013657,4.8e-05,2.4e-05,0.000219,4.8e-05,1.5e-05,3.2e-05,"hat",-0.013657,0.000219,3.2e-05
100,0.5,0.1,0.5,-0.5,0.8,0.9984,0.9982,0.999585,0.986023,-2e-04,0.001185,-0.012377,1.8e-05,4e-06,0.000166,1.8e-05,2e-06,1.3e-05,"hat",-0.012377,0.000166,1.3e-05
100,0.5,0.1,0.5,-0.5,0.85,0.999601,0.99954,0.999908,0.988209,-6.1e-05,0.000306,-0.011392,5e-06,0,0.000135,5e-06,0,5e-06,"hat",-0.011392,0.000135,5e-06
100,0.5,0.1,0.5,-0.5,0.9,0.999945,0.9999,0.999965,0.989204,-4.5e-05,2e-05,-0.010741,1e-06,0,0.000117,1e-06,0,2e-06,"hat",-0.010741,0.000117,2e-06
100,0.5,0.1,0.5,-0.5,0.95,0.999998,1,1,0.98965,2e-06,2e-06,-0.010348,0,0,0.000108,0,0,0,"hat",-0.010348,0.000108,0
100,0.5,0.1,0.5,-0.5,1,1,1,1,0.989805,0,0,-0.010195,0,0,0.000104,0,0,0,"hat",-0.010195,0.000104,0
100,0.5,0.1,0.5,0,0,0,0,0.007962,0.063692,0,0.007962,0.063692,0,6.4e-05,0.004396,0,0,0.00034,"hat",0.063692,0.004396,0.00034
100,0.5,0.1,0.5,0,0.05,0.032774,0.0315,0.039462,0.105973,-0.001274,0.006688,0.073199,0.000312,0.000358,0.005964,0.000311,0.000314,0.000607,"hat",0.073199,0.005964,0.000607
100,0.5,0.1,0.5,0,0.1,0.114265,0.10992,0.117882,0.171766,-0.004345,0.003617,0.057501,0.001068,0.00107,0.0043,0.001052,0.001059,0.000995,"hat",0.057501,0.0043,0.000995
100,0.5,0.1,0.5,0,0.15,0.223516,0.22194,0.229902,0.256279,-0.001576,0.006386,0.032763,0.001855,0.0019,0.002565,0.001856,0.001863,0.001494,"hat",0.032763,0.002565,0.001494
100,0.5,0.1,0.5,0,0.2,0.34464,0.34122,0.349182,0.350888,-0.00342,0.004542,0.006248,0.002222,0.002232,0.002042,0.002214,0.002215,0.002007,"hat",0.006248,0.002042,0.002007
100,0.5,0.1,0.5,0,0.25,0.466064,0.4626,0.470562,0.446956,-0.003464,0.004497,-0.019108,0.002675,0.002675,0.002563,0.002668,0.00266,0.002202,"hat",-0.019108,0.002563,0.002202
100,0.5,0.1,0.5,0,0.3,0.579825,0.57796,0.585922,0.539917,-0.001865,0.006097,-0.039908,0.00273,0.002747,0.003733,0.002732,0.002716,0.002145,"hat",-0.039908,0.003733,0.002145
100,0.5,0.1,0.5,0,0.35,0.68092,0.68012,0.688082,0.626673,-8e-04,0.007162,-0.054247,0.002355,0.002385,0.004898,0.00236,0.002338,0.001959,"hat",-0.054247,0.004898,0.001959
100,0.5,0.1,0.5,0,0.4,0.76672,0.76648,0.774442,0.704605,-0.00024,0.007722,-0.062115,0.001904,0.001938,0.005496,0.001908,0.001882,0.001641,"hat",-0.062115,0.005496,0.001641
100,0.5,0.1,0.5,0,0.45,0.836433,0.83842,0.846382,0.772072,0.001987,0.009949,-0.06436,0.00147,0.001537,0.005479,0.001469,0.001441,0.001339,"hat",-0.06436,0.005479,0.001339
100,0.5,0.1,0.5,0,0.5,0.890625,0.89236,0.900322,0.827616,0.001735,0.009697,-0.063009,0.000987,0.001052,0.005006,0.000986,0.00096,0.001038,"hat",-0.063009,0.005006,0.001038
100,0.5,0.1,0.5,0,0.55,0.930802,0.92936,0.937322,0.872407,-0.001442,0.00652,-0.058395,0.000623,0.000643,0.004145,0.000622,0.000602,0.000737,"hat",-0.058395,0.004145,0.000737
100,0.5,0.1,0.5,0,0.6,0.95904,0.95744,0.965333,0.90711,-0.0016,0.006293,-0.05193,0.000428,0.000443,0.0032,0.000427,0.000405,0.000505,"hat",-0.05193,0.0032,0.000505
100,0.5,0.1,0.5,0,0.65,0.977678,0.9764,0.983716,0.933164,-0.001278,0.006038,-0.044514,0.000225,0.000224,0.002312,0.000224,0.000188,0.000332,"hat",-0.044514,0.002312,0.000332
100,0.5,0.1,0.5,0,0.7,0.989065,0.98776,0.993413,0.952563,-0.001305,0.004348,-0.036502,0.000127,9.4e-05,0.001533,0.000125,7.5e-05,0.000201,"hat",-0.036502,0.001533,0.000201
100,0.5,0.1,0.5,0,0.75,0.995361,0.99498,0.998212,0.966199,-0.000381,0.002851,-0.029162,5e-05,2.4e-05,0.000972,5e-05,1.6e-05,0.000122,"hat",-0.029162,0.000972,0.000122
100,0.5,0.1,0.5,0,0.8,0.9984,0.9984,0.999624,0.975282,0,0.001224,-0.023118,1.6e-05,4e-06,0.000604,1.6e-05,2e-06,7e-05,"hat",-0.023118,0.000604,7e-05
100,0.5,0.1,0.5,0,0.85,0.999601,0.99972,0.999935,0.981051,0.000119,0.000334,-0.01855,3e-06,0,0.000383,3e-06,0,3.9e-05,"hat",-0.01855,0.000383,3.9e-05
100,0.5,0.1,0.5,0,0.9,0.999945,0.99996,0.999994,0.984771,1.5e-05,4.9e-05,-0.015174,0,0,0.00025,0,0,2e-05,"hat",-0.015174,0.00025,2e-05
100,0.5,0.1,0.5,0,0.95,0.999998,1,1,0.986937,2e-06,2e-06,-0.013062,0,0,0.000181,0,0,1e-05,"hat",-0.013062,0.000181,1e-05
100,0.5,0.1,0.5,0,1,1,1,1,0.988279,0,0,-0.011721,0,0,0.000142,0,0,5e-06,"hat",-0.011721,0.000142,5e-06
100,0.5,0.1,0.5,0.5,0,0,0,0.007941,0.091833,0,0.007941,0.091833,0,6.3e-05,0.008936,0,0,0.000503,"hat",0.091833,0.008936,0.000503
100,0.5,0.1,0.5,0.5,0.05,0.032774,0.03374,0.041681,0.142606,0.000966,0.008908,0.109832,0.000343,0.000426,0.012834,0.000342,0.000347,0.000773,"hat",0.109832,0.012834,0.000773
100,0.5,0.1,0.5,0.5,0.1,0.114265,0.11502,0.122961,0.210933,0.000755,0.008696,0.096668,0.001076,0.00116,0.010468,0.001077,0.001086,0.001125,"hat",0.096668,0.010468,0.001125
100,0.5,0.1,0.5,0.5,0.15,0.223516,0.22604,0.233981,0.289615,0.002524,0.010466,0.066099,0.001718,0.00183,0.00572,0.001715,0.001724,0.001353,"hat",0.066099,0.00572,0.001353
100,0.5,0.1,0.5,0.5,0.2,0.34464,0.34772,0.355661,0.373439,0.00308,0.011021,0.028799,0.002232,0.002347,0.002346,0.002227,0.00223,0.001519,"hat",0.028799,0.002346,0.001519
100,0.5,0.1,0.5,0.5,0.25,0.466064,0.46896,0.476901,0.458859,0.002896,0.010837,-0.007206,0.002496,0.002603,0.001691,0.002493,0.002491,0.001643,"hat",-0.007206,0.001691,0.001643
100,0.5,0.1,0.5,0.5,0.3,0.579825,0.5832,0.591141,0.54142,0.003375,0.011316,-0.038405,0.002428,0.002535,0.003079,0.002421,0.002412,0.001607,"hat",-0.038405,0.003079,0.001607
100,0.5,0.1,0.5,0.5,0.35,0.68092,0.68476,0.692701,0.61874,0.00384,0.011781,-0.06218,0.002118,0.002223,0.005344,0.002107,0.002089,0.00148,"hat",-0.06218,0.005344,0.00148
100,0.5,0.1,0.5,0.5,0.4,0.76672,0.77062,0.778561,0.689246,0.0039,0.011841,-0.077474,0.001681,0.001782,0.007297,0.001669,0.001645,0.001297,"hat",-0.077474,0.007297,0.001297
100,0.5,0.1,0.5,0.5,0.45,0.836433,0.83804,0.845981,0.750773,0.001607,0.009549,-0.08566,0.001339,0.001401,0.008428,0.001339,0.001312,0.001092,"hat",-0.08566,0.008428,0.001092
100,0.5,0.1,0.5,0.5,0.5,0.890625,0.89238,0.900321,0.803676,0.001755,0.009696,-0.086949,0.000926,0.000993,0.008443,0.000925,0.000901,0.000885,"hat",-0.086949,0.008443,0.000885
100,0.5,0.1,0.5,0.5,0.55,0.930802,0.93296,0.940901,0.8482,0.002158,0.0101,-0.082602,0.000596,0.000673,0.007505,0.000592,0.000572,0.000684,"hat",-0.082602,0.007505,0.000684
100,0.5,0.1,0.5,0.5,0.6,0.95904,0.9603,0.96813,0.884563,0.00126,0.00909,-0.074477,0.000388,0.000446,0.006078,0.000387,0.000364,0.000532,"hat",-0.074477,0.006078,0.000532
100,0.5,0.1,0.5,0.5,0.65,0.977678,0.97816,0.985215,0.913443,0.000482,0.007536,-0.064236,0.000226,0.00024,0.004528,0.000227,0.000183,0.000402,"hat",-0.064236,0.004528,0.000402
100,0.5,0.1,0.5,0.5,0.7,0.989065,0.98908,0.994411,0.935211,1.5e-05,0.005346,-0.053854,0.000114,9.3e-05,0.003193,0.000114,6.5e-05,0.000293,"hat",-0.053854,0.003193,0.000293
100,0.5,0.1,0.5,0.5,0.75,0.995361,0.9954,0.998422,0.951378,3.9e-05,0.00306,-0.043984,4.8e-05,2.4e-05,0.002137,4.8e-05,1.5e-05,0.000203,"hat",-0.043984,0.002137,0.000203
100,0.5,0.1,0.5,0.5,0.8,0.9984,0.99832,0.999617,0.963359,-8e-05,0.001217,-0.035041,1.7e-05,4e-06,0.001361,1.7e-05,2e-06,0.000134,"hat",-0.035041,0.001361,0.000134
100,0.5,0.1,0.5,0.5,0.85,0.999601,0.99952,0.999893,0.972037,-8.1e-05,0.000292,-0.027565,5e-06,1e-06,0.000843,5e-06,1e-06,8.3e-05,"hat",-0.027565,0.000843,8.3e-05
100,0.5,0.1,0.5,0.5,0.9,0.999945,0.99994,0.999989,0.978307,-5e-06,4.4e-05,-0.021638,1e-06,0,0.000517,1e-06,0,4.9e-05,"hat",-0.021638,0.000517,4.9e-05
100,0.5,0.1,0.5,0.5,0.95,0.999998,1,1,0.98269,2e-06,2e-06,-0.017309,0,0,0.000326,0,0,2.7e-05,"hat",-0.017309,0.000326,2.7e-05
100,0.5,0.1,0.5,0.5,1,1,1,1,0.985525,0,0,-0.014475,0,0,0.000225,0,0,1.5e-05,"hat",-0.014475,0.000225,1.5e-05
100,0.5,0.25,0.1,-0.5,0,0,0,0.007947,0.002837,0,0.007947,0.002837,0,6.3e-05,2.9e-05,0,0,2.1e-05,"hat",0.002837,2.9e-05,2.1e-05
100,0.5,0.25,0.1,-0.5,0.05,0.032774,0.03318,0.041127,0.027525,0.000406,0.008353,-0.005248,0.00033,0.000404,0.000236,0.000331,0.000335,0.000208,"hat",-0.005248,0.000236,0.000208
100,0.5,0.25,0.1,-0.5,0.1,0.114265,0.1148,0.122747,0.090906,0.000535,0.008482,-0.023359,0.001086,0.001166,0.001244,0.001088,0.001096,7e-04,"hat",-0.023359,0.001244,7e-04
100,0.5,0.25,0.1,-0.5,0.15,0.223516,0.22318,0.231127,0.190068,-0.000336,0.007611,-0.033447,0.001741,0.001811,0.002582,0.001744,0.001756,0.001466,"hat",-0.033447,0.002582,0.001466
100,0.5,0.25,0.1,-0.5,0.2,0.34464,0.34572,0.353667,0.310732,0.00108,0.009027,-0.033908,0.002167,0.002255,0.003226,0.00217,0.002178,0.00208,"hat",-0.033908,0.003226,0.00208
100,0.5,0.25,0.1,-0.5,0.25,0.466064,0.46554,0.473487,0.439118,-0.000524,0.007423,-0.026946,0.002471,0.002523,0.003031,0.002476,0.002473,0.002309,"hat",-0.026946,0.003031,0.002309
100,0.5,0.25,0.1,-0.5,0.3,0.579825,0.57954,0.587487,0.562116,-0.000285,0.007662,-0.017709,0.002554,0.002599,0.002567,0.002559,0.002545,0.002258,"hat",-0.017709,0.002567,0.002258
100,0.5,0.25,0.1,-0.5,0.35,0.68092,0.6822,0.690147,0.672185,0.00128,0.009227,-0.008735,0.002262,0.002324,0.002009,0.002264,0.002243,0.001937,"hat",-0.008735,0.002009,0.001937
100,0.5,0.25,0.1,-0.5,0.4,0.76672,0.7676,0.775547,0.764185,0.00088,0.008827,-0.002535,0.001805,0.001857,0.001476,0.001808,0.001783,0.001472,"hat",-0.002535,0.001476,0.001472
100,0.5,0.25,0.1,-0.5,0.45,0.836433,0.83786,0.845807,0.837131,0.001427,0.009375,0.000699,0.001314,0.001375,0.001046,0.001315,0.001289,0.001047,"hat",0.000699,0.001046,0.001047
100,0.5,0.25,0.1,-0.5,0.5,0.890625,0.89052,0.898467,0.891835,-0.000105,0.007842,0.00121,0.000937,0.000975,0.000643,0.000939,0.000915,0.000642,"hat",0.00121,0.000643,0.000642
100,0.5,0.25,0.1,-0.5,0.55,0.930802,0.93094,0.938887,0.93118,0.000138,0.008085,0.000378,0.000613,0.000659,0.000396,0.000614,0.000595,0.000397,"hat",0.000378,0.000396,0.000397
100,0.5,0.25,0.1,-0.5,0.6,0.95904,0.95974,0.967602,0.957565,7e-04,0.008562,-0.001475,0.000373,0.000425,0.000217,0.000374,0.000353,0.000215,"hat",-0.001475,0.000217,0.000215
100,0.5,0.25,0.1,-0.5,0.65,0.977678,0.97816,0.98537,0.973542,0.000482,0.007692,-0.004136,0.000207,0.00023,0.000122,0.000207,0.000171,0.000105,"hat",-0.004136,0.000122,0.000105
100,0.5,0.25,0.1,-0.5,0.7,0.989065,0.98964,0.994973,0.982418,0.000575,0.005908,-0.006647,1e-04,8.9e-05,8.5e-05,1e-04,5.4e-05,4.1e-05,"hat",-0.006647,8.5e-05,4.1e-05
100,0.5,0.25,0.1,-0.5,0.75,0.995361,0.99566,0.998658,0.986902,0.000299,0.003297,-0.008459,4e-05,2.1e-05,8.6e-05,4e-05,1e-05,1.5e-05,"hat",-0.008459,8.6e-05,1.5e-05
100,0.5,0.25,0.1,-0.5,0.8,0.9984,0.99864,0.999766,0.988867,0.00024,0.001366,-0.009533,1.2e-05,2e-06,9.6e-05,1.2e-05,1e-06,5e-06,"hat",-0.009533,9.6e-05,5e-06
100,0.5,0.25,0.1,-0.5,0.85,0.999601,0.9996,0.99994,0.989602,-1e-06,0.000338,-0.009999,4e-06,0,0.000101,4e-06,0,1e-06,"hat",-0.009999,0.000101,1e-06
100,0.5,0.25,0.1,-0.5,0.9,0.999945,0.99992,0.99999,0.989847,-2.5e-05,4.5e-05,-0.010098,1e-06,0,0.000102,1e-06,0,0,"hat",-0.010098,0.000102,0
100,0.5,0.25,0.1,-0.5,0.95,0.999998,1,1,0.989892,2e-06,2e-06,-0.010106,0,0,0.000102,0,0,0,"hat",-0.010106,0.000102,0
100,0.5,0.25,0.1,-0.5,1,1,1,1,0.989897,0,0,-0.010103,0,0,0.000102,0,0,0,"hat",-0.010103,0.000102,0
100,0.5,0.25,0.1,0,0,0,0,0.007977,0.021103,0,0.007977,0.021103,0,6.4e-05,0.000574,0,0,0.000129,"hat",0.021103,0.000574,0.000129
100,0.5,0.25,0.1,0,0.05,0.032774,0.0333,0.041277,0.063677,0.000526,0.008503,0.030903,0.000289,0.000365,0.001352,0.000289,0.000293,0.000398,"hat",0.030903,0.001352,0.000398
100,0.5,0.25,0.1,0,0.1,0.114265,0.11352,0.121497,0.135532,-0.000745,0.007232,0.021267,0.000909,0.000968,0.001286,0.00091,0.000918,0.000836,"hat",0.021267,0.001286,0.000836
100,0.5,0.25,0.1,0,0.15,0.223516,0.22182,0.229797,0.230566,-0.001696,0.006282,0.007051,0.001503,0.001545,0.001427,0.001503,0.001508,0.00138,"hat",0.007051,0.001427,0.00138
100,0.5,0.25,0.1,0,0.2,0.34464,0.3437,0.351677,0.338331,-0.00094,0.007037,-0.006309,0.002164,0.002213,0.001922,0.002168,0.002167,0.001886,"hat",-0.006309,0.001922,0.001886
100,0.5,0.25,0.1,0,0.25,0.466064,0.466,0.473977,0.449151,-6.4e-05,0.007913,-0.016914,0.00232,0.002378,0.002397,0.002325,0.00232,0.002115,"hat",-0.016914,0.002397,0.002115
100,0.5,0.25,0.1,0,0.3,0.579825,0.57996,0.587937,0.556128,0.000135,0.008112,-0.023697,0.002232,0.002286,0.002565,0.002237,0.002225,0.002008,"hat",-0.023697,0.002565,0.002008
100,0.5,0.25,0.1,0,0.35,0.68092,0.67878,0.686757,0.653185,-0.00214,0.005837,-0.027735,0.002078,0.002085,0.00256,0.002078,0.002055,0.001794,"hat",-0.027735,0.00256,0.001794
100,0.5,0.25,0.1,0,0.4,0.76672,0.76472,0.772697,0.737799,-0.002,0.005977,-0.028921,0.001846,0.00185,0.00241,0.001846,0.001818,0.001576,"hat",-0.028921,0.00241,0.001576
100,0.5,0.25,0.1,0,0.45,0.836433,0.83404,0.842017,0.808085,-0.002393,0.005585,-0.028347,0.001512,0.001508,0.002058,0.001509,0.00148,0.001257,"hat",-0.028347,0.002058,0.001257
100,0.5,0.25,0.1,0,0.5,0.890625,0.8898,0.897777,0.863455,-0.000825,0.007152,-0.02717,0.000967,0.000992,0.00163,0.000968,0.000943,0.000894,"hat",-0.02717,0.00163,0.000894
100,0.5,0.25,0.1,0,0.55,0.930802,0.93058,0.938557,0.905667,-0.000222,0.007755,-0.025135,0.000672,0.000709,0.001235,0.000673,0.00065,0.000604,"hat",-0.025135,0.001235,0.000604
100,0.5,0.25,0.1,0,0.6,0.95904,0.95918,0.966947,0.937021,0.00014,0.007907,-0.022019,0.000411,0.000442,0.00088,0.000412,0.00038,0.000396,"hat",-0.022019,0.00088,0.000396
100,0.5,0.25,0.1,0,0.65,0.977678,0.97866,0.985834,0.958617,0.000982,0.008156,-0.019062,0.000211,0.000237,0.000583,0.000211,0.000171,0.00022,"hat",-0.019062,0.000583,0.00022
100,0.5,0.25,0.1,0,0.7,0.989065,0.9889,0.994306,0.972524,-0.000165,0.005241,-0.016541,0.000115,9.3e-05,0.000391,0.000116,6.6e-05,0.000117,"hat",-0.016541,0.000391,0.000117
100,0.5,0.25,0.1,0,0.75,0.995361,0.99516,0.998386,0.980823,-0.000201,0.003025,-0.014538,4.8e-05,2.4e-05,0.000268,4.8e-05,1.5e-05,5.7e-05,"hat",-0.014538,0.000268,5.7e-05
100,0.5,0.25,0.1,0,0.8,0.9984,0.99824,0.999539,0.98565,-0.00016,0.001139,-0.01275,2e-05,5e-06,0.000188,2e-05,4e-06,2.5e-05,"hat",-0.01275,0.000188,2.5e-05
100,0.5,0.25,0.1,0,0.85,0.999601,0.99964,0.999946,0.988094,3.9e-05,0.000345,-0.011507,3e-06,0,0.000143,3e-06,0,1e-05,"hat",-0.011507,0.000143,1e-05
100,0.5,0.25,0.1,0,0.9,0.999945,0.99996,0.999993,0.989191,1.5e-05,4.8e-05,-0.010754,0,0,0.000119,0,0,3e-06,"hat",-0.010754,0.000119,3e-06
100,0.5,0.25,0.1,0,0.95,0.999998,1,1,0.989649,2e-06,2e-06,-0.010349,0,0,0.000108,0,0,1e-06,"hat",-0.010349,0.000108,1e-06
100,0.5,0.25,0.1,0,1,1,1,1,0.989811,0,0,-0.010189,0,0,0.000104,0,0,0,"hat",-0.010189,0.000104,0
100,0.5,0.25,0.1,0.5,0,0,0,0.008003,0.044445,0,0.008003,0.044445,0,6.4e-05,0.002232,0,0,0.000257,"hat",0.044445,0.002232,0.000257
100,0.5,0.25,0.1,0.5,0.05,0.032774,0.03322,0.041223,0.098168,0.000446,0.008449,0.065394,0.000302,0.000378,0.004843,0.000303,0.000307,0.000567,"hat",0.065394,0.004843,0.000567
100,0.5,0.25,0.1,0.5,0.1,0.114265,0.11504,0.123043,0.172484,0.000775,0.008778,0.058219,0.001026,0.001114,0.004354,0.001028,0.001039,0.000966,"hat",0.058219,0.004354,0.000966
100,0.5,0.25,0.1,0.5,0.15,0.223516,0.22416,0.232163,0.261539,0.000644,0.008647,0.038023,0.00181,0.001898,0.002743,0.001813,0.001826,0.0013,"hat",0.038023,0.002743,0.0013
100,0.5,0.25,0.1,0.5,0.2,0.34464,0.3428,0.350803,0.358173,-0.00184,0.006163,0.013533,0.002356,0.002398,0.001732,0.002358,0.002364,0.001552,"hat",0.013533,0.001732,0.001552
100,0.5,0.25,0.1,0.5,0.25,0.466064,0.46494,0.472943,0.455276,-0.001124,0.006879,-0.010788,0.002322,0.002365,0.001741,0.002325,0.002322,0.001628,"hat",-0.010788,0.001741,0.001628
100,0.5,0.25,0.1,0.5,0.3,0.579825,0.57672,0.584723,0.549371,-0.003105,0.004898,-0.030454,0.002166,0.00217,0.002459,0.002161,0.00215,0.001534,"hat",-0.030454,0.002459,0.001534
100,0.5,0.25,0.1,0.5,0.35,0.68092,0.67776,0.685763,0.637043,-0.00316,0.004843,-0.043877,0.002011,0.002007,0.00343,0.002005,0.001987,0.001508,"hat",-0.043877,0.00343,0.001508
100,0.5,0.25,0.1,0.5,0.4,0.76672,0.765,0.773003,0.714988,-0.00172,0.006283,-0.051732,0.001737,0.001751,0.004033,0.001738,0.001715,0.001359,"hat",-0.051732,0.004033,0.001359
100,0.5,0.25,0.1,0.5,0.45,0.836433,0.83516,0.843163,0.781798,-0.001273,0.006731,-0.054635,0.001401,0.001418,0.004149,0.001402,0.001375,0.001166,"hat",-0.054635,0.004149,0.001166
100,0.5,0.25,0.1,0.5,0.5,0.890625,0.88928,0.897283,0.83753,-0.001345,0.006658,-0.053095,0.000938,0.000956,0.003766,0.000939,0.000914,0.000949,"hat",-0.053095,0.003766,0.000949
100,0.5,0.25,0.1,0.5,0.55,0.930802,0.93,0.938003,0.882768,-0.000802,0.007201,-0.048034,0.000614,0.000645,0.002991,0.000614,0.000594,0.000685,"hat",-0.048034,0.002991,0.000685
100,0.5,0.25,0.1,0.5,0.6,0.95904,0.9571,0.964948,0.917643,-0.00194,0.005908,-0.041397,0.000433,0.000435,0.002197,0.00043,0.000401,0.000485,"hat",-0.041397,0.002197,0.000485
100,0.5,0.25,0.1,0.5,0.65,0.977678,0.97716,0.98432,0.943073,-0.000518,0.006642,-0.034605,0.000231,0.000232,0.001518,0.000231,0.000188,0.000321,"hat",-0.034605,0.001518,0.000321
100,0.5,0.25,0.1,0.5,0.7,0.989065,0.98902,0.994494,0.961408,-4.5e-05,0.005429,-0.027657,0.000106,8.8e-05,0.000954,0.000106,5.9e-05,0.00019,"hat",-0.027657,0.000954,0.00019
100,0.5,0.25,0.1,0.5,0.75,0.995361,0.995,0.998408,0.97356,-0.000361,0.003047,-0.021801,4.4e-05,2e-05,0.000579,4.3e-05,1.1e-05,0.000104,"hat",-0.021801,0.000579,0.000104
100,0.5,0.25,0.1,0.5,0.8,0.9984,0.99822,0.999552,0.980971,-0.00018,0.001152,-0.017429,1.9e-05,4e-06,0.000355,1.9e-05,3e-06,5.1e-05,"hat",-0.017429,0.000355,5.1e-05
100,0.5,0.25,0.1,0.5,0.85,0.999601,0.99966,0.999937,0.985425,5.9e-05,0.000335,-0.014176,4e-06,0,0.000224,4e-06,0,2.3e-05,"hat",-0.014176,0.000224,2.3e-05
100,0.5,0.25,0.1,0.5,0.9,0.999945,0.99996,0.999995,0.987821,1.5e-05,5e-05,-0.012124,0,0,0.000156,0,0,9e-06,"hat",-0.012124,0.000156,9e-06
100,0.5,0.25,0.1,0.5,0.95,0.999998,1,1,0.988988,2e-06,2e-06,-0.01101,0,0,0.000125,0,0,3e-06,"hat",-0.01101,0.000125,3e-06
100,0.5,0.25,0.1,0.5,1,1,1,1,0.989555,0,0,-0.010445,0,0,0.00011,0,0,1e-06,"hat",-0.010445,0.00011,1e-06
100,0.5,0.25,0.25,-0.5,0,0,0,0.007949,0.010543,0,0.007949,0.010543,0,6.4e-05,0.000188,0,0,7.7e-05,"hat",0.010543,0.000188,7.7e-05
100,0.5,0.25,0.25,-0.5,0.05,0.032774,0.03254,0.040489,0.044048,-0.000234,0.007715,0.011274,0.000327,0.000392,0.000436,0.000327,0.000334,0.000309,"hat",0.011274,0.000436,0.000309
100,0.5,0.25,0.25,-0.5,0.1,0.114265,0.11504,0.122989,0.104803,0.000775,0.008724,-0.009462,0.001016,0.001101,0.000866,0.001017,0.001027,0.000778,"hat",-0.009462,0.000866,0.000778
100,0.5,0.25,0.25,-0.5,0.15,0.223516,0.22484,0.232789,0.193591,0.001324,0.009274,-0.029925,0.001788,0.00188,0.002321,0.00179,0.001798,0.001429,"hat",-0.029925,0.002321,0.001429
100,0.5,0.25,0.25,-0.5,0.2,0.34464,0.34644,0.354389,0.305833,0.0018,0.009749,-0.038807,0.002275,0.002371,0.003586,0.002276,0.00228,0.002084,"hat",-0.038807,0.003586,0.002084
100,0.5,0.25,0.25,-0.5,0.25,0.466064,0.46986,0.477809,0.431818,0.003796,0.011745,-0.034247,0.002399,0.002516,0.003669,0.00239,0.002383,0.002501,"hat",-0.034247,0.003669,0.002501
100,0.5,0.25,0.25,-0.5,0.3,0.579825,0.58282,0.590769,0.557509,0.002995,0.010944,-0.022316,0.002329,0.002425,0.002933,0.002325,0.00231,0.00244,"hat",-0.022316,0.002933,0.00244
100,0.5,0.25,0.25,-0.5,0.35,0.68092,0.68376,0.691709,0.669982,0.00284,0.010789,-0.010939,0.002084,0.002167,0.002215,0.00208,0.002054,0.0021,"hat",-0.010939,0.002215,0.0021
100,0.5,0.25,0.25,-0.5,0.4,0.76672,0.76942,0.777369,0.764061,0.0027,0.010649,-0.002659,0.001678,0.001757,0.001569,0.001674,0.001647,0.001565,"hat",-0.002659,0.001569,0.001565
