"n","p1","sdC1","sdC2","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.25,0.25,0.25,0,3.5,0.679238,0.684,0.800742,0.660619,0.004762,0.121504,-0.018619,0.001727,0.016075,0.002754,0.00213,0.00164,0.00301,"hat",-0.018619,0.002754,0.00301
100,0.25,0.25,0.25,0,4,0.738536,0.75,0.866742,0.731234,0.011464,0.128206,-0.007302,0.002291,0.018235,0.001391,0.0027,0.002248,0.001673,"hat",-0.007302,0.001391,0.001673
100,0.25,0.25,0.25,0,4.5,0.78771,0.8,0.916742,0.783733,0.01229,0.129032,-0.003977,0.000911,0.017271,0.000783,0.00095,0.000778,0.000959,"hat",-0.003977,0.000783,0.000959
100,0.25,0.25,0.25,0,5,0.828203,0.834,0.950742,0.820417,0.005797,0.122539,-0.007786,0.001178,0.015852,0.001556,0.00143,0.001045,0.001869,"hat",-0.007786,0.001556,0.001869
100,0.25,0.25,0.25,0,5.5,0.861361,0.866,0.981086,0.852377,0.004639,0.119725,-0.008985,0.001566,0.015437,0.001867,0.00193,0.001379,0.002233,"hat",-0.008985,0.001867,0.002233
100,0.25,0.25,0.25,0,6,0.88839,0.892,0.989016,0.879196,0.00361,0.100626,-0.009194,0.001429,0.010608,0.001413,0.00177,0.000603,0.001661,"hat",-0.009194,0.001413,0.001661
100,0.25,0.25,0.25,0,6.5,0.910337,0.916,0.999016,0.903526,0.005663,0.088678,-0.006811,0.000656,0.007868,0.000561,0.00078,5e-06,0.000643,"hat",-0.006811,0.000561,0.000643
100,0.25,0.25,0.25,0,7,0.928102,0.938,1,0.926163,0.009898,0.071898,-0.001939,0.000154,0.005169,0.000189,7e-05,0,0.000232,"hat",-0.001939,0.000189,0.000232
100,0.25,0.25,0.25,0,7.5,0.942442,0.952,1,0.940793,0.009558,0.057558,-0.001649,0.000267,0.003313,0.000136,0.00022,0,0.000166,"hat",-0.001649,0.000136,0.000166
100,0.25,0.25,0.25,0,8,0.953988,0.956,1,0.947041,0.002012,0.046012,-0.006947,0.000148,0.002117,0.000221,0.00018,0,0.000216,"hat",-0.006947,0.000221,0.000216
100,0.25,0.25,0.25,0,8.5,0.963267,0.96,1,0.950706,-0.003267,0.036733,-0.012561,9.1e-05,0.001349,0.00033,1e-04,0,0.000216,"hat",-0.012561,0.00033,0.000216
100,0.25,0.25,0.25,0,9,0.970709,0.972,1,0.960051,0.001291,0.029291,-0.010658,9.8e-05,0.000858,0.000279,0.00012,0,0.000206,"hat",-0.010658,0.000279,0.000206
100,0.25,0.25,0.25,0,9.5,0.976669,0.978,1,0.967236,0.001331,0.023331,-0.009433,5.8e-05,0.000544,0.00019,7e-05,0,0.000127,"hat",-0.009433,0.00019,0.000127
100,0.25,0.25,0.25,0,10,0.981434,0.982,1,0.972996,0.000566,0.018566,-0.008437,9.6e-05,0.000345,0.00014,0.00012,0,8.5e-05,"hat",-0.008437,0.00014,8.5e-05
100,0.25,0.25,0.25,0,10.5,0.985239,0.992,1,0.975695,0.006761,0.014761,-0.009544,0.000142,0.000218,0.000168,0.00012,0,9.6e-05,"hat",-0.009544,0.000168,9.6e-05
100,0.25,0.25,0.25,0,11,0.988274,0.992,1,0.978248,0.003726,0.011726,-0.010026,0.00011,0.000137,0.000183,0.00012,0,0.000104,"hat",-0.010026,0.000183,0.000104
100,0.25,0.25,0.25,0,11.5,0.990692,0.994,1,0.979685,0.003308,0.009308,-0.011008,7.5e-05,8.7e-05,0.000178,8e-05,0,7.2e-05,"hat",-0.011008,0.000178,7.2e-05
100,0.25,0.25,0.25,0,12,0.992617,0.996,1,0.98066,0.003383,0.007383,-0.011957,3.5e-05,5.5e-05,0.000194,3e-05,0,6.4e-05,"hat",-0.011957,0.000194,6.4e-05
100,0.25,0.25,0.25,0.5,0,0,0,0.127084,0.033954,0,0.127084,0.033954,0,0.016245,0.001512,0,0.000119,0.000449,"hat",0.033954,0.001512,0.000449
100,0.25,0.25,0.25,0.5,0.5,0.081109,0.082,0.209084,0.124908,0.000891,0.127976,0.043799,0.000897,0.017821,0.002581,0.00112,0.001804,0.000828,"hat",0.043799,0.002581,0.000828
100,0.25,0.25,0.25,0.5,1,0.198748,0.226,0.353084,0.234457,0.027252,0.154336,0.035708,0.003247,0.026898,0.003301,0.00313,0.003848,0.002532,"hat",0.035708,0.003301,0.002532
100,0.25,0.25,0.25,0.5,1.5,0.31773,0.326,0.453084,0.347379,0.00827,0.135355,0.029649,0.001612,0.020277,0.003807,0.00193,0.002446,0.00366,"hat",0.029649,0.003807,0.00366
100,0.25,0.25,0.25,0.5,2,0.427593,0.47,0.597084,0.445479,0.042407,0.169491,0.017885,0.003918,0.030936,0.003568,0.00265,0.002761,0.004061,"hat",0.017885,0.003568,0.004061
100,0.25,0.25,0.25,0.5,2.5,0.524709,0.524,0.651084,0.518488,-0.000709,0.126375,-0.006221,0.003945,0.020429,0.002555,0.00493,0.005573,0.003145,"hat",-0.006221,0.002555,0.003145
100,0.25,0.25,0.25,0.5,3,0.608375,0.616,0.743084,0.587302,0.007625,0.134709,-0.021072,0.003402,0.022208,0.002627,0.00418,0.005077,0.002729,"hat",-0.021072,0.002627,0.002729
100,0.25,0.25,0.25,0.5,3.5,0.679238,0.662,0.789084,0.645895,-0.017238,0.109846,-0.033342,0.001833,0.014142,0.002943,0.00192,0.002595,0.002289,"hat",-0.033342,0.002943,0.002289
100,0.25,0.25,0.25,0.5,4,0.738536,0.724,0.851084,0.708872,-0.014536,0.112548,-0.029664,0.001115,0.013969,0.002282,0.00113,0.001628,0.001753,"hat",-0.029664,0.002282,0.001753
100,0.25,0.25,0.25,0.5,4.5,0.78771,0.778,0.905084,0.756974,-0.00971,0.117375,-0.030735,0.00095,0.01465,0.002137,0.00107,0.001092,0.00149,"hat",-0.030735,0.002137,0.00149
100,0.25,0.25,0.25,0.5,5,0.828203,0.824,0.951084,0.796623,-0.004203,0.122881,-0.03158,0.000922,0.016058,0.002298,0.00113,0.001198,0.001626,"hat",-0.03158,0.002298,0.001626
100,0.25,0.25,0.25,0.5,5.5,0.861361,0.848,0.975038,0.823892,-0.013361,0.113676,-0.037469,0.000635,0.013566,0.002464,0.00057,0.000804,0.001326,"hat",-0.037469,0.002464,0.001326
100,0.25,0.25,0.25,0.5,6,0.88839,0.878,0.990291,0.856477,-0.01039,0.101901,-0.031912,0.000564,0.010578,0.001852,0.00057,0.000242,0.001043,"hat",-0.031912,0.001852,0.001043
100,0.25,0.25,0.25,0.5,6.5,0.910337,0.896,0.996858,0.87767,-0.014337,0.086521,-0.032668,0.00055,0.007525,0.002107,0.00043,4.9e-05,0.0013,"hat",-0.032668,0.002107,0.0013
100,0.25,0.25,0.25,0.5,7,0.928102,0.916,1,0.895067,-0.012102,0.071898,-0.033035,0.00037,0.005169,0.001846,0.00028,0,0.000943,"hat",-0.033035,0.001846,0.000943
100,0.25,0.25,0.25,0.5,7.5,0.942442,0.938,1,0.914262,-0.004442,0.057558,-0.028179,0.000316,0.003313,0.001247,0.00037,0,0.000566,"hat",-0.028179,0.001247,0.000566
100,0.25,0.25,0.25,0.5,8,0.953988,0.952,1,0.934332,-0.001988,0.046012,-0.019656,3e-04,0.002117,0.000696,0.00037,0,0.000387,"hat",-0.019656,0.000696,0.000387
100,0.25,0.25,0.25,0.5,8.5,0.963267,0.964,1,0.947734,0.000733,0.036733,-0.015533,0.000145,0.001349,0.000637,0.00018,0,0.000495,"hat",-0.015533,0.000637,0.000495
100,0.25,0.25,0.25,0.5,9,0.970709,0.97,1,0.957407,-0.000709,0.029291,-0.013303,0.000121,0.000858,0.000564,0.00015,0,0.000484,"hat",-0.013303,0.000564,0.000484
100,0.25,0.25,0.25,0.5,9.5,0.976669,0.98,1,0.96323,0.003331,0.023331,-0.013438,5.1e-05,0.000544,0.000478,5e-05,0,0.000372,"hat",-0.013438,0.000478,0.000372
100,0.25,0.25,0.25,0.5,10,0.981434,0.984,1,0.972312,0.002566,0.018566,-0.009122,0.000111,0.000345,0.000131,0.00013,0,6e-05,"hat",-0.009122,0.000131,6e-05
100,0.25,0.25,0.25,0.5,10.5,0.985239,0.986,1,0.975489,0.000761,0.014761,-0.00975,0.000145,0.000218,0.000143,0.00018,0,6e-05,"hat",-0.00975,0.000143,6e-05
100,0.25,0.25,0.25,0.5,11,0.988274,0.986,1,0.976568,-0.002274,0.011726,-0.011706,0.000149,0.000137,0.000195,0.00018,0,7.3e-05,"hat",-0.011706,0.000195,7.3e-05
100,0.25,0.25,0.25,0.5,11.5,0.990692,0.994,1,0.978796,0.003308,0.009308,-0.011896,7.5e-05,8.7e-05,0.000181,8e-05,0,4.9e-05,"hat",-0.011896,0.000181,4.9e-05
100,0.25,0.25,0.25,0.5,12,0.992617,0.994,1,0.980957,0.001383,0.007383,-0.01166,6.6e-05,5.5e-05,0.000162,8e-05,0,3.2e-05,"hat",-0.01166,0.000162,3.2e-05
100,0.25,0.25,0.5,-0.5,0,0,0,0.126366,0.000881,0,0.126366,0.000881,0,0.01602,2e-06,0,6.5e-05,1e-06,"hat",0.000881,2e-06,1e-06
100,0.25,0.25,0.5,-0.5,0.5,0.081109,0.084,0.210366,0.039542,0.002891,0.129257,-0.041567,0.000472,0.017097,0.001845,0.00058,0.000487,0.000147,"hat",-0.041567,0.001845,0.000147
100,0.25,0.25,0.5,-0.5,1,0.198748,0.186,0.312366,0.127693,-0.012748,0.113618,-0.071055,0.002067,0.014642,0.00551,0.00238,0.002166,0.000576,"hat",-0.071055,0.00551,0.000576
100,0.25,0.25,0.5,-0.5,1.5,0.31773,0.308,0.434366,0.252271,-0.00973,0.116636,-0.065459,0.000831,0.014224,0.005222,0.00092,0.000775,0.001172,"hat",-0.065459,0.005222,0.001172
100,0.25,0.25,0.5,-0.5,2,0.427593,0.428,0.554366,0.386923,0.000407,0.126772,-0.04067,0.001856,0.018055,0.003686,0.00232,0.00248,0.00254,"hat",-0.04067,0.003686,0.00254
100,0.25,0.25,0.5,-0.5,2.5,0.524709,0.504,0.630366,0.475998,-0.020709,0.105657,-0.048711,0.002053,0.012617,0.004976,0.00203,0.001817,0.003254,"hat",-0.048711,0.004976,0.003254
100,0.25,0.25,0.5,-0.5,3,0.608375,0.556,0.682366,0.546909,-0.052375,0.073991,-0.061466,0.003967,0.00649,0.00645,0.00153,0.001269,0.00334,"hat",-0.061466,0.00645,0.00334
100,0.25,0.25,0.5,-0.5,3.5,0.679238,0.65,0.776366,0.628413,-0.029238,0.097128,-0.050824,0.002295,0.010656,0.005824,0.0018,0.001527,0.004052,"hat",-0.050824,0.005824,0.004052
100,0.25,0.25,0.5,-0.5,4,0.738536,0.698,0.824366,0.697883,-0.040536,0.08583,-0.040653,0.002739,0.008356,0.004033,0.00137,0.001237,0.002975,"hat",-0.040653,0.004033,0.002975
100,0.25,0.25,0.5,-0.5,4.5,0.78771,0.762,0.888366,0.748429,-0.02571,0.100656,-0.03928,0.001677,0.010845,0.003262,0.00127,0.000891,0.002149,"hat",-0.03928,0.003262,0.002149
100,0.25,0.25,0.5,-0.5,5,0.828203,0.794,0.920366,0.79027,-0.034203,0.092163,-0.037932,0.002234,0.009168,0.002443,0.00133,0.000842,0.001255,"hat",-0.037932,0.002443,0.001255
100,0.25,0.25,0.5,-0.5,5.5,0.861361,0.826,0.952366,0.826829,-0.035361,0.091004,-0.034532,0.001914,0.008652,0.001647,0.00083,0.000463,0.000568,"hat",-0.034532,0.001647,0.000568
100,0.25,0.25,0.5,-0.5,6,0.88839,0.852,0.977852,0.853658,-0.03639,0.089463,-0.034732,0.00218,0.008539,0.001575,0.00107,0.000669,0.000461,"hat",-0.034732,0.001575,0.000461
100,0.25,0.25,0.5,-0.5,6.5,0.910337,0.884,0.997161,0.873685,-0.026337,0.086824,-0.036653,0.001118,0.007563,0.001926,0.00053,3e-05,0.000728,"hat",-0.036653,0.001926,0.000728
100,0.25,0.25,0.5,-0.5,7,0.928102,0.902,1,0.893056,-0.026102,0.071898,-0.035046,0.000977,0.005169,0.00181,0.00037,0,0.000727,"hat",-0.035046,0.00181,0.000727
100,0.25,0.25,0.5,-0.5,7.5,0.942442,0.92,1,0.915454,-0.022442,0.057558,-0.026988,0.000984,0.003313,0.001012,6e-04,0,0.000355,"hat",-0.026988,0.001012,0.000355
100,0.25,0.25,0.5,-0.5,8,0.953988,0.942,1,0.935506,-0.011988,0.046012,-0.018482,0.00028,0.002117,0.000516,0.00017,0,0.000218,"hat",-0.018482,0.000516,0.000218
100,0.25,0.25,0.5,-0.5,8.5,0.963267,0.96,1,0.950332,-0.003267,0.036733,-0.012935,0.000171,0.001349,0.000305,2e-04,0,0.000173,"hat",-0.012935,0.000305,0.000173
100,0.25,0.25,0.5,-0.5,9,0.970709,0.968,1,0.960639,-0.002709,0.029291,-0.01007,0.000143,0.000858,0.000187,0.00017,0,0.000107,"hat",-0.01007,0.000187,0.000107
100,0.25,0.25,0.5,-0.5,9.5,0.976669,0.976,1,0.966138,-0.000669,0.023331,-0.010531,0.000184,0.000544,0.000218,0.00023,0,0.000134,"hat",-0.010531,0.000218,0.000134
100,0.25,0.25,0.5,-0.5,10,0.981434,0.98,1,0.972523,-0.001434,0.018566,-0.008911,8.2e-05,0.000345,0.000143,1e-04,0,8e-05,"hat",-0.008911,0.000143,8e-05
100,0.25,0.25,0.5,-0.5,10.5,0.985239,0.988,1,0.978166,0.002761,0.014761,-0.007073,2.4e-05,0.000218,0.000115,2e-05,0,8.1e-05,"hat",-0.007073,0.000115,8.1e-05
100,0.25,0.25,0.5,-0.5,11,0.988274,0.99,1,0.980607,0.001726,0.011726,-0.007667,4.3e-05,0.000137,0.000135,5e-05,0,9.5e-05,"hat",-0.007667,0.000135,9.5e-05
100,0.25,0.25,0.5,-0.5,11.5,0.990692,0.994,1,0.98171,0.003308,0.009308,-0.008983,7.5e-05,8.7e-05,0.000162,8e-05,0,0.000102,"hat",-0.008983,0.000162,0.000102
100,0.25,0.25,0.5,-0.5,12,0.992617,0.996,1,0.982369,0.003383,0.007383,-0.010248,3.5e-05,5.5e-05,0.000191,3e-05,0,0.000107,"hat",-0.010248,0.000191,0.000107
100,0.25,0.25,0.5,0,0,0,0,0.13112,0.030266,0,0.13112,0.030266,0,0.017255,0.001239,0,7.8e-05,0.000404,"hat",0.030266,0.001239,0.000404
100,0.25,0.25,0.5,0,0.5,0.081109,0.08,0.21112,0.108838,-0.001109,0.130011,0.027729,0.001001,0.017553,0.00263,0.00125,0.000813,0.002327,"hat",0.027729,0.00263,0.002327
100,0.25,0.25,0.5,0,1,0.198748,0.216,0.34712,0.207116,0.017252,0.148372,0.008368,0.001362,0.022685,0.002439,0.00133,0.000839,0.002962,"hat",0.008368,0.002439,0.002962
100,0.25,0.25,0.5,0,1.5,0.31773,0.316,0.44712,0.312471,-0.00173,0.12939,-0.005259,0.001507,0.018054,0.003387,0.00188,0.001641,0.004199,"hat",-0.005259,0.003387,0.004199
100,0.25,0.25,0.5,0,2,0.427593,0.414,0.54512,0.418442,-0.013593,0.117526,-0.009151,0.001129,0.014474,0.002642,0.00118,0.000826,0.003198,"hat",-0.009151,0.002642,0.003198
100,0.25,0.25,0.5,0,2.5,0.524709,0.504,0.63512,0.508529,-0.020709,0.110411,-0.01618,0.001653,0.012941,0.001866,0.00153,0.000938,0.002005,"hat",-0.01618,0.001866,0.002005
100,0.25,0.25,0.5,0,3,0.608375,0.604,0.73512,0.592635,-0.004375,0.126745,-0.01574,0.000363,0.016282,0.00148,0.00043,0.000273,0.00154,"hat",-0.01574,0.00148,0.00154
100,0.25,0.25,0.5,0,3.5,0.679238,0.676,0.80712,0.660404,-0.003238,0.127882,-0.018833,0.000434,0.01665,0.001123,0.00053,0.000371,0.000961,"hat",-0.018833,0.001123,0.000961
100,0.25,0.25,0.5,0,4,0.738536,0.738,0.86912,0.715095,-0.000536,0.130584,-0.02344,0.000136,0.017122,0.001047,0.00017,8.7e-05,0.000622,"hat",-0.02344,0.001047,0.000622
100,0.25,0.25,0.5,0,4.5,0.78771,0.784,0.91512,0.772307,-0.00371,0.12741,-0.015403,0.000918,0.01689,0.000981,0.00113,0.000821,0.000929,"hat",-0.015403,0.000981,0.000929
100,0.25,0.25,0.5,0,5,0.828203,0.818,0.94912,0.807385,-0.010203,0.120917,-0.020818,0.00084,0.015187,0.001038,0.00092,0.000707,0.000756,"hat",-0.020818,0.001038,0.000756
100,0.25,0.25,0.5,0,5.5,0.861361,0.846,0.974441,0.833496,-0.015361,0.11308,-0.027865,0.00094,0.013119,0.001143,0.00088,0.000415,0.000459,"hat",-0.027865,0.001143,0.000459
100,0.25,0.25,0.5,0,6,0.88839,0.876,0.998072,0.857599,-0.01239,0.109682,-0.030791,0.000498,0.012045,0.001145,0.00043,1.9e-05,0.000246,"hat",-0.030791,0.001145,0.000246
100,0.25,0.25,0.5,0,6.5,0.910337,0.896,0.998072,0.88005,-0.014337,0.087735,-0.030287,0.00087,0.007712,0.001179,0.00083,1.9e-05,0.000327,"hat",-0.030287,0.001179,0.000327
100,0.25,0.25,0.5,0,7,0.928102,0.904,1,0.899443,-0.024102,0.071898,-0.02866,0.001005,0.005169,0.001406,0.00053,0,0.00073,"hat",-0.02866,0.001406,0.00073
100,0.25,0.25,0.5,0,7.5,0.942442,0.928,1,0.917373,-0.014442,0.057558,-0.025068,0.000745,0.003313,0.001133,0.00067,0,0.00063,"hat",-0.025068,0.001133,0.00063
100,0.25,0.25,0.5,0,8,0.953988,0.944,1,0.928225,-0.009988,0.046012,-0.025764,0.000364,0.002117,0.000979,0.00033,0,0.000394,"hat",-0.025764,0.000979,0.000394
100,0.25,0.25,0.5,0,8.5,0.963267,0.952,1,0.940766,-0.011267,0.036733,-0.022501,0.000503,0.001349,0.000683,0.00047,0,0.000221,"hat",-0.022501,0.000683,0.000221
100,0.25,0.25,0.5,0,9,0.970709,0.962,1,0.950768,-0.008709,0.029291,-0.019941,0.000252,0.000858,0.000677,0.00022,0,0.000349,"hat",-0.019941,0.000677,0.000349
100,0.25,0.25,0.5,0,9.5,0.976669,0.972,1,0.953932,-0.004669,0.023331,-0.022737,0.000158,0.000544,0.000788,0.00017,0,0.000339,"hat",-0.022737,0.000788,0.000339
100,0.25,0.25,0.5,0,10,0.981434,0.976,1,0.95981,-0.005434,0.018566,-0.021624,0.000134,0.000345,0.000672,0.00013,0,0.000255,"hat",-0.021624,0.000672,0.000255
100,0.25,0.25,0.5,0,10.5,0.985239,0.976,1,0.964064,-0.009239,0.014761,-0.021175,0.000189,0.000218,0.000594,0.00013,0,0.000182,"hat",-0.021175,0.000594,0.000182
100,0.25,0.25,0.5,0,11,0.988274,0.982,1,0.970902,-0.006274,0.011726,-0.017372,5.5e-05,0.000137,0.000339,2e-05,0,4.7e-05,"hat",-0.017372,0.000339,4.7e-05
100,0.25,0.25,0.5,0,11.5,0.990692,0.984,1,0.973081,-0.006692,0.009308,-0.017611,6.9e-05,8.7e-05,0.000346,3e-05,0,4.4e-05,"hat",-0.017611,0.000346,4.4e-05
100,0.25,0.25,0.5,0,12,0.992617,0.988,1,0.974733,-0.004617,0.007383,-0.017884,3.7e-05,5.5e-05,0.00036,2e-05,0,5e-05,"hat",-0.017884,0.00036,5e-05
100,0.25,0.25,0.5,0.5,0,0,0,0.116415,0.059816,0,0.116415,0.059816,0,0.013569,0.004231,0,2.1e-05,0.000816,"hat",0.059816,0.004231,0.000816
100,0.25,0.25,0.5,0.5,0.5,0.081109,0.094,0.210415,0.137622,0.012891,0.129306,0.056513,0.00163,0.018051,0.005021,0.00183,0.001664,0.002284,"hat",0.056513,0.005021,0.002284
100,0.25,0.25,0.5,0.5,1,0.198748,0.238,0.354415,0.232046,0.039252,0.155667,0.033298,0.003277,0.025826,0.003803,0.00217,0.001993,0.003368,"hat",0.033298,0.003803,0.003368
100,0.25,0.25,0.5,0.5,1.5,0.31773,0.32,0.436415,0.329442,0.00227,0.118685,0.011712,0.001885,0.01589,0.002977,0.00235,0.002255,0.00355,"hat",0.011712,0.002977,0.00355
100,0.25,0.25,0.5,0.5,2,0.427593,0.426,0.542415,0.428395,-0.001593,0.114821,0.000802,0.002267,0.015344,0.002241,0.00283,0.0027,0.002801,"hat",0.000802,0.002241,0.002801
100,0.25,0.25,0.5,0.5,2.5,0.524709,0.546,0.662415,0.515484,0.021291,0.137706,-0.009225,0.002157,0.020591,0.001568,0.00213,0.002036,0.001854,"hat",-0.009225,0.001568,0.001854
100,0.25,0.25,0.5,0.5,3,0.608375,0.632,0.748415,0.597983,0.023625,0.14004,-0.010392,0.001854,0.020734,0.001458,0.00162,0.001403,0.001688,"hat",-0.010392,0.001458,0.001688
100,0.25,0.25,0.5,0.5,3.5,0.679238,0.692,0.808415,0.659518,0.012762,0.129177,-0.01972,0.003139,0.019329,0.002396,0.00372,0.003302,0.002508,"hat",-0.01972,0.002396,0.002508
100,0.25,0.25,0.5,0.5,4,0.738536,0.752,0.868415,0.722361,0.013464,0.129879,-0.016175,0.002317,0.018731,0.001728,0.00267,0.002328,0.001833,"hat",-0.016175,0.001728,0.001833
100,0.25,0.25,0.5,0.5,4.5,0.78771,0.802,0.918415,0.77526,0.01429,0.130705,-0.012449,0.0015,0.018154,0.001051,0.00162,0.001338,0.00112,"hat",-0.012449,0.001051,0.00112
100,0.25,0.25,0.5,0.5,5,0.828203,0.844,0.960415,0.820478,0.015797,0.132212,-0.007725,0.001154,0.018215,0.000848,0.00113,0.000919,0.000986,"hat",-0.007725,0.000848,0.000986
100,0.25,0.25,0.5,0.5,5.5,0.861361,0.876,0.98287,0.854228,0.014639,0.121509,-0.007134,0.001278,0.01514,0.001055,0.00133,0.00047,0.001256,"hat",-0.007134,0.001055,0.001256
100,0.25,0.25,0.5,0.5,6,0.88839,0.908,0.999928,0.874844,0.01961,0.111539,-0.013546,0.001321,0.012441,0.001276,0.00117,0,0.001366,"hat",-0.013546,0.001276,0.001366
100,0.25,0.25,0.5,0.5,6.5,0.910337,0.922,1,0.897491,0.011663,0.089663,-0.012847,0.000712,0.008039,0.000703,0.00072,0,0.000672,"hat",-0.012847,0.000703,0.000672
100,0.25,0.25,0.5,0.5,7,0.928102,0.934,1,0.908818,0.005898,0.071898,-0.019284,0.000259,0.005169,0.000628,0.00028,0,0.00032,"hat",-0.019284,0.000628,0.00032
100,0.25,0.25,0.5,0.5,7.5,0.942442,0.938,1,0.917382,-0.004442,0.057558,-0.02506,0.000156,0.003313,0.000738,0.00017,0,0.000137,"hat",-0.02506,0.000738,0.000137
100,0.25,0.25,0.5,0.5,8,0.953988,0.952,1,0.929603,-0.001988,0.046012,-0.024385,3e-04,0.002117,0.000669,0.00037,0,9.3e-05,"hat",-0.024385,0.000669,9.3e-05
100,0.25,0.25,0.5,0.5,8.5,0.963267,0.964,1,0.940215,0.000733,0.036733,-0.023052,0.000105,0.001349,0.000634,0.00013,0,0.000128,"hat",-0.023052,0.000634,0.000128
100,0.25,0.25,0.5,0.5,9,0.970709,0.972,1,0.948328,0.001291,0.029291,-0.022381,0.000138,0.000858,0.00061,0.00017,0,0.000136,"hat",-0.022381,0.00061,0.000136
100,0.25,0.25,0.5,0.5,9.5,0.976669,0.976,1,0.95209,-0.000669,0.023331,-0.024578,0.000144,0.000544,0.000721,0.00018,0,0.000147,"hat",-0.024578,0.000721,0.000147
100,0.25,0.25,0.5,0.5,10,0.981434,0.982,1,0.956846,0.000566,0.018566,-0.024588,5.6e-05,0.000345,0.000689,7e-05,0,0.000105,"hat",-0.024588,0.000689,0.000105
100,0.25,0.25,0.5,0.5,10.5,0.985239,0.988,1,0.966487,0.002761,0.014761,-0.018752,2.4e-05,0.000218,0.00036,2e-05,0,1e-05,"hat",-0.018752,0.00036,1e-05
100,0.25,0.25,0.5,0.5,11,0.988274,0.992,1,0.971897,0.003726,0.011726,-0.016377,3e-05,0.000137,0.000318,2e-05,0,6.3e-05,"hat",-0.016377,0.000318,6.3e-05
100,0.25,0.25,0.5,0.5,11.5,0.990692,0.994,1,0.975973,0.003308,0.009308,-0.014719,3.5e-05,8.7e-05,0.000296,3e-05,0,1e-04,"hat",-0.014719,0.000296,1e-04
100,0.25,0.25,0.5,0.5,12,0.992617,0.998,1,0.980107,0.005383,0.007383,-0.01251,4.5e-05,5.5e-05,0.000211,2e-05,0,6.8e-05,"hat",-0.01251,0.000211,6.8e-05
100,0.5,0.05,0.1,-0.5,0,0,0,0.124485,0,0,0.124485,0,0,0.015805,0,0,0.000386,0,"hat",0,0,0
100,0.5,0.05,0.1,-0.5,0.5,0.081109,0.084,0.208485,0.05506,0.002891,0.127377,-0.026048,0.002072,0.018819,0.001534,0.00258,0.003243,0.00107,"hat",-0.026048,0.001534,0.00107
100,0.5,0.05,0.1,-0.5,1,0.198748,0.206,0.330485,0.182747,0.007252,0.131737,-0.016001,0.001917,0.018978,0.001696,0.00233,0.002029,0.0018,"hat",-0.016001,0.001696,0.0018
100,0.5,0.05,0.1,-0.5,1.5,0.31773,0.332,0.456485,0.315212,0.01427,0.138756,-0.002518,0.00186,0.020795,0.001602,0.00207,0.001927,0.001994,"hat",-0.002518,0.001602,0.001994
100,0.5,0.05,0.1,-0.5,2,0.427593,0.44,0.564485,0.429358,0.012407,0.136892,0.001765,0.001514,0.019658,0.001554,0.0017,0.001148,0.001939,"hat",0.001765,0.001554,0.001939
100,0.5,0.05,0.1,-0.5,2.5,0.524709,0.536,0.660485,0.521017,0.011291,0.135777,-0.003692,0.002631,0.020022,0.002427,0.00313,0.001983,0.003016,"hat",-0.003692,0.002427,0.003016
100,0.5,0.05,0.1,-0.5,3,0.608375,0.598,0.722485,0.589958,-0.010375,0.114111,-0.018417,0.002644,0.014811,0.002517,0.00317,0.002238,0.002722,"hat",-0.018417,0.002517,0.002722
100,0.5,0.05,0.1,-0.5,3.5,0.679238,0.67,0.794485,0.660916,-0.009238,0.115248,-0.018322,0.001245,0.01418,0.001825,0.00145,0.001123,0.001862,"hat",-0.018322,0.001825,0.001862
100,0.5,0.05,0.1,-0.5,4,0.738536,0.734,0.858485,0.718716,-0.004536,0.11995,-0.01982,0.000525,0.014553,0.001179,0.00063,0.000206,0.000982,"hat",-0.01982,0.001179,0.000982
100,0.5,0.05,0.1,-0.5,4.5,0.78771,0.78,0.904485,0.768716,-0.00771,0.116776,-0.018994,0.000739,0.014022,0.001515,0.00085,0.000482,0.001443,"hat",-0.018994,0.001515,0.001443
100,0.5,0.05,0.1,-0.5,5,0.828203,0.818,0.942485,0.808046,-0.010203,0.114283,-0.020156,0.00104,0.013673,0.0012,0.00117,0.000766,0.000992,"hat",-0.020156,0.0012,0.000992
100,0.5,0.05,0.1,-0.5,5.5,0.861361,0.86,0.984485,0.853063,-0.001361,0.123124,-0.008298,0.000522,0.015286,0.000911,0.00065,0.000158,0.001053,"hat",-0.008298,0.000911,0.001053
100,0.5,0.05,0.1,-0.5,6,0.88839,0.892,0.997983,0.881095,0.00361,0.109593,-0.007294,0.001189,0.012027,0.001287,0.00147,2e-05,0.001542,"hat",-0.007294,0.001287,0.001542
100,0.5,0.05,0.1,-0.5,6.5,0.910337,0.912,1,0.900441,0.001663,0.089663,-0.009897,0.000899,0.008039,0.001108,0.00112,0,0.001263,"hat",-0.009897,0.001108,0.001263
100,0.5,0.05,0.1,-0.5,7,0.928102,0.922,1,0.913357,-0.006102,0.071898,-0.014745,0.001253,0.005169,0.00133,0.00152,0,0.001391,"hat",-0.014745,0.00133,0.001391
100,0.5,0.05,0.1,-0.5,7.5,0.942442,0.934,1,0.92451,-0.008442,0.057558,-0.017932,0.001015,0.003313,0.001266,0.00118,0,0.00118,"hat",-0.017932,0.001266,0.00118
